Kurtosis,alphStatCov,Date,Cell,Mean,Dose,Skew,Variance,Ligand,Time,Bivalent
0.24777368575337722,-682997.9429430532,3/15/2019,Treg,37571.86502350809,84.0,0.2945598145519131,417625314.147936,IL2,4.0,0.0
0.6387754699242629,-167304.00327478012,3/15/2019,Treg,43484.37988345611,28.0,0.4705935969784683,581505131.6588331,IL2,4.0,0.0
0.014436548140855265,-217023.2292161775,3/15/2019,Treg,49647.145452846016,9.333333,0.2005050673196868,689032613.6168319,IL2,4.0,0.0
0.28368467601343283,76613.0850953278,3/15/2019,Treg,50659.57122806822,3.111,0.20075668536926897,706048490.6380132,IL2,4.0,0.0
0.14516069913598795,271768.54385566636,3/15/2019,Treg,49544.71366356938,1.037037,0.13489569743299,688521411.0537579,IL2,4.0,0.0
0.5227192572416635,557155.0369645865,3/15/2019,Treg,46250.938818959185,0.345679,0.2361347147054411,699096704.4898044,IL2,4.0,0.0
-0.16297240000127555,438425.14186106867,3/15/2019,Treg,40454.735884350586,0.115226,0.09754199008882201,554950460.0477381,IL2,4.0,0.0
-0.6918373574699404,623081.5492214996,3/15/2019,Treg,28718.47936246919,0.038409,0.31056280722583063,511218799.98680484,IL2,4.0,0.0
0.05470342446531573,523194.69493093103,3/15/2019,Treg,18137.95040810676,0.012803,0.840416363553348,443894587.0175519,IL2,4.0,0.0
1.0798056621345626,763989.3479263141,3/15/2019,Treg,10575.230095955783,0.004268,1.2607476335306147,302052195.3269393,IL2,4.0,0.0
2.958097870753207,701556.9553270369,3/15/2019,Treg,5011.91350847277,0.001423,1.7877628698211507,202638243.83731583,IL2,4.0,0.0
6.991138777470837,446427.53954275773,3/15/2019,Treg,1015.2924343240575,0.000474,2.3916778006008617,94437208.37106282,IL2,4.0,0.0
-0.03142161482583905,196355.36291687284,3/15/2019,Treg,63545.56480359136,84.0,-0.030750041322398163,862615816.5056895,IL2,2.0,0.0
-0.13507719516816508,238654.32338618842,3/15/2019,Treg,63976.72209963463,28.0,-0.12059957827119228,987804399.9520003,IL2,2.0,0.0
0.14863686036372536,-43756.17957402938,3/15/2019,Treg,65018.479744541386,9.333333,-0.1609482412932407,919268161.7608798,IL2,2.0,0.0
-0.08315375463660901,-21340.616244245488,3/15/2019,Treg,64546.07585241458,3.111,-0.20585233404729233,890466781.8098786,IL2,2.0,0.0
-0.061678382501724194,408454.77522752853,3/15/2019,Treg,59058.2007337844,1.037037,-0.20517461908558093,799396674.0099323,IL2,2.0,0.0
-0.13461928883016672,908526.8496427045,3/15/2019,Treg,54575.58651888119,0.345679,-0.2172174068684671,864013582.0730612,IL2,2.0,0.0
-0.31239080659583784,851457.1239060137,3/15/2019,Treg,51762.011192821374,0.115226,-0.16302845944765768,833930025.3432183,IL2,2.0,0.0
-0.8173468909633361,1132736.2303210052,3/15/2019,Treg,43498.28195520039,0.038409,-0.015188153835158107,904046453.5804218,IL2,2.0,0.0
-0.7922020969132153,1904294.268326686,3/15/2019,Treg,32849.6150944442,0.012803,0.39356759649957374,845044962.201025,IL2,2.0,0.0
-0.14069213478095444,1272207.1627395633,3/15/2019,Treg,18324.278920885015,0.004268,0.9179676857812064,576491365.804641,IL2,2.0,0.0
2.6421455464508057,884171.5286023298,3/15/2019,Treg,11013.214773578278,0.001423,1.5706669585885977,361266390.97059715,IL2,2.0,0.0
2.6751307822030936,658113.326371126,3/15/2019,Treg,9152.8618794387,0.000474,1.6445973079034348,297066598.7381522,IL2,2.0,0.0
0.25642093299651725,252404.57121428626,3/15/2019,Treg,65501.995657712425,84.0,-0.03839636038336973,896817633.8746992,IL2,1.0,0.0
-0.17320934576272062,2561052.733895579,3/15/2019,Treg,40891.981570859934,28.0,0.4815440356095231,705970355.3675659,IL2,1.0,0.0
395.81612228116074,3296003.8081249325,3/15/2019,Treg,35775.298401501015,9.333333,17.018473527101385,2667994568.232276,IL2,1.0,0.0
0.13813472971957763,135808.56688139294,3/15/2019,Treg,56046.32440651697,3.111,0.11112821515023497,750833115.2855009,IL2,1.0,0.0
0.5465646548958967,128341.47528082742,3/15/2019,Treg,65649.7472211837,1.037037,0.030291353496213584,728795469.9629277,IL2,1.0,0.0
0.35669066545634776,319698.5215887081,3/15/2019,Treg,56210.40293534368,0.345679,-0.23525634471438153,706247237.938567,IL2,1.0,0.0
-0.2379200735124667,436688.62400708726,3/15/2019,Treg,50233.90952605686,0.115226,-0.2902194754578069,725591894.3791249,IL2,1.0,0.0
-0.7298607041822276,825357.2689570669,3/15/2019,Treg,39390.36551553701,0.038409,-0.12026375602306973,668677600.7946011,IL2,1.0,0.0
-0.8972753698532512,777826.8532667649,3/15/2019,Treg,29690.214222865165,0.012803,0.04916319001513567,524793689.2816362,IL2,1.0,0.0
-0.24673936534629703,745361.7249589646,3/15/2019,Treg,18771.335364847084,0.004268,0.6691163325865737,401703014.0491534,IL2,1.0,0.0
0.9583984054435795,528188.0537903736,3/15/2019,Treg,10992.029952566467,0.001423,1.184116404548829,273650019.2338946,IL2,1.0,0.0
9.814670841984917,458645.2096766588,3/15/2019,Treg,0.0,0.000474,2.8386358705252444,80199978.33646555,IL2,1.0,0.0
1.4727835361400974,-364167.85611369176,3/15/2019,Treg,56714.48629932429,84.0,0.4139503345692505,447375509.68403083,IL2,0.5,0.0
0.08877157710940464,604301.4352258524,3/15/2019,Treg,67096.59762280184,28.0,0.1557780527880751,600199591.9255288,IL2,0.5,0.0
0.6308710254283412,145086.09791424783,3/15/2019,Treg,73871.98918059024,9.333333,-0.011389969710175552,694455327.8507417,IL2,0.5,0.0
0.5991431517382453,51591.10980864928,3/15/2019,Treg,73241.17052631198,3.111,-0.06001487922895771,822763543.7496698,IL2,0.5,0.0
0.5824431256011806,533530.1618243945,3/15/2019,Treg,67153.81989824986,1.037037,-0.3022560870508475,818622246.8366535,IL2,0.5,0.0
0.3145767048586521,768094.0096242151,3/15/2019,Treg,60339.51076917947,0.345679,-0.25553880210489266,745414213.3783476,IL2,0.5,0.0
-0.05938805548097781,784080.6368532748,3/15/2019,Treg,50074.3879605358,0.115226,-0.27806367722694064,620461491.0743207,IL2,0.5,0.0
-0.4914308856275351,1056257.4900967402,3/15/2019,Treg,31124.83069570174,0.038409,0.24946880654399592,551823242.6851574,IL2,0.5,0.0
-0.24656459301855715,1082899.9578795563,3/15/2019,Treg,19001.272509208513,0.012803,0.7472359197170311,441636621.5785508,IL2,0.5,0.0
0.014761718909144239,771660.6351434552,3/15/2019,Treg,12212.250391710822,0.004268,0.9183357874160197,286043767.1034747,IL2,0.5,0.0
1.2843547356391403,454229.0876902947,3/15/2019,Treg,7779.471551312768,0.001423,1.4291561971561837,233525772.8253671,IL2,0.5,0.0
3.734017650404467,481556.85403969616,3/15/2019,Treg,5164.46188388168,0.000474,1.9608764832188823,197251916.03439453,IL2,0.5,0.0
0.5033091141910706,257249.87048988658,3/15/2019,Treg,23600.35797225273,84.0,0.7442543210924215,374606516.3854019,IL15,4.0,0
-0.04235434118819814,1559838.2518415959,3/15/2019,Treg,32866.72544189628,28.0,0.6093403675734314,549348943.0955417,IL15,4.0,0
-0.29163726554214575,530997.5279793679,3/15/2019,Treg,41280.814466719145,9.333333,0.32474517847408213,571714751.4321082,IL15,4.0,0
0.25583641833214577,253377.1851737344,3/15/2019,Treg,46477.09409218279,3.111,0.09468165767492781,550371833.1096146,IL15,4.0,0
0.07802242735602061,125984.38109868328,3/15/2019,Treg,39139.596919533506,1.037037,0.0830604790626354,386173541.93749005,IL15,4.0,0
0.41019424010359673,180237.95253568992,3/15/2019,Treg,19244.417900281842,0.345679,0.8050227385994735,275694032.94570297,IL15,4.0,0
3.026525008192598,303425.84231511224,3/15/2019,Treg,7250.101489409779,0.115226,1.7580946416966006,180947412.68778202,IL15,4.0,0
6.233048208156939,305146.8643948671,3/15/2019,Treg,2186.924108444581,0.038409,2.435541710878355,117587760.37399052,IL15,4.0,0
3.7201131126764615,578150.1919409456,3/15/2019,Treg,7391.870405127875,0.012803,2.0145982172970642,335956038.2759194,IL15,4.0,0
5.403058937821237,205923.15306463826,3/15/2019,Treg,2386.6259303873885,0.004268,2.191084148907266,111173339.65615258,IL15,4.0,0
15.046663034279838,305379.07129813614,3/15/2019,Treg,0.0,0.001423,3.582496281516998,92218173.85534717,IL15,4.0,0
11.028137553470273,454917.0646451481,3/15/2019,Treg,1640.285059040958,0.000474,3.1048247603333685,150788135.4065593,IL15,4.0,0
0.3895502471739545,152383.66387442595,3/15/2019,Treg,54362.947107285145,84.0,0.060965773385600504,654603860.2240746,IL15,2.0,0
0.09649909182603755,203047.2540200847,3/15/2019,Treg,49830.71535340958,28.0,0.12350321071244649,603308708.4513777,IL15,2.0,0
-0.1427432643310973,80017.15163967297,3/15/2019,Treg,53917.82943166031,9.333333,-0.012241774343166964,674400135.9229637,IL15,2.0,0
-0.07057070618754624,-155083.85288927006,3/15/2019,Treg,51486.96956232366,3.111,-0.13093613611558816,549123084.8292034,IL15,2.0,0
-0.4580178559952581,39015.28475370645,3/15/2019,Treg,38358.69432189547,1.037037,0.11641221182155297,499545300.66412956,IL15,2.0,0
0.8471916999504097,347655.2684081998,3/15/2019,Treg,16290.508266852363,0.345679,0.9605379801210013,285449693.5489349,IL15,2.0,0
4.5232509174421445,610241.7232394401,3/15/2019,Treg,9153.274456046101,0.115226,1.9270815236199605,286183713.7073292,IL15,2.0,0
2.577919914833079,374911.8518169137,3/15/2019,Treg,5471.533194173113,0.038409,1.7891471439299014,195817178.46895424,IL15,2.0,0
2.2236842545393225,554086.7975823116,3/15/2019,Treg,8019.961352886217,0.012803,1.6292531759709283,250476011.18561724,IL15,2.0,0
4.637042647701194,327330.8115647399,3/15/2019,Treg,3788.889966270148,0.004268,2.08714327925323,141929330.20907614,IL15,2.0,0
3.3193809879672234,539790.6280566105,3/15/2019,Treg,5758.955357203375,0.001423,1.850133164208642,198232081.58922312,IL15,2.0,0
17.091781764806367,128571.39307975065,3/15/2019,Treg,635.5657468260733,0.000474,3.7144745258731837,106195898.32925688,IL15,2.0,0
0.6929938883240436,-341970.83181985386,3/15/2019,Treg,58654.01694943996,84.0,-0.10531614896889989,496148805.0368944,IL15,1.0,0
0.6186793652637399,-319824.2336039445,3/15/2019,Treg,59966.72288230208,28.0,-0.2286442468641667,552965524.1023633,IL15,1.0,0
0.22100310850305993,-1001197.6264387482,3/15/2019,Treg,59192.31146148195,9.333333,-0.17873726635916048,654087713.1150812,IL15,1.0,0
0.6571255861790473,-244312.68412141575,3/15/2019,Treg,55566.97484925739,3.111,-0.27999249086837336,488755412.9977997,IL15,1.0,0
0.049553241879013665,-159192.33793852944,3/15/2019,Treg,46443.93991804227,1.037037,-0.07579191352779456,397974480.9309321,IL15,1.0,0
0.2209326283130939,586836.4874946725,3/15/2019,Treg,19669.572393220602,0.345679,0.809310802190326,317750778.5998238,IL15,1.0,0
2.0636707264169267,620541.8889381426,3/15/2019,Treg,9535.5112059184,0.115226,1.4941089552286102,231221848.70221853,IL15,1.0,0
3.622470035441708,700673.9937086351,3/15/2019,Treg,6350.191950355227,0.038409,1.9555257310328469,215411459.13300103,IL15,1.0,0
4.069230388860704,771769.4797538136,3/15/2019,Treg,6034.651425835502,0.012803,1.9795311690449857,199005263.5206283,IL15,1.0,0
0.921557912682371,1349700.728931525,3/15/2019,Treg,12767.696270705712,0.004268,1.3294911050659084,399327516.935875,IL15,1.0,0
3.402878966558081,1114712.0730428258,3/15/2019,Treg,7441.4335531236575,0.001423,1.8415362669600157,222131935.05918434,IL15,1.0,0
3.4141499084063733,1187913.6046216986,3/15/2019,Treg,6487.050230463412,0.000474,1.8541359767810517,207759862.32877782,IL15,1.0,0
0.8894211247825177,-60082.621468060446,3/15/2019,Treg,60801.75619826395,84.0,0.003940195082912024,555911358.1563547,IL15,0.5,0
0.5471249022476226,-144016.26590215464,3/15/2019,Treg,60271.95414828929,28.0,-0.04280549297893611,551555998.2394525,IL15,0.5,0
0.5730629657916322,-340277.58314008656,3/15/2019,Treg,61806.398194102694,9.333333,-0.060453498114370674,537449094.6731853,IL15,0.5,0
0.4735294814142037,-330336.15684153815,3/15/2019,Treg,60193.34241027425,3.111,0.07210675097753912,543825965.6422968,IL15,0.5,0
0.7219646253999294,156268.85598338195,3/15/2019,Treg,51276.06146446596,1.037037,-0.01467625242341145,413492959.2242414,IL15,0.5,0
2.4225303737255643,240902.16794395386,3/15/2019,Treg,10214.601272210619,0.345679,1.4316654386285084,149816528.9793778,IL15,0.5,0
3.911833678363938,373755.90367081243,3/15/2019,Treg,5405.888604099213,0.115226,1.8776643249978768,129895592.17419493,IL15,0.5,0
7.383597930857093,339311.8614873054,3/15/2019,Treg,3625.1201493756416,0.038409,2.5440857928383385,145340048.7588518,IL15,0.5,0
8.140241708141499,327650.43471420056,3/15/2019,Treg,2901.567294494378,0.012803,2.6328803111730723,123784440.23496066,IL15,0.5,0
4.480287012410017,847450.4107707877,3/15/2019,Treg,5939.669793517751,0.004268,2.126523524568367,219897251.16992402,IL15,0.5,0
4.432126160285712,476376.68973797775,3/15/2019,Treg,4223.468558973325,0.001423,2.110536159112178,151025829.08242008,IL15,0.5,0
5.560424155648917,925723.6449680277,3/15/2019,Treg,2909.5222074648464,0.000474,2.3119691316876834,123912600.57694077,IL15,0.5,0
0.6021831644968807,292479.3782158713,3/15/2019,Thelper,20029.593446328632,84.0,1.12048397653744,550481336.2663608,IL2,4.0,0
1.3421345829905524,488409.22180588526,3/15/2019,Thelper,21660.1366659385,28.0,1.311169619992553,699977303.1833663,IL2,4.0,0
0.6316367889552801,624060.4553112288,3/15/2019,Thelper,24166.011563900985,9.333333,1.128456058095313,805296198.2204419,IL2,4.0,0
1.2063552431665752,401345.6658108078,3/15/2019,Thelper,22925.91086686677,3.111,1.294994024975183,774051987.8747289,IL2,4.0,0
2.2979166640513773,456177.0255242337,3/15/2019,Thelper,17827.221940708747,1.037037,1.639432023010015,632743730.8057085,IL2,4.0,0
2.1277651345614146,415355.17661329126,3/15/2019,Thelper,16328.189565489336,0.345679,1.6493910824064903,581540375.5843685,IL2,4.0,0
5.155822276632362,251764.24452699884,3/15/2019,Thelper,9992.022815297227,0.115226,2.239526231029663,318692507.38953966,IL2,4.0,0
17.9419574186982,111488.03717377254,3/15/2019,Thelper,3868.6057268294303,0.038409,3.8204290354010513,104823836.10888767,IL2,4.0,0
55.809605033777466,53348.41852340613,3/15/2019,Thelper,1097.6330032221836,0.012803,6.29666799272435,20455294.715169616,IL2,4.0,0
156.1676147983821,17566.463328613263,3/15/2019,Thelper,312.5530261178483,0.004268,9.589787854809545,5477636.217144649,IL2,4.0,0
165.97526485096813,15046.943954752596,3/15/2019,Thelper,93.20367540102575,0.001423,8.151456624927576,2695452.1769027817,IL2,4.0,0
37.944219325942434,6377.661235010898,3/15/2019,Thelper,98.4988196536649,0.000474,4.099139151964543,2226229.034777065,IL2,4.0,0
0.5761090748954572,-49415.41080062831,3/15/2019,Thelper,24019.06567344167,84.0,1.2080261643548744,934957217.2929788,IL2,2.0,0
0.8456629464329501,18758.858577779476,3/15/2019,Thelper,24047.79038447528,28.0,1.2543343150023374,915064526.2670743,IL2,2.0,0
0.9266965146889357,-22101.551967948464,3/15/2019,Thelper,23088.763284094446,9.333333,1.294916657747396,885461024.5900855,IL2,2.0,0
1.4369860371847718,6098.842019707251,3/15/2019,Thelper,20973.48964295934,3.111,1.4182116269400482,743962756.4056247,IL2,2.0,0
2.9286635375123025,55565.85079268912,3/15/2019,Thelper,14577.756797609854,1.037037,1.827299415650309,508366757.58747715,IL2,2.0,0
10.08619323774716,78411.99461368137,3/15/2019,Thelper,11317.483062261796,0.345679,2.4783929067607433,380003821.5676144,IL2,2.0,0
137.01590065635762,140324.364073557,3/15/2019,Thelper,6811.234340910538,0.115226,6.0934887008591065,219290439.23060516,IL2,2.0,0
1408.4247284369155,131190.02451168024,3/15/2019,Thelper,3053.8060775837434,0.038409,23.99620097085391,101656982.6274815,IL2,2.0,0
96.76467304184337,70814.48302575717,3/15/2019,Thelper,1123.6058550320781,0.012803,8.228685186223357,19943419.30679129,IL2,2.0,0
147.8484537844131,33946.28308159921,3/15/2019,Thelper,525.7931964761074,0.004268,9.353065714330336,6510376.359322257,IL2,2.0,0
