ForeCyt Compensation Matrix, File Version 1.0, Export On 8/3/2020, ForeCyt Version 6.2.6752, Experiment: 2019-05-16 Timecourse mutein treated Receptor quant _1, Analysis: Analysis 1, Plate: Plate 0006
VL4-H,VL1-H,1.7655
VL6-H,VL1-H,0.0315
BL1-H,VL1-H,0.0029
BL3-H,VL1-H,0.0224
BL5-H,VL1-H,0.0
RL1-H,VL1-H,0.0
VL1-H,VL4-H,1.1424
VL6-H,VL4-H,2.9162
BL1-H,VL4-H,0.0042
BL3-H,VL4-H,5.7742
BL5-H,VL4-H,0.1235
RL1-H,VL4-H,0.1739
VL1-H,VL6-H,3.9237
VL4-H,VL6-H,0.4889
BL1-H,VL6-H,0.0210
BL3-H,VL6-H,0.0176
BL5-H,VL6-H,3.2422
RL1-H,VL6-H,0.2013
VL1-H,BL1-H,0.0
VL4-H,BL1-H,0.1091
VL6-H,BL1-H,0.0080
BL3-H,BL1-H,5.8970
BL5-H,BL1-H,0.0137
RL1-H,BL1-H,0.0
VL1-H,BL3-H,0.0041
VL4-H,BL3-H,16.9617
VL6-H,BL3-H,0.2368
BL1-H,BL3-H,0.2861
BL5-H,BL3-H,1.7684
RL1-H,BL3-H,0.2239
VL1-H,BL5-H,0.0033
VL4-H,BL5-H,0.2115
VL6-H,BL5-H,15.1133
BL1-H,BL5-H,0.4515
BL3-H,BL5-H,1.3229
RL1-H,BL5-H,0.1107
VL1-H,RL1-H,0.0001
VL4-H,RL1-H,0.0025
VL6-H,RL1-H,0.0273
BL1-H,RL1-H,0.0023
BL3-H,RL1-H,0.0009
BL5-H,RL1-H,0.0158
