Mean,Dose,Ligand,Date,Variance,alphStatCov,Kurtosis,Time,Skew,Cell,Bivalent
9195.90430245447,0.000474,IL2,3/15/2019,306524280.66770595,662646.3469897056,3.0148180314661044,2.0,1.7009545093579062,Treg,0.0
55769.744996760965,84.0,IL2,3/15/2019,541030574.8211149,179891.74076915171,0.19410485551751444,1.0,-0.7907466699125819,Treg,0.0
38486.77398090713,28.0,IL2,3/15/2019,572365267.5511669,2059765.725167112,-0.7770466750790201,1.0,0.21167532425498467,Treg,0.0
31839.105600092556,9.333333,IL2,3/15/2019,589838605.5877897,2951143.555415793,-0.640804843996091,1.0,0.4722416260766068,Treg,0.0
51311.92846399535,3.111,IL2,3/15/2019,537591844.3516926,-155583.97855522818,-0.33296015203549656,1.0,-0.4295835667199036,Treg,0.0
58371.89693947509,1.037037,IL2,3/15/2019,458328520.8043404,-143134.39931454795,0.5283925067192525,1.0,-0.7561175801121679,Treg,0.0
52111.35221069559,0.345679,IL2,3/15/2019,539446344.2043387,153295.97477747579,0.22077517693618187,1.0,-0.7699859628533853,Treg,0.0
48138.49594618158,0.115226,IL2,3/15/2019,631165799.7593426,262271.2222445923,-0.45150603255825184,1.0,-0.5575853881293332,Treg,0.0
38625.02205592457,0.038409,IL2,3/15/2019,633320125.6345036,723008.593043874,-0.8759949087518151,1.0,-0.21434357146354804,Treg,0.0
29504.91378089687,0.012803,IL2,3/15/2019,518638682.802839,766708.0151260763,-0.9500861360202797,1.0,0.026499208553752814,Treg,0.0
18696.267216990615,0.004268,IL2,3/15/2019,401703014.0491534,745361.7249589646,-0.24673936534629703,1.0,0.6691163325865737,Treg,0.0
11033.32433157922,0.001423,IL2,3/15/2019,281046708.2775163,563134.8694637656,1.169524183997546,1.0,1.2281718477013066,Treg,0.0
0.0,0.000474,IL2,3/15/2019,84843954.71382591,481182.21374751045,10.972977286663504,1.0,2.9650055470566676,Treg,0.0
53713.261956840855,84.0,IL2,3/15/2019,304394964.4722259,-21685.14373417509,0.42005601405369974,0.5,-0.477031415670882,Treg,0.0
60688.2331289418,28.0,IL2,3/15/2019,374427304.14964277,666794.0366109404,0.013861582411009543,0.5,-0.45451716162381206,Treg,0.0
64195.77245759205,9.333333,IL2,3/15/2019,385856551.4145324,330164.08335460495,1.3171946474661338,0.5,-0.9928805037655386,Treg,0.0
61787.94125507837,3.111,IL2,3/15/2019,445794600.78567445,1387.8259537655595,1.1789848013433515,0.5,-1.1109011809090477,Treg,0.0
59955.18105001153,1.037037,IL2,3/15/2019,569731515.1837214,447976.59931203944,0.5559285342384945,0.5,-1.0055598680861673,Treg,0.0
55288.091172100874,0.345679,IL2,3/15/2019,554820540.0536366,544509.5346383069,0.21908894366189058,0.5,-0.8056278621966252,Treg,0.0
48588.691912480805,0.115226,IL2,3/15/2019,554050446.5879735,574836.5018605074,-0.3259527263104429,0.5,-0.5234541005271409,Treg,0.0
30793.547289930346,0.038409,IL2,3/15/2019,532651496.33440495,937048.5130492466,-0.8073786493907673,0.5,0.15635159790754316,Treg,0.0
19026.300002968437,0.012803,IL2,3/15/2019,448172612.135945,1122791.493172579,-0.16204259103221785,0.5,0.7697794213956218,Treg,0.0
12228.53028070609,0.004268,IL2,3/15/2019,291028277.24999064,814830.6096934027,0.11435860758601857,0.5,0.9424719847976477,Treg,0.0
7812.985266667155,0.001423,IL2,3/15/2019,240186346.00731483,478469.04912592896,1.519634174102312,0.5,1.4702128998654582,Treg,0.0
5261.429037755147,0.000474,IL2,3/15/2019,209489936.87099048,468828.81070238247,4.444340342491586,0.5,2.0622465268882,Treg,0.0
23148.74980075568,84.0,IL15,3/15/2019,350194970.7024127,239500.47322204954,-0.18005697324417902,4.0,0.5777174190665921,Treg,0
31939.80171291443,28.0,IL15,3/15/2019,497627022.12946117,1523932.6524326205,-0.48115117777571825,4.0,0.4562550346685669,Treg,0
40059.99543645628,9.333333,IL15,3/15/2019,511644487.5589354,511147.31032964145,-0.5992364457578256,4.0,0.16144156835135745,Treg,0
44916.37771036125,3.111,IL15,3/15/2019,471909743.83503145,229012.28003601846,-0.39860634187733757,4.0,-0.2517460615000789,Treg,0
38788.949859464374,1.037037,IL15,3/15/2019,371893860.2880853,135780.20432974404,-0.17100855215844213,4.0,-0.019141919908852948,Treg,0
19031.896459441028,0.345679,IL15,3/15/2019,267797911.40618667,134965.4924809262,-0.1390565340359231,4.0,0.7060214305314839,Treg,0
7227.294597353419,0.115226,IL15,3/15/2019,185984716.47584718,316462.2503848181,3.189187482153188,4.0,1.7892176258127257,Treg,0
2175.7213901079776,0.038409,IL15,3/15/2019,124552026.73538668,307826.1907047999,7.413326100294855,4.0,2.5660696531341007,Treg,0
7279.3581724911655,0.012803,IL15,3/15/2019,335956038.2759194,578150.1919409456,3.7201131126764615,4.0,2.0145982172970642,Treg,0
2361.761224777889,0.004268,IL15,3/15/2019,116652848.57313575,211123.55494792567,6.261708355473342,4.0,2.299324062694963,Treg,0
0.0,0.001423,IL15,3/15/2019,100446472.12572713,274385.5365493225,16.627639327907087,4.0,3.7330262187385808,Treg,0
1527.772826404249,0.000474,IL15,3/15/2019,150788135.4065593,454917.0646451481,11.028137553470273,4.0,3.1048247603333685,Treg,0
51570.026208045834,84.0,IL15,3/15/2019,512099173.6254743,34389.49269492399,-0.25068188892464116,2.0,-0.47006263427935646,Treg,0
47121.962916300436,28.0,IL15,3/15/2019,476370747.05079657,32490.310186626568,-0.359511154994542,2.0,-0.29615703340138433,Treg,0
50723.329389674356,9.333333,IL15,3/15/2019,540986603.909685,-10172.412313818853,-0.499093782311292,2.0,-0.3591857253676477,Treg,0
49907.020024669975,3.111,IL15,3/15/2019,483267611.6583648,-120433.47173762522,-0.2796866502227058,2.0,-0.37084805847109126,Treg,0
37750.92918253861,1.037037,IL15,3/15/2019,472051428.64591694,1325.3608844408775,-0.6934192237982235,2.0,0.004077965007026467,Treg,0
16350.286774624992,0.345679,IL15,3/15/2019,297551559.94544256,361583.24808290286,1.2864381246216015,2.0,1.0555749229927849,Treg,0
8892.19739286829,0.115226,IL15,3/15/2019,271029810.9083367,598279.2559034876,3.148976531566511,2.0,1.756761441138279,Treg,0
5467.376630764522,0.038409,IL15,3/15/2019,202302215.39814657,372776.3231677338,2.825022141052994,2.0,1.8277893921976145,Treg,0
7907.449120249508,0.012803,IL15,3/15/2019,250476011.18561724,554086.7975823116,2.2236842545393225,2.0,1.6292531759709283,Treg,0
3676.3777336334388,0.004268,IL15,3/15/2019,141929330.20907614,327330.8115647399,4.637042647701194,2.0,2.08714327925323,Treg,0
5791.05460141959,0.001423,IL15,3/15/2019,208509516.290823,561549.719145901,3.9643331880817447,2.0,1.9439194140385256,Treg,0
641.0441806844083,0.000474,IL15,3/15/2019,114812520.99130374,129927.04806494435,17.705536025007593,2.0,3.799328885445923,Treg,0
55615.302184300184,84.0,IL15,3/15/2019,378269372.5016992,-276871.49630793475,0.47025992156763197,1.0,-0.6928545388079305,Treg,0
57315.995799720804,28.0,IL15,3/15/2019,442584066.2400615,-404582.62892512296,0.3739036553262176,1.0,-0.7492071500447027,Treg,0
55000.369861965555,9.333333,IL15,3/15/2019,491588890.892055,-1047077.3365720973,0.2010872231224874,1.0,-0.6891220733129431,Treg,0
53639.96719767542,3.111,IL15,3/15/2019,408942388.9797872,-160666.07025935617,0.4846318317184788,1.0,-0.7131666177870821,Treg,0
45829.276031956644,1.037037,IL15,3/15/2019,373327561.6704004,-159783.85957993066,-0.17037061502146855,1.0,-0.22444351252714734,Treg,0
19557.060160583897,0.345679,IL15,3/15/2019,317750778.5998238,586836.4874946725,0.2209326283130939,1.0,0.809310802190326,Treg,0
9422.99897328169,0.115226,IL15,3/15/2019,231221848.70221853,620541.8889381426,2.0636707264169267,1.0,1.4941089552286102,Treg,0
6237.679717718518,0.038409,IL15,3/15/2019,215411459.13300103,700673.9937086351,3.622470035441708,1.0,1.9555257310328469,Treg,0
6049.329529615514,0.012803,IL15,3/15/2019,209098305.5551038,813064.93315166,4.917995344721441,1.0,2.0909399290097808,Treg,0
12763.152078098987,0.004268,IL15,3/15/2019,406692990.60990924,1382015.8796755727,1.0080066418949292,1.0,1.347168582760001,Treg,0
7441.413233873773,0.001423,IL15,3/15/2019,229646438.81564978,1134233.2504586526,3.6589957863812588,1.0,1.885572858182639,Treg,0
6484.300990084592,0.000474,IL15,3/15/2019,215697336.75675806,1182115.0330568233,3.8870173167408986,1.0,1.923633606626975,Treg,0
56912.58212774753,84.0,IL15,3/15/2019,396673948.5266756,-186651.52344531432,0.6249302992667434,0.5,-0.7250550168995546,Treg,0
56383.68552004507,28.0,IL15,3/15/2019,398917246.6260098,-407821.8884295571,0.5699935762908348,0.5,-0.6593554956801818,Treg,0
58244.52271593227,9.333333,IL15,3/15/2019,400039142.37833375,-322260.42671116313,0.4233917763061239,0.5,-0.642345357935311,Treg,0
56096.5140026437,3.111,IL15,3/15/2019,384475552.886399,-471772.01746457117,0.37172735563359804,0.5,-0.5346443587338301,Treg,0
49856.602517211155,1.037037,IL15,3/15/2019,351270842.88274455,82966.8039726471,0.32702450557023743,0.5,-0.40551074324577513,Treg,0
10228.298855369454,0.345679,IL15,3/15/2019,156585666.21029246,237849.56428512873,2.815391238710739,0.5,1.5115902231324432,Treg,0
5391.156087774198,0.115226,IL15,3/15/2019,136117640.89268994,400284.62513128645,4.7151153191175545,0.5,1.9884901812030942,Treg,0
3637.2665077223755,0.038409,IL15,3/15/2019,154469897.41555676,391413.31358906784,8.300090839782385,0.5,2.6560745545725397,Treg,0
2789.055061857669,0.012803,IL15,3/15/2019,123784440.23496066,327650.43471420056,8.140241708141499,0.5,2.6328803111730723,Treg,0
5926.36113131194,0.004268,IL15,3/15/2019,226297404.9084117,863988.3020484413,4.6011242726157136,0.5,2.1483646949184916,Treg,0
4255.4204850021615,0.001423,IL15,3/15/2019,160621747.16988373,477015.34265877097,5.275509988331541,0.5,2.2215904135004534,Treg,0
2935.5132528031118,0.000474,IL15,3/15/2019,131157062.04653637,952416.9508554586,5.825011528401431,0.5,2.3574143144959545,Treg,0
19647.736005975104,84.0,IL2,3/15/2019,518397602.2889549,238240.0783813434,0.08766555788421515,4.0,1.0182997917233951,Thelper,0
20307.306088345642,28.0,IL2,3/15/2019,583531177.4466406,345471.80371933477,0.18764610347347999,4.0,1.0770679960840717,Thelper,0
22683.237184086982,9.333333,IL2,3/15/2019,682008512.8888153,451820.7448008172,-0.2722077644553105,4.0,0.9364805459700861,Thelper,0
21348.926228731732,3.111,IL2,3/15/2019,636643813.1039677,285156.01316939614,0.09354934480102539,4.0,1.0656912327118446,Thelper,0
16828.957910986323,1.037037,IL2,3/15/2019,541168788.0037946,369600.66041727585,1.1464179263785068,4.0,1.451777433196099,Thelper,0
15621.282670339135,0.345679,IL2,3/15/2019,518041984.3725453,371695.28491422476,1.3376406179737454,4.0,1.5193324520000475,Thelper,0
9809.056152378158,0.115226,IL2,3/15/2019,300942183.206577,243088.1106820117,4.1949848864237875,4.0,2.123994907164193,Thelper,0
3846.4633454741747,0.038409,IL2,3/15/2019,102509761.13671799,106488.81746732902,16.42551324151631,4.0,3.7193742833742465,Thelper,0
1097.6330032221836,0.012803,IL2,3/15/2019,20455294.715169616,53348.41852340613,55.809605033777466,4.0,6.29666799272435,Thelper,0
316.89753258565906,0.004268,IL2,3/15/2019,5757595.012994201,18848.27936027348,176.19606206055315,4.0,10.202332465128817,Thelper,0
99.07118393561404,0.001423,IL2,3/15/2019,3191023.2579317284,16401.89833918601,465.0209925269536,4.0,13.667410227166942,Thelper,0
101.02305220768744,0.000474,IL2,3/15/2019,2325319.7330176802,7550.081037319012,62.8623844718543,4.0,4.93504130938288,Thelper,0
21819.71683078038,84.0,IL2,3/15/2019,755717239.516753,-185451.60094419488,-0.11432914003559613,2.0,1.0670454726361505,Thelper,0
21581.3135559244,28.0,IL2,3/15/2019,711896549.2886428,-136563.03920710617,-0.04884840116883149,2.0,1.0681806088556267,Thelper,0
21085.06121533679,9.333333,IL2,3/15/2019,715288483.0007551,-121291.91113680725,0.07535411041868656,2.0,1.1250652653854414,Thelper,0
19404.94418898755,3.111,IL2,3/15/2019,610316959.8972782,-85536.86993150933,0.4916440730749847,2.0,1.2345606109344116,Thelper,0
14047.539240324548,1.037037,IL2,3/15/2019,459380571.3672617,7574.775793617556,2.0597828624515104,2.0,1.6977663907082436,Thelper,0
11026.33102830902,0.345679,IL2,3/15/2019,345036767.94049984,59774.56703691225,3.7826071300768316,2.0,2.0488405844859368,Thelper,0
6707.0146897460345,0.115226,IL2,3/15/2019,190602369.43736684,122858.31521621376,8.626429880556215,2.0,2.8259056433199854,Thelper,0
2977.219265764085,0.038409,IL2,3/15/2019,65473058.25122356,111014.5496347301,27.822272388430434,2.0,4.707542784764518,Thelper,0
1123.6058550320781,0.012803,IL2,3/15/2019,19943419.30679129,70814.48302575717,96.76467304184337,2.0,8.228685186223357,Thelper,0
530.1424478950498,0.004268,IL2,3/15/2019,6770547.30555303,34777.719596691466,156.82775431115746,2.0,9.700270895707572,Thelper,0
345.70720650646035,0.001423,IL2,3/15/2019,5496125.357140328,28693.123151925553,181.90166429983915,2.0,10.258573588817026,Thelper,0
389.4979859472219,0.000474,IL2,3/15/2019,8601529.765196646,18385.68302037921,177.34454437250113,2.0,10.974073981830696,Thelper,0
23197.45176465102,84.0,IL2,3/15/2019,717838065.5562963,-111019.99462355518,-0.24834135065390317,1.0,0.9748861335739183,Thelper,0
16192.722120865152,28.0,IL2,3/15/2019,465608465.05149645,1549966.3282811828,1.493841214154104,1.0,1.470078494136451,Thelper,0
13556.355430268319,9.333333,IL2,3/15/2019,364483423.1904392,1807517.1795870096,2.525496698331078,1.0,1.6987288872138357,Thelper,0
19921.850315571333,3.111,IL2,3/15/2019,547873743.9312085,-11287.730553650745,0.3289638663768586,1.0,1.1252301548755526,Thelper,0
26053.945153940425,1.037037,IL2,3/15/2019,751674565.3517638,301242.1786652604,-0.6033623541749789,1.0,0.7885862799315573,Thelper,0
12943.352404241237,0.345679,IL2,3/15/2019,373034110.74854416,110409.01979521394,2.495384469050765,1.0,1.7568287504817393,Thelper,0
6614.890652134785,0.115226,IL2,3/15/2019,158194910.16572475,66640.3334480633,7.813127333374192,1.0,2.659143536572172,Thelper,0
2954.4694634597995,0.038409,IL2,3/15/2019,56912180.048307784,81065.02998582681,24.10873805798176,1.0,4.330226550802575,Thelper,0
1079.325898074916,0.012803,IL2,3/15/2019,16796326.47686101,36441.0536054371,68.12431717374977,1.0,6.855468870381607,Thelper,0
487.1743902736848,0.004268,IL2,3/15/2019,7144776.766588456,37290.82669793656,108.90930777891988,1.0,8.225191522818145,Thelper,0
181.04464409623802,0.001423,IL2,3/15/2019,4858421.055156188,24315.584640541823,242.9498928541667,1.0,11.328067697610273,Thelper,0
0.0,0.000474,IL2,3/15/2019,3154061.3566622944,29551.769750831976,331.49164795191996,1.0,11.666934536426961,Thelper,0
28317.168134894,84.0,IL2,3/15/2019,660482265.2905636,-77749.03434759461,-0.7800581867072673,0.5,0.5427020803244439,Thelper,0
31912.126716024097,28.0,IL2,3/15/2019,831390839.8415238,-31061.979788620974,-0.9989362597431617,0.5,0.46955431379623735,Thelper,0
32679.594215252007,9.333333,IL2,3/15/2019,867431429.7737616,-40458.461060403555,-1.0676269625153916,0.5,0.4506338891219213,Thelper,0
30248.58818686303,3.111,IL2,3/15/2019,850679730.3066052,-2464.3042529553927,-0.9189149621792336,0.5,0.5887836952372393,Thelper,0
20804.8337832939,1.037037,IL2,3/15/2019,684042385.1244223,145574.69274100664,-0.003980226942135179,0.5,1.101852355704773,Thelper,0
9232.815241572865,0.345679,IL2,3/15/2019,269678117.44088656,185531.14600332078,5.080715124130357,0.5,2.2698594515536836,Thelper,0
4264.545742698199,0.115226,IL2,3/15/2019,98958540.9957645,103210.02776303905,16.04399074018018,0.5,3.615139393013428,Thelper,0
1006.8439885781945,0.038409,IL2,3/15/2019,17801456.88562763,56885.31769489292,61.139342874913964,0.5,6.568909314389201,Thelper,0
530.9345496268465,0.012803,IL2,3/15/2019,8768989.053707767,42231.213010904896,151.665409398539,0.5,9.343058898093872,Thelper,0
180.91321198922356,0.004268,IL2,3/15/2019,4807546.646390975,31945.169120491882,225.32103854533722,0.5,11.17536912384557,Thelper,0
63.49524115440454,0.001423,IL2,3/15/2019,4944904.104609115,24791.52189568899,309.40332827905047,0.5,13.073919453195522,Thelper,0
120.57001951887446,0.000474,IL2,3/15/2019,3383426.230796254,20880.21782472417,152.63504714800942,0.5,9.176837504286306,Thelper,0
13118.070356068314,84.0,IL15,3/15/2019,326214296.0176678,1166610.1458598576,1.885360768825886,4.0,1.5336596936286968,Thelper,0
16165.455874437648,28.0,IL15,3/15/2019,467317424.2739857,1660489.1066442374,1.1902627009200728,4.0,1.3969717523550271,Thelper,0
20855.462154688095,9.333333,IL15,3/15/2019,598890724.51672,559682.0481685927,-0.04681065584397626,4.0,1.0004900333183135,Thelper,0
21509.29115116837,3.111,IL15,3/15/2019,631126409.4705151,291880.0441641804,-0.12408640104168622,4.0,0.9840070929160298,Thelper,0
17342.612687052777,1.037037,IL15,3/15/2019,431922444.84578437,182973.49802086956,0.5195083568521355,4.0,1.1485386691776742,Thelper,0
5213.0388680476235,0.345679,IL15,3/15/2019,88297498.36621973,40511.35400930317,8.518997522708114,4.0,2.6436674697124696,Thelper,0
1278.91799283927,0.115226,IL15,3/15/2019,14662026.770112315,17813.115356834347,42.34445830027041,4.0,5.159931593883259,Thelper,0
298.49669812739467,0.038409,IL15,3/15/2019,3826723.304875712,16262.083972155326,64.69037612623863,4.0,5.614455826825243,Thelper,0
402.1840604056506,0.012803,IL15,3/15/2019,10478249.34600129,21995.062996052144,164.70432072895844,4.0,10.706100182254296,Thelper,0
9.822567269734009,0.004268,IL15,3/15/2019,2272994.4425544757,13582.918942743929,108.20729001862401,4.0,6.411418055061058,Thelper,0
14.441581076879402,0.001423,IL15,3/15/2019,2104048.128020647,9113.60013345193,66.66587116383292,4.0,5.128839666093585,Thelper,0
43.865376020813756,0.000474,IL15,3/15/2019,3901676.373976802,13547.037382575932,393.263939262518,4.0,14.9268550761234,Thelper,0
19252.15919793767,84.0,IL15,3/15/2019,619051280.503843,27960.32350578024,0.294065393897311,2.0,1.1915386565692223,Thelper,0
17883.867049667242,28.0,IL15,3/15/2019,544842105.1959748,-8268.528197190628,0.6328247428143108,2.0,1.2666327504647754,Thelper,0
19089.34294769998,9.333333,IL15,3/15/2019,580505089.5504247,-22983.84983200799,0.3292651096712307,2.0,1.1684701446427028,Thelper,0
17229.089396742787,3.111,IL15,3/15/2019,505056554.360302,-56945.62328288521,0.6175919173774531,2.0,1.2590775932249916,Thelper,0
7962.415343732997,1.037037,IL15,3/15/2019,158323694.73802766,-13296.346221903712,6.070547104409771,2.0,2.276208715934123,Thelper,0
1687.7397539083345,0.345679,IL15,3/15/2019,19556928.263713058,44430.017076127755,48.809533488694406,2.0,5.511211309437731,Thelper,0
411.945081499186,0.115226,IL15,3/15/2019,5247216.078864417,30504.433068042337,267.5159822265836,2.0,11.103176060156697,Thelper,0
69.15554515604822,0.038409,IL15,3/15/2019,4316872.396327329,27791.02748615753,211.13262883124872,2.0,11.023392133913985,Thelper,0
157.31913184643417,0.012803,IL15,3/15/2019,5232524.005894009,31517.311194433354,189.4845904632326,2.0,10.615541274638165,Thelper,0
49.51428380324273,0.004268,IL15,3/15/2019,2758130.008886894,19905.717591814377,148.81864058401553,2.0,7.9949390918721805,Thelper,0
8.1230686141962,0.001423,IL15,3/15/2019,3866117.209840049,11755.368315947773,202.24896611449384,2.0,10.813150394080479,Thelper,0
0.0,0.000474,IL15,3/15/2019,1988962.4812470681,17546.471206022157,229.54904773420122,2.0,8.48219297268643,Thelper,0
19736.441697205228,84.0,IL15,3/15/2019,568702566.8348681,-31598.127992206875,0.17011587231828473,1.0,1.0871551634840628,Thelper,0
20338.59322965764,28.0,IL15,3/15/2019,586451978.3779457,-85376.90768896094,-0.002723250671545774,1.0,1.0317304166381909,Thelper,0
20927.013709754097,9.333333,IL15,3/15/2019,610683757.2184173,-140560.99102475616,-0.05327331599074636,1.0,1.0210222485697504,Thelper,0
19251.879081076633,3.111,IL15,3/15/2019,522261356.4679242,-1473.8808412739052,0.2518970954070343,1.0,1.0869963361468642,Thelper,0
11882.715989736842,1.037037,IL15,3/15/2019,239206830.40030485,-23148.78779361435,2.43393540834904,1.0,1.5881070100127654,Thelper,0
2347.7982710428632,0.345679,IL15,3/15/2019,23449810.335976843,6284.928559623824,25.957876413404115,1.0,4.031868744955164,Thelper,0
519.5144074516438,0.115226,IL15,3/15/2019,5617544.993683669,25726.293600889705,191.92399217988532,1.0,10.203745556903426,Thelper,0
228.81271797234945,0.038409,IL15,3/15/2019,4252221.865062582,25686.887314089192,195.05093557952398,1.0,10.433432895173276,Thelper,0
220.51792936284392,0.012803,IL15,3/15/2019,3400099.322326758,48542.80841400258,243.16259649390514,1.0,10.358475490096374,Thelper,0
500.13154480447247,0.004268,IL15,3/15/2019,8863316.74588731,46247.84810453559,263.19252908640885,1.0,13.133429734965992,Thelper,0
303.8605659168843,0.001423,IL15,3/15/2019,4675708.137557898,50396.50584415992,264.5529732989198,1.0,11.9739928154735,Thelper,0
76.01736294360512,0.000474,IL15,3/15/2019,4303760.01498275,73399.1051700186,207.90602699880134,1.0,10.270762537232732,Thelper,0
29305.820584540605,84.0,IL15,3/15/2019,755180430.1097207,-157580.28254797106,-0.8724778007549778,0.5,0.5634948996788667,Thelper,0
29165.55167453608,28.0,IL15,3/15/2019,703389633.1479079,-111725.09780572087,-0.8133642747162049,0.5,0.5416741015827623,Thelper,0
29277.135124052107,9.333333,IL15,3/15/2019,725391106.345793,-144976.0761551347,-0.8765421789407117,0.5,0.5310476034123182,Thelper,0
33870.7463430403,3.111,IL15,3/15/2019,817209100.3899312,-87440.61749816213,-1.1136406380433426,0.5,0.33863895969781477,Thelper,0
21112.176459080914,1.037037,IL15,3/15/2019,411284970.50096625,5375.392228501769,-0.173990026338668,0.5,0.77707461746481,Thelper,0
2542.5176389209428,0.345679,IL15,3/15/2019,17236260.553951524,-9604.944487103816,30.72482276812952,0.5,3.8392466132775547,Thelper,0
670.2282624382269,0.115226,IL15,3/15/2019,4025921.2393131354,19091.080857927947,252.09303867059438,0.5,9.52801458559041,Thelper,0
365.1129381021028,0.038409,IL15,3/15/2019,2893027.677775036,21719.842801458097,138.5314675879133,0.5,7.403404101547632,Thelper,0
288.74930603767143,0.012803,IL15,3/15/2019,2841486.4715313655,19399.14944912517,330.8440192702387,0.5,11.372510200819477,Thelper,0
457.219168344634,0.004268,IL15,3/15/2019,4054952.0196002894,38124.663416275864,430.63059269236635,0.5,13.521600975464223,Thelper,0
230.98415415088857,0.001423,IL15,3/15/2019,3771856.3016412724,18583.898340650037,475.91837320734203,0.5,15.376495960510331,Thelper,0
157.5094562207437,0.000474,IL15,3/15/2019,2854603.337547736,61375.10514117254,83.13181399905417,0.5,6.2805568885765215,Thelper,0
10938.036831238705,84.0,IL2,3/27/2019,98753125.51322636,188071.18133721466,0.5216179867942516,4.0,0.34298198268096564,Treg,0
9498.75324566278,28.0,IL2,3/27/2019,92520619.427336,244419.4629621798,-0.07001452105047878,4.0,0.2474666472128264,Treg,0
15239.934595021148,9.333333,IL2,3/27/2019,183886636.195751,412638.409972077,0.9390949892274647,4.0,0.7807532614538691,Treg,0
16554.484864640443,3.111,IL2,3/27/2019,174111483.3505042,757106.5265170536,1.0756080132869563,4.0,0.6107219098026047,Treg,0
17254.180928949223,1.037037,IL2,3/27/2019,170704804.12724215,125964.48950704679,0.568532380862298,4.0,0.45580605437706456,Treg,0
28631.33884849365,0.345679,IL2,3/27/2019,354890493.3803268,547544.1311256876,0.06399608440030757,4.0,0.23588020036812715,Treg,0
34718.166905335805,0.115226,IL2,3/27/2019,455244810.7568677,664674.9901096474,-0.42076508245954747,4.0,-0.024300600168141066,Treg,0
32858.28073255593,0.038409,IL2,3/27/2019,454293786.31174207,902158.4626471729,-0.5406119949583368,4.0,-0.0030432580761427224,Treg,0
27314.6308063865,0.012803,IL2,3/27/2019,524758888.2137573,1898517.9008141174,-0.5295341500575073,4.0,0.32268736533972403,Treg,0
11391.069806598707,0.004268,IL2,3/27/2019,385879920.55949026,2003242.5436077158,-0.09433750072993874,4.0,0.7949300993345738,Treg,0
