Dose,Ligand,Skew,Date,Variance,Mean,Kurtosis,alphStatCov,Cell,Time,Bivalent
84,IL2,5.4110065,3/19/2019,435473660,16374.072,150.8472,775991.0844,Treg,4,0
28,IL2,1.3786159,3/19/2019,460988060,17335.598,2.0027199,312885.9345,Treg,4,0
9.333333,IL2,85.95638,3/19/2019,5439667000,19077.42,8172.8193,543858.4273,Treg,4,0
3.111,IL2,0.68416905,3/19/2019,209138900,17512.873,0.96122074,8447.642929,Treg,4,0
1.037037,IL2,0.73747796,3/19/2019,92426430,12621.281,1.4698586,42340.95034,Treg,4,0
0.345679,IL2,3.719838,3/19/2019,225995180,8544.198,15.4862385,-53008.58189,Treg,4,0
0.115226,IL2,3.2696242,3/19/2019,25819548,1546.8145,12.930188,-401789.7604,Treg,4,0
0.038409,IL2,5.13397,3/19/2019,17774110,343.42188,28.954739,-99477.80213,Treg,4,0
0.012803,IL2,1.0188844,3/19/2019,3535378.2,0,1.651257,-29751.90197,Treg,4,0
0.004268,IL2,1.6431541,3/19/2019,4524802.5,199.52441,6.563939,21177.68705,Treg,4,0
0.001423,IL2,0.98516303,3/19/2019,3339600.2,87.83789,1.8436799,-2504.412288,Treg,4,0
0.000474,IL2,1.1711565,3/19/2019,3462858.2,70.94141,2.8209367,-20227.00259,Treg,4,0
84,IL2,4.7955413,3/19/2019,494939680,18516.197,155.82095,769235.2182,Thelper,4,0
28,IL2,1.2584503,3/19/2019,429210780,17967.549,1.4181099,113825.2227,Thelper,4,0
9.333333,IL2,1.1912619,3/19/2019,490960600,19422.521,1.0195723,184535.8171,Thelper,4,0
3.111,IL2,1.8402238,3/19/2019,341408700,15613.811,5.8400316,811233.4793,Thelper,4,0
1.037037,IL2,2.1137009,3/19/2019,226472270,11358.521,5.411792,814119.9323,Thelper,4,0
0.345679,IL2,2.9353843,3/19/2019,469551550,11528.477,9.37988,896509.1783,Thelper,4,0
0.115226,IL2,5.1007543,3/19/2019,293790460,5126.8286,27.807331,1552528.452,Thelper,4,0
0.038409,IL2,4.684412,3/19/2019,116558170,2860.8423,22.990915,712389.8167,Thelper,4,0
0.012803,IL2,8.121351,3/19/2019,19096662,762.42944,74.39382,133884.0273,Thelper,4,0
0.004268,IL2,1.1879015,3/19/2019,1833862.4,0,1.937293,25486.74909,Thelper,4,0
0.001423,IL2,1.286412,3/19/2019,2778126.5,18.953613,1.5900726,-113465.7764,Thelper,4,0
0.000474,IL2,2.5152078,3/19/2019,5184225.5,774.3721,10.606181,-236428.3109,Thelper,4,0
84,IL2,2.739952,3/19/2019,733883400,20351.041,39.98348,185828.5008,Treg,2,0
28,IL2,1.378068,3/19/2019,679924000,19983.217,1.6552501,55711.77083,Treg,2,0
9.333333,IL2,0.7729262,3/19/2019,455921100,21814.24,0.470958,19372.19606,Treg,2,0
3.111,IL2,0.53627026,3/19/2019,270229220,20362.203,0.7339709,-201826.9337,Treg,2,0
1.037037,IL2,0.9252267,3/19/2019,46222024,7178.771,0.52653456,23142.7773,Treg,2,0
0.345679,IL2,5.3345246,3/19/2019,115929576,4242.36,32.794743,134561.5146,Treg,2,0
0.115226,IL2,5.243679,3/19/2019,83194500,2252.0273,32.08648,-4282.612008,Treg,2,0
0.038409,IL2,9.893899,3/19/2019,16749989,613.9287,139.69862,41369.58629,Treg,2,0
0.012803,IL2,6.4397783,3/19/2019,8762278,367.36426,67.6767,21681.35765,Treg,2,0
0.004268,IL2,7.8894615,3/19/2019,8960021,216.4253,93.40018,-26169.37705,Treg,2,0
0.001423,IL2,5.6918726,3/19/2019,8682289,0,45.982475,-85667.32572,Treg,2,0
0.000474,IL2,3.7524314,3/19/2019,8607766,566.2803,20.465237,-198286.7166,Treg,2,0
84,IL2,1.3117425,3/19/2019,736669250,21950.959,2.5979285,41807.07848,Thelper,2,0
28,IL2,1.1114688,3/19/2019,643630200,21662.76,0.6077175,111704.222,Thelper,2,0
9.333333,IL2,1.4683824,3/19/2019,497016960,16014.789,2.1940327,974313.3858,Thelper,2,0
3.111,IL2,0.8775075,3/19/2019,280849860,16433.238,0.5147605,2210053.429,Thelper,2,0
1.037037,IL2,2.7317545,3/19/2019,103973600,5106.7026,8.430265,852424.1409,Thelper,2,0
0.345679,IL2,4.4720836,3/19/2019,194499840,4260.7354,24.23084,1221004.491,Thelper,2,0
0.115226,IL2,5.666839,3/19/2019,42312050,1252.0869,39.05716,290058.8062,Thelper,2,0
0.038409,IL2,5.180613,3/19/2019,11129800,193.69653,32.52643,292488.2534,Thelper,2,0
0.012803,IL2,3.3782117,3/19/2019,6274221.5,0,15.366112,61042.85162,Thelper,2,0
0.004268,IL2,2.8636441,3/19/2019,3555244.5,45.40088,14.488346,27164.31826,Thelper,2,0
0.001423,IL2,3.2205606,3/19/2019,6293340.5,49.64258,12.961476,-291123.2625,Thelper,2,0
0.000474,IL2,1.7012768,3/19/2019,6393180,258.58252,2.800476,-15098.25549,Thelper,2,0
84,IL2,0.5509098,3/19/2019,469721570,25194.488,0.09632707,-100970.6771,Treg,1,0
28,IL2,1.2675127,3/19/2019,261368660,12998.063,1.3162179,825130.7947,Treg,1,0
9.333333,IL2,1.6391593,3/19/2019,144728770,9188.8545,3.192255,-12139.41829,Treg,1,0
3.111,IL2,1.3992845,3/19/2019,271630430,15713.86,3.881267,198252.9542,Treg,1,0
1.037037,IL2,3.3654377,3/19/2019,139249060,6071.75,13.705624,288850.548,Treg,1,0
0.345679,IL2,3.6355336,3/19/2019,132735290,4451.785,14.689234,417565.4778,Treg,1,0
0.115226,IL2,7.3428254,3/19/2019,106261650,2162.9053,54.14641,-10308.67552,Treg,1,0
0.038409,IL2,5.6470456,3/19/2019,68974240,1694.2686,31.566952,-39507.24599,Treg,1,0
0.012803,IL2,0.26081282,3/19/2019,1914260.8,349.00928,-0.35862207,-13289.46351,Treg,1,0
0.004268,IL2,5.5695047,3/19/2019,29455010,1030.8809,33.320824,104583.9962,Treg,1,0
0.001423,IL2,0.6288839,3/19/2019,2910086.2,0,0.41252708,-50635.21751,Treg,1,0
0.000474,IL2,3.4801056,3/19/2019,4782771,234.90039,21.883066,-38807.03179,Treg,1,0
84,IL2,0.8819713,3/19/2019,505255740,24666.947,0.7462628,1345652.528,Thelper,1,0
28,IL2,1.703883,3/19/2019,179394140,10452.82,3.3520021,-22272.81769,Thelper,1,0
9.333333,IL2,1.7087919,3/19/2019,124059290,9270.88,3.4914646,-24217.77182,Thelper,1,0
3.111,IL2,1.6434666,3/19/2019,326445760,13061.029,2.4413004,525317.1676,Thelper,1,0
1.037037,IL2,4.593943,3/19/2019,338016320,8323.6,31.6372,1211848.522,Thelper,1,0
0.345679,IL2,3.2413068,3/19/2019,126380584,4601.45,10.805651,955016.0513,Thelper,1,0
0.115226,IL2,4.5324173,3/19/2019,11522329,994.7959,26.197918,465865.2678,Thelper,1,0
0.038409,IL2,3.2521424,3/19/2019,6332116.5,957.29517,16.628849,281132.2237,Thelper,1,0
0.012803,IL2,1.636054,3/19/2019,2452411.8,494.25903,4.1222086,192187.624,Thelper,1,0
0.004268,IL2,0.7804803,3/19/2019,1628471,0,0.54281807,-20408.2165,Thelper,1,0
0.001423,IL2,0.6323785,3/19/2019,1751111.9,333.17114,0.32677174,111233.5803,Thelper,1,0
0.000474,IL2,4.022318,3/19/2019,2700926,79.14453,38.79832,306.349545,Thelper,1,0
84,IL2,0.6499506,3/19/2019,626114940,25588.078,-0.23555541,944687.9425,Treg,0.5,0
28,IL2,0.7752628,3/19/2019,811608260,27628.781,-0.06659889,598180.6203,Treg,0.5,0
9.333333,IL2,0.754995,3/19/2019,881852400,29111.867,-0.14679337,213456.5274,Treg,0.5,0
3.111,IL2,1.0257125,3/19/2019,522674300,22475.832,1.4706411,-386212.3064,Treg,0.5,0
1.037037,IL2,3.3660693,3/19/2019,133137370,6667.4043,14.969166,100353.8106,Treg,0.5,0
0.345679,IL2,7.7392225,3/19/2019,124701890,2559.2227,71.459206,-85333.6882,Treg,0.5,0
0.115226,IL2,6.6644273,3/19/2019,32221856,1141.0332,55.734776,-16086.31259,Treg,0.5,0
0.038409,IL2,4.569261,3/19/2019,59220340,1582.5781,23.403896,-63182.9758,Treg,0.5,0
0.012803,IL2,6.3796954,3/19/2019,12615319,234.40479,56.559467,-25549.79738,Treg,0.5,0
0.004268,IL2,4.9375834,3/19/2019,5053997,0,38.26505,35906.52669,Treg,0.5,0
0.001423,IL2,5.494599,3/19/2019,13239263,113.01611,35.82334,-30424.66996,Treg,0.5,0
0.000474,IL2,2.139133,3/19/2019,4833708,303.53516,6.689971,50150.6599,Treg,0.5,0
84,IL2,1.5418218,3/19/2019,654836160,27485.637,23.324644,527197.3368,Thelper,0.5,0
28,IL2,0.64044416,3/19/2019,833358140,31488.645,-0.38652396,512031.2021,Thelper,0.5,0
9.333333,IL2,0.57559097,3/19/2019,856571900,33121.324,-0.44645762,304981.4489,Thelper,0.5,0
3.111,IL2,0.46717846,3/19/2019,396919300,26300.15,0.21994781,1194224.187,Thelper,0.5,0
1.037037,IL2,3.2278898,3/19/2019,54955772,3594.207,12.674312,3157.836609,Thelper,0.5,0
0.345679,IL2,4.305303,3/19/2019,82761864,2964.5254,22.7782,568194.53,Thelper,0.5,0
0.115226,IL2,4.708078,3/19/2019,35375040,1678.1567,25.590673,527446.7818,Thelper,0.5,0
0.038409,IL2,4.606496,3/19/2019,4863596.5,16.593018,32.052193,130754.1097,Thelper,0.5,0
0.012803,IL2,15.8618965,3/19/2019,27914028,103.41504,262.62653,17510.85135,Thelper,0.5,0
0.004268,IL2,2.7376428,3/19/2019,2562272,40.564453,14.498192,12199.81931,Thelper,0.5,0
0.001423,IL2,1.0459334,3/19/2019,2100144.2,0,1.8817482,68573.8833,Thelper,0.5,0
0.000474,IL2,4.2013745,3/19/2019,5729712,859.0305,25.854023,-92508.52255,Thelper,0.5,0
84,IL15,33.732204,3/19/2019,535185630,12695.105,2146.0786,1065358.753,Treg,4,0
28,IL15,1.527649,3/19/2019,182936260,10404.879,3.0656018,342519.5052,Treg,4,0
9.333333,IL15,1.5982181,3/19/2019,285825340,12268.123,3.5662556,216497.8421,Treg,4,0
3.111,IL15,0.61685514,3/19/2019,262711100,16859.195,-0.20849204,4114.184707,Treg,4,0
1.037037,IL15,0.39542854,3/19/2019,197295630,14798.674,-0.91771483,397248.1329,Treg,4,0
0.345679,IL15,1.4911283,3/19/2019,84025150,5735.73,2.0601196,-35360.89019,Treg,4,0
0.115226,IL15,2.2541845,3/19/2019,40834144,3904.7466,6.4091167,166318.1749,Treg,4,0
0.038409,IL15,4.2318025,3/19/2019,10669429,613.31836,24.46668,66888.50724,Treg,4,0
0.012803,IL15,7.6850266,3/19/2019,25212300,455.77246,67.18731,34632.07381,Treg,4,0
0.004268,IL15,0.85716146,3/19/2019,3351689,36.8916,1.0101013,-13204.49771,Treg,4,0
0.001423,IL15,0.51733077,3/19/2019,2562540.5,68.16211,0.10445809,24766.55463,Treg,4,0
0.000474,IL15,3.9939766,3/19/2019,5515972,0,26.93411,-65512.51481,Treg,4,0
84,IL15,1.6957386,3/19/2019,255596780,11963.875,2.997726,992319.0061,Thelper,4,0
28,IL15,2.2317834,3/19/2019,117439120,8335.369,11.440775,85877.97776,Thelper,4,0
9.333333,IL15,1.6937712,3/19/2019,241912340,10833.066,3.1069517,710743.6782,Thelper,4,0
3.111,IL15,1.1300176,3/19/2019,291003200,13489.944,0.54213214,1316611.083,Thelper,4,0
1.037037,IL15,1.493563,3/19/2019,176744100,9139.502,1.4587274,2177368.898,Thelper,4,0
0.345679,IL15,2.9603882,3/19/2019,60358300,4023.018,10.8788,688264.0813,Thelper,4,0
0.115226,IL15,3.561059,3/19/2019,9589459,1047.4502,17.908062,111022.4379,Thelper,4,0
0.038409,IL15,3.4024148,3/19/2019,2752432.8,0,22.16937,61577.19773,Thelper,4,0
0.012803,IL15,0.773142,3/19/2019,1600105.5,175.50415,0.16149163,-3247.082647,Thelper,4,0
0.004268,IL15,1.0599624,3/19/2019,1941605.2,148.74512,1.7640758,120674.3129,Thelper,4,0
0.001423,IL15,3.8368678,3/19/2019,3036188.5,496.88232,28.075531,66636.47324,Thelper,4,0
0.000474,IL15,0.5915766,3/19/2019,2116971.2,608.1748,0.3452716,-117745.1815,Thelper,4,0
84,IL15,0.5360848,3/19/2019,298645020,22403.75,0.55848956,-4940.869519,Treg,2,0
28,IL15,21.561874,3/19/2019,8446548000,24086.04,493.05035,84722.40429,Treg,2,0
9.333333,IL15,0.58946544,3/19/2019,267825060,19993.922,1.0575337,234051.6229,Treg,2,0
3.111,IL15,1.0183393,3/19/2019,276634880,20061.049,2.9110188,18539.62264,Treg,2,0
1.037037,IL15,0.74313194,3/19/2019,213380910,13279.734,-0.35224652,979277.0628,Treg,2,0
0.345679,IL15,2.819512,3/19/2019,30397682,3211.217,9.666218,265701.1243,Treg,2,0
0.115226,IL15,5.704867,3/19/2019,8556551,1198.0261,52.13261,-17800.19876,Treg,2,0
0.038409,IL15,0.43279126,3/19/2019,2550890,508.41577,-0.028300524,37594.90636,Treg,2,0
0.012803,IL15,8.536223,3/19/2019,24426962,809.5613,83.84364,47790.756,Treg,2,0
0.004268,IL15,0.58697784,3/19/2019,1690994,84.5813,0.6960368,18170.60167,Treg,2,0
0.001423,IL15,0.6063989,3/19/2019,2134614.8,0,-0.4125197,11574.53882,Treg,2,0
0.000474,IL15,7.4850335,3/19/2019,10316294,672.1892,71.714264,49396.54491,Treg,2,0
84,IL15,1.8090143,3/19/2019,246532780,10643.518,2.907681,879223.4913,Thelper,2,0
28,IL15,1.7630837,3/19/2019,304710900,12885.584,4.3298454,1927528.317,Thelper,2,0
9.333333,IL15,1.9041467,3/19/2019,249237840,9812.051,3.2420325,1745809.366,Thelper,2,0
3.111,IL15,1.5270542,3/19/2019,260430980,11202.061,1.9451752,1080456.289,Thelper,2,0
1.037037,IL15,2.654665,3/19/2019,98935080,5407.174,7.683552,615965.6766,Thelper,2,0
0.345679,IL15,2.4335022,3/19/2019,6117266,1040.9736,6.48015,264203.096,Thelper,2,0
0.115226,IL15,1.1990739,3/19/2019,1852061.5,566.7246,2.1989527,157341.6348,Thelper,2,0
0.038409,IL15,0.8096819,3/19/2019,1110973.6,0,1.3362913,38714.25078,Thelper,2,0
0.012803,IL15,3.2820837,3/19/2019,2089515.2,299.46533,18.358786,42790.98828,Thelper,2,0
0.004268,IL15,0.5682608,3/19/2019,1912192.4,521.76074,0.28742552,142371.7102,Thelper,2,0
0.001423,IL15,6.3076367,3/19/2019,14914245,834.3259,40.95648,218677.0286,Thelper,2,0
0.000474,IL15,1.3484932,3/19/2019,1309489.8,485.77173,4.0134563,822.3388181,Thelper,2,0
84,IL15,1.5252632,3/19/2019,913392830,24171.148,2.6729188,-2362781.96,Treg,1,0
28,IL15,0.74018234,3/19/2019,715052500,25201.105,-0.35414028,-170082.1146,Treg,1,0
9.333333,IL15,0.84622306,3/19/2019,857596160,27898.793,-0.033597946,-384881.6593,Treg,1,0
3.111,IL15,1.1267037,3/19/2019,622603970,19876.969,0.87249327,434982.9242,Treg,1,0
1.037037,IL15,1.3760402,3/19/2019,360558560,14701.04,2.058126,-114947.9873,Treg,1,0
0.345679,IL15,10.885386,3/19/2019,638713200,4961.8545,131.7026,-114224.7592,Treg,1,0
0.115226,IL15,4.743542,3/19/2019,5668018.5,216.66064,36.69008,-31424.36598,Treg,1,0
0.038409,IL15,3.7051177,3/19/2019,7424984,0,18.682962,38102.46166,Treg,1,0
0.012803,IL15,2.185092,3/19/2019,3149182.5,122.92969,14.610561,12738.22581,Treg,1,0
0.004268,IL15,9.990239,3/19/2019,9310654,310.21533,159.56561,13987.39313,Treg,1,0
0.001423,IL15,8.606976,3/19/2019,7563932,220.69043,131.08049,22975.62107,Treg,1,0
0.000474,IL15,6.6101265,3/19/2019,28564326,852.44775,57.370304,437156.7992,Treg,1,0
84,IL15,1.3332784,3/19/2019,419692740,14511.282,0.9708607,-271875.0186,Thelper,1,0
28,IL15,1.4048642,3/19/2019,433032860,15066.575,1.5844927,710754.6635,Thelper,1,0
9.333333,IL15,1.2682856,3/19/2019,505185000,17074.938,0.96423626,357905.3846,Thelper,1,0
3.111,IL15,1.733267,3/19/2019,388797900,13643.905,3.9026165,579784.5014,Thelper,1,0
1.037037,IL15,1.5082908,3/19/2019,203326200,10081.058,1.7072358,934537.7973,Thelper,1,0
0.345679,IL15,5.0704317,3/19/2019,15886109,1593.8875,36.022823,76828.89976,Thelper,1,0
0.115226,IL15,1.4384576,3/19/2019,2142221.2,143.46948,2.9064636,40395.92719,Thelper,1,0
0.038409,IL15,2.6215787,3/19/2019,2195629.2,0,13.725788,30770.82446,Thelper,1,0
0.012803,IL15,3.4069273,3/19/2019,2181331.8,157.6748,33.860085,60188.04471,Thelper,1,0
0.004268,IL15,7.6347404,3/19/2019,4618680,682.3186,100.04892,55325.73678,Thelper,1,0
0.001423,IL15,3.919634,3/19/2019,2402479.5,383.14014,55.240852,49534.11519,Thelper,1,0
0.000474,IL15,8.58766,3/19/2019,3290852.2,549.1848,205.54947,54675.59195,Thelper,1,0
84,IL15,0.60768014,3/19/2019,610716540,25903.64,-0.5204396,-246270.6369,Treg,0.5,0
28,IL15,0.35035667,3/19/2019,451207800,25948.04,-0.66762495,48450.06336,Treg,0.5,0
9.333333,IL15,0.7806086,3/19/2019,552026750,23713.031,-0.09279156,687150.9606,Treg,0.5,0
3.111,IL15,0.8509037,3/19/2019,734642050,27588.547,0.45045614,347911.8465,Treg,0.5,0
1.037037,IL15,-0.21345581,3/19/2019,215486530,23405.66,-0.6821823,-150098.6152,Treg,0.5,0
0.345679,IL15,0.75991786,3/19/2019,10377656,3551.1523,-0.07276535,-79282.95266,Treg,0.5,0
0.115226,IL15,1.0074981,3/19/2019,3716646.2,1015.38135,2.1957932,-53934.52734,Treg,0.5,0
0.038409,IL15,1.7698877,3/19/2019,3222078.2,390.89795,7.722413,-70723.10165,Treg,0.5,0
0.012803,IL15,0.9073902,3/19/2019,2542836,321.54785,1.484611,13550.12091,Treg,0.5,0
0.004268,IL15,11.99309,3/19/2019,5584106.5,555.8594,322.002,682.6227469,Treg,0.5,0
0.001423,IL15,2.3701694,3/19/2019,4283035,442.6162,10.242394,-140234.1267,Treg,0.5,0
0.000474,IL15,9.525636,3/19/2019,7537101.5,0,128.54385,-41611.86084,Treg,0.5,0
84,IL15,5.3225064,3/19/2019,1751264800,28253.443,48.96187,-565312.5075,Thelper,0.5,0
28,IL15,1.7152828,3/19/2019,742714800,27357.535,5.598239,234354.4112,Thelper,0.5,0
9.333333,IL15,1.3950326,3/19/2019,588551940,19042.723,1.4186125,143349.1875,Thelper,0.5,0
3.111,IL15,1.133191,3/19/2019,802953400,27589.582,1.8867517,-303536.9924,Thelper,0.5,0
1.037037,IL15,1.0812762,3/19/2019,316789600,15671.57,0.45462227,-179067.1917,Thelper,0.5,0
0.345679,IL15,1.3711374,3/19/2019,11788047,2839.2234,2.221458,157461.4376,Thelper,0.5,0
0.115226,IL15,1.6884832,3/19/2019,4467053,1271.0701,4.4642925,261359.1643,Thelper,0.5,0
0.038409,IL15,0.83251095,3/19/2019,3756531.8,990.7388,0.43821168,83776.85609,Thelper,0.5,0
0.012803,IL15,1.3026223,3/19/2019,3007122.5,1019.13257,1.8305922,438.5367288,Thelper,0.5,0
0.004268,IL15,1.7117982,3/19/2019,2194001.2,686.17334,9.688833,45718.21006,Thelper,0.5,0
0.001423,IL15,2.5020947,3/19/2019,6034861.5,1126.457,9.293201,-59789.55734,Thelper,0.5,0
0.000474,IL15,2.405289,3/19/2019,2162350.2,0,11.254195,-2676.854219,Thelper,0.5,0
84,IL2,0.67513144,3/27/2019,153044720,10635.02,0.00203824,1904136.997,Treg,4,0
28,IL2,0.5342683,3/27/2019,134587870,10537.592,-0.37917852,1529426.258,Treg,4,0
9.333333,IL2,0.8537102,3/27/2019,244949300,13858.98,0.27323127,2513514.991,Treg,4,0
3.111,IL2,0.7030685,3/27/2019,216093260,13086.123,0.01120472,2599872.029,Treg,4,0
1.037037,IL2,0.7117123,3/27/2019,226626450,12842.674,-0.21923876,2976797.925,Treg,4,0
0.345679,IL2,1.1507525,3/27/2019,417749950,14130.326,0.7425451,4062731.605,Treg,4,0
0.115226,IL2,1.311219,3/27/2019,545679400,15066.9375,0.95456934,4812350.203,Treg,4,0
0.038409,IL2,1.5540406,3/27/2019,436343600,11691.969,1.6267047,4292851.272,Treg,4,0
0.012803,IL2,2.4550512,3/27/2019,290525280,6899.933,6.783576,3422935.824,Treg,4,0
0.004268,IL2,2.9068255,3/27/2019,119391040,2492.3687,8.839211,2058544.855,Treg,4,0
0.001423,IL2,3.537332,3/27/2019,97300890,1575.0122,13.608618,1644325.204,Treg,4,0
0.000474,IL2,4.477928,3/27/2019,41425644,0,24.9495,870242.1823,Treg,4,0
84,IL2,1.3792889,3/27/2019,112112376,7220.1963,2.2181044,1467735.082,Thelper,4,0
28,IL2,1.4381249,3/27/2019,99084360,6297.1387,2.0662212,1375479.524,Thelper,4,0
9.333333,IL2,1.8126205,3/27/2019,167323570,8735.453,6.046151,1829370.845,Thelper,4,0
3.111,IL2,1.5825047,3/27/2019,141876060,7922.711,2.6018934,1857608.626,Thelper,4,0
1.037037,IL2,1.8776642,3/27/2019,132927870,7081.2197,3.9585152,2141295.843,Thelper,4,0
0.345679,IL2,2.2422094,3/27/2019,220605040,8622.524,5.38659,3401424.898,Thelper,4,0
0.115226,IL2,4.7150517,3/27/2019,309915170,8336.281,89.45748,4831656.501,Thelper,4,0
0.038409,IL2,3.2269943,3/27/2019,175518930,5377.4375,11.955563,3635263.197,Thelper,4,0
0.012803,IL2,5.833843,3/27/2019,64595620,2341.2637,64.68928,1479786.607,Thelper,4,0
0.004268,IL2,7.996351,3/27/2019,13620643,399.42773,124.20368,273391.7819,Thelper,4,0
0.001423,IL2,6.6328225,3/27/2019,5474985,157.04541,109.79767,12077.10652,Thelper,4,0
0.000474,IL2,3.4994109,3/27/2019,3609739.5,0,42.73673,-96857.42264,Thelper,4,0
84,IL2,1.2718093,3/27/2019,784279600,18604.717,0.74998355,4124566.471,Treg,2,0
28,IL2,1.3384092,3/27/2019,776669100,17958.78,0.9521568,4495897.424,Treg,2,0
9.333333,IL2,1.363054,3/27/2019,709255800,16668.89,0.9315469,4172164.609,Treg,2,0
3.111,IL2,1.5011894,3/27/2019,707667100,16062.654,1.4491057,4290848.054,Treg,2,0
1.037037,IL2,1.4216261,3/27/2019,644971600,15076.381,1.1273403,4817294.543,Treg,2,0
0.345679,IL2,10.056555,3/27/2019,728885700,10799.572,233.94786,3846872.983,Treg,2,0
0.115226,IL2,1.4477144,3/27/2019,542274500,12925.078,1.0990524,5151002.565,Treg,2,0
0.038409,IL2,1.9594228,3/27/2019,386440400,8268.471,2.9710603,4279965.162,Treg,2,0
0.012803,IL2,2.5966258,3/27/2019,213936670,4220.318,6.677953,3092168.41,Treg,2,0
0.004268,IL2,3.0849075,3/27/2019,121674424,1831.7456,9.931133,2160288.999,Treg,2,0
0.001423,IL2,3.7196517,3/27/2019,114913470,1283.4917,17.021193,1948801.147,Treg,2,0
0.000474,IL2,4.211687,3/27/2019,55734356,0,22.573835,1085855.43,Treg,2,0
84,IL2,1.4418145,3/27/2019,593211700,18523.791,1.8078828,2507505.594,Thelper,2,0
28,IL2,1.4735856,3/27/2019,527019300,17408.574,1.8814259,1762890.12,Thelper,2,0
9.333333,IL2,1.6105946,3/27/2019,483808600,16401.252,2.580502,2058942.449,Thelper,2,0
3.111,IL2,1.8319573,3/27/2019,381134430,13936.041,3.6495538,2027166.907,Thelper,2,0
1.037037,IL2,2.5004416,3/27/2019,271063500,9325.486,7.0806866,3461916.165,Thelper,2,0
0.345679,IL2,2.8872063,3/27/2019,190186240,7054.482,9.369669,2866640.66,Thelper,2,0
0.115226,IL2,7.895749,3/27/2019,131184664,4342.4536,244.56459,2491997.783,Thelper,2,0
0.038409,IL2,5.1510873,3/27/2019,39615532,1802.4199,35.08634,959172.5107,Thelper,2,0
0.012803,IL2,6.7214594,3/27/2019,8383474,470.32715,88.117966,148900.9874,Thelper,2,0
0.004268,IL2,5.5098386,3/27/2019,3914504,45.59131,95.856155,-40500.81661,Thelper,2,0
0.001423,IL2,6.708217,3/27/2019,4527830.5,0,109.140526,-22467.72674,Thelper,2,0
0.000474,IL2,58.02269,3/27/2019,7674506.5,0.088378906,5929.1265,-106996.5562,Thelper,2,0
84,IL2,1.0081044,3/27/2019,993336770,22891.562,-0.117959976,6161790.903,Treg,1,0
28,IL2,4.155686,3/27/2019,1030754370,22747.781,72.472435,5404776.018,Treg,1,0
9.333333,IL2,1.069134,3/27/2019,863281700,21412.844,0.22859359,5421594.932,Treg,1,0
3.111,IL2,1.1482717,3/27/2019,922968000,21082.71,0.24055052,5676096.597,Treg,1,0
1.037037,IL2,1.3099341,3/27/2019,697260700,16816.93,0.7192111,4994232.703,Treg,1,0
0.345679,IL2,1.4891793,3/27/2019,618176800,14220.179,1.2455368,5575046.931,Treg,1,0
0.115226,IL2,35.408207,3/27/2019,2234580700,12464.175,1622.205,5570329.165,Treg,1,0
0.038409,IL2,49.92129,3/27/2019,62189140000,15513.946,2508.89,3611937.756,Treg,1,0
0.012803,IL2,2.2966225,3/27/2019,191077300,4732.3887,5.0373964,3454375.196,Treg,1,0
0.004268,IL2,2.6845155,3/27/2019,107750800,2400.207,7.8202915,2380690.23,Treg,1,0
0.001423,IL2,47.05957,3/27/2019,4467126300,2225.5195,2249.4587,1443753.848,Treg,1,0
0.000474,IL2,4.667582,3/27/2019,53267228,0,28.447832,1092592.523,Treg,1,0
84,IL2,1.2517867,3/27/2019,581359360,19549.047,1.0563073,1037443.617,Thelper,1,0
28,IL2,1.1538398,3/27/2019,575410050,20521.803,0.77165055,1798097.096,Thelper,1,0
9.333333,IL2,1.2397047,3/27/2019,487171900,18330.932,1.1374712,1035268.693,Thelper,1,0
3.111,IL2,1.4176657,3/27/2019,483426600,17751.338,1.7581453,1919667.677,Thelper,1,0
1.037037,IL2,2.0019124,3/27/2019,435365500,12556.787,3.5709686,5913445.589,Thelper,1,0
0.345679,IL2,2.855747,3/27/2019,180947420,6623.7646,9.133728,3408195.469,Thelper,1,0
0.115226,IL2,5.179554,3/27/2019,68063144,3174.2192,65.53028,1644354.115,Thelper,1,0
0.038409,IL2,73.52405,3/27/2019,70485080,1492.1738,8096.3604,682525.6457,Thelper,1,0
0.012803,IL2,116.26359,3/27/2019,77326024,434.18652,14441.682,87377.0706,Thelper,1,0
0.004268,IL2,10.393022,3/27/2019,4934117.5,89.15527,281.36307,-41129.14583,Thelper,1,0
0.001423,IL2,3.339594,3/27/2019,2884413.8,0,40.516975,-93135.10749,Thelper,1,0
0.000474,IL2,46.367958,3/27/2019,6688216.5,84.25049,4097.3936,-124126.4527,Thelper,1,0
84,IL2,0.7995181,3/27/2019,1077715100,27318.016,-0.2624836,5944097.301,Treg,0.5,0
28,IL2,0.784602,3/27/2019,1124243300,28635.312,-0.2374568,6182660.816,Treg,0.5,0
9.333333,IL2,0.71031463,3/27/2019,983748740,26852.355,-0.5264728,6485415.946,Treg,0.5,0
3.111,IL2,11.537094,3/27/2019,1548745900,25324.016,329.85986,6221174.01,Treg,0.5,0
1.037037,IL2,0.98746634,3/27/2019,1026882000,22082.104,-0.27305365,7682956,Treg,0.5,0
0.345679,IL2,1.6840932,3/27/2019,484258720,10369.738,1.8117318,5377496.023,Treg,0.5,0
0.115226,IL2,1.6796727,3/27/2019,475032160,10080.334,1.9483886,5685606.151,Treg,0.5,0
0.038409,IL2,2.0492468,3/27/2019,233588780,5083.2925,3.4276052,3879129.349,Treg,0.5,0
