Dose,Ligand,Skew,Date,Variance,Mean,Kurtosis,alphStatCov,Cell,Time,Bivalent
0.001423,IL2,1.151999,3/15/2019,1927691.6,109.90967,2.397241,0,NK,1,0
0.000474,IL2,1.1550266,3/15/2019,2077470.9,0,3.0925746,0,NK,1,0
84,IL2,0.8164492,3/15/2019,39941970,9545.01,2.1610188,0,CD8,1,0
28,IL2,0.5859622,3/15/2019,39255724,9462.674,0.7098484,0,CD8,1,0
9.333333,IL2,0.7307952,3/15/2019,39571880,9885.631,1.9069247,0,CD8,1,0
3.111,IL2,1.1212747,3/15/2019,30429324,7414.112,2.690112,0,CD8,1,0
1.037037,IL2,3.989941,3/15/2019,18016318,1838.1709,22.370724,0,CD8,1,0
0.345679,IL2,4.232742,3/15/2019,10479717,950.92896,24.107147,0,CD8,1,0
0.115226,IL2,6.5549216,3/15/2019,6735783,528.53564,73.03215,0,CD8,1,0
0.038409,IL2,10.044804,3/15/2019,3070616.5,476.3977,234.35628,0,CD8,1,0
0.012803,IL2,4.9554896,3/15/2019,1439218.8,102.42432,66.41012,0,CD8,1,0
0.004268,IL2,1.7654034,3/15/2019,1058867.9,97.00098,13.848391,0,CD8,1,0
0.001423,IL2,4.958586,3/15/2019,1465743.1,260.86084,80.94023,0,CD8,1,0
0.000474,IL2,1.856246,3/15/2019,1014623.1,0,13.972855,0,CD8,1,0
84,IL2,0.58089316,3/15/2019,10920511,6865.611,1.5333724,0,NK,0.5,0
28,IL2,0.31476527,3/15/2019,10223531,6651.887,0.57449746,0,NK,0.5,0
9.333333,IL2,0.6331122,3/15/2019,11110626,6782.2007,2.1741462,0,NK,0.5,0
3.111,IL2,1.6797698,3/15/2019,11243415,5934.267,9.027077,0,NK,0.5,0
1.037037,IL2,2.0363126,3/15/2019,7740004,2195.4062,7.543277,0,NK,0.5,0
0.345679,IL2,1.8682896,3/15/2019,5506118.5,1221.0962,5.365486,0,NK,0.5,0
0.115226,IL2,2.1973634,3/15/2019,4369937,780.2715,8.845675,0,NK,0.5,0
0.038409,IL2,2.0107198,3/15/2019,3069747.5,457.35498,6.657133,0,NK,0.5,0
0.012803,IL2,0.9890098,3/15/2019,2353279.5,276.47803,1.225493,0,NK,0.5,0
0.004268,IL2,1.3215722,3/15/2019,2284715.5,157.30664,2.7395573,0,NK,0.5,0
0.001423,IL2,1.1939085,3/15/2019,1948707.1,0,2.5222445,0,NK,0.5,0
0.000474,IL2,1.4010313,3/15/2019,2321175.5,227.95605,2.9526806,0,NK,0.5,0
84,IL2,0.6139054,3/15/2019,40335180,11688.912,1.2950583,0,CD8,0.5,0
28,IL2,0.5277655,3/15/2019,36727360,11564.016,1.0640488,0,CD8,0.5,0
9.333333,IL2,0.714829,3/15/2019,37054350,11038.865,2.0835214,0,CD8,0.5,0
3.111,IL2,1.1430733,3/15/2019,28993326,7396.0024,2.516408,0,CD8,0.5,0
1.037037,IL2,3.7869627,3/15/2019,12673946,1422.6978,17.485643,0,CD8,0.5,0
0.345679,IL2,10.034754,3/15/2019,6731410,680.8635,267.1458,0,CD8,0.5,0
0.115226,IL2,5.7565084,3/15/2019,2564277.8,266.70093,53.497158,0,CD8,0.5,0
0.038409,IL2,5.5897117,3/15/2019,1527199.1,309.69458,72.65337,0,CD8,0.5,0
0.012803,IL2,2.157139,3/15/2019,783724.2,0,20.115803,0,CD8,0.5,0
0.004268,IL2,3.3884344,3/15/2019,853322.25,7.873047,46.39754,0,CD8,0.5,0
0.001423,IL2,1.4208951,3/15/2019,774893,2.100586,6.0775213,0,CD8,0.5,0
0.000474,IL2,3.4301467,3/15/2019,1145979.9,259.8562,38.606934,0,CD8,0.5,0
84,IL15,1.1485074,3/15/2019,3385918,1691.0708,1.7761488,0,NK,4,0
28,IL15,1.2772024,3/15/2019,4378787.5,1748.977,2.0982056,0,NK,4,0
9.333333,IL15,1.2093397,3/15/2019,3440973.2,1644.3721,2.17094,0,NK,4,0
3.111,IL15,1.1167896,3/15/2019,3117115.5,1516.3965,1.7685146,0,NK,4,0
1.037037,IL15,0.95369107,3/15/2019,2717058.5,1635.4062,1.6852355,0,NK,4,0
0.345679,IL15,1.0706133,3/15/2019,2440461.2,1303.6489,2.040988,0,NK,4,0
0.115226,IL15,1.0698925,3/15/2019,2610316.2,1097.8784,1.9764161,0,NK,4,0
0.038409,IL15,1.4314566,3/15/2019,2227075.8,367.07227,3.9948196,0,NK,4,0
0.012803,IL15,1.2539406,3/15/2019,1833530.6,0,2.9292083,0,NK,4,0
0.004268,IL15,1.0854595,3/15/2019,1991264.2,174.71436,1.8955216,0,NK,4,0
0.001423,IL15,1.1967742,3/15/2019,2141678.2,159.24414,2.3470836,0,NK,4,0
0.000474,IL15,1.3349856,3/15/2019,2219027.5,400.82324,3.2251248,0,NK,4,0
84,IL15,1.025847,3/15/2019,4862486,2668.3774,3.5719028,0,CD8,4,0
28,IL15,0.9844989,3/15/2019,5263994.5,2688.2324,2.2238364,0,CD8,4,0
9.333333,IL15,0.90695715,3/15/2019,4947565.5,2612.5737,1.9583497,0,CD8,4,0
3.111,IL15,0.8927463,3/15/2019,5220284,2777.832,1.9599552,0,CD8,4,0
1.037037,IL15,0.81476384,3/15/2019,4397663.5,2476.002,1.1073189,0,CD8,4,0
0.345679,IL15,1.5148544,3/15/2019,2727217,1455.6865,8.084379,0,CD8,4,0
0.115226,IL15,2.3041875,3/15/2019,1493284.4,658.9912,23.086138,0,CD8,4,0
0.038409,IL15,2.6221528,3/15/2019,823849.2,117.536865,31.778034,0,CD8,4,0
0.012803,IL15,0.75175816,3/15/2019,619653.9,0,2.0044718,0,CD8,4,0
0.004268,IL15,1.2747638,3/15/2019,778035.2,102.62842,6.257429,0,CD8,4,0
0.001423,IL15,0.51381075,3/15/2019,624205.25,9.245361,0.6749184,0,CD8,4,0
0.000474,IL15,0.9168075,3/15/2019,772937.5,296.94043,5.0907803,0,CD8,4,0
84,IL15,0.4834953,3/15/2019,9478667,5897.276,1.3985605,0,NK,2,0
28,IL15,-0.22475155,3/15/2019,3031043.8,1750.2227,-0.7279699,0,NK,2,0
9.333333,IL15,0.62343436,3/15/2019,9989174,5392.857,2.069786,0,NK,2,0
3.111,IL15,0.46876258,3/15/2019,10272174,5513.318,0.8233092,0,NK,2,0
1.037037,IL15,1.1286355,3/15/2019,7959831.5,5016.2114,4.33082,0,NK,2,0
0.345679,IL15,0.9917084,3/15/2019,4329586,2463.0273,3.032021,0,NK,2,0
0.115226,IL15,1.0025387,3/15/2019,1988418,374.67725,1.6135125,0,NK,2,0
0.038409,IL15,1.3718333,3/15/2019,2528638.8,148.35352,2.5688882,0,NK,2,0
0.012803,IL15,1.3710861,3/15/2019,2306863,0,2.7783766,0,NK,2,0
0.004268,IL15,0.9267755,3/15/2019,1933357.1,168.64795,1.7460399,0,NK,2,0
0.001423,IL15,0.9268065,3/15/2019,2116661.5,142.17188,1.0145597,0,NK,2,0
0.000474,IL15,0.7105584,3/15/2019,2362096,442.2622,0.7668493,0,NK,2,0
84,IL15,0.6827376,3/15/2019,38520844,8506.354,0.95111394,0,CD8,2,0
28,IL15,3.9920697,3/15/2019,525214080,11311.107,17.379192,0,CD8,2,0
9.333333,IL15,0.80950105,3/15/2019,39202404,8788.051,2.5470238,0,CD8,2,0
3.111,IL15,0.7871711,3/15/2019,34092644,8204.148,1.8356805,0,CD8,2,0
1.037037,IL15,1.0717257,3/15/2019,18203290,5297.8125,2.1839232,0,CD8,2,0
0.345679,IL15,2.672607,3/15/2019,3564536.2,1181.4148,17.234425,0,CD8,2,0
0.115226,IL15,18.812462,3/15/2019,2902776.2,451.29272,670.406,0,CD8,2,0
0.038409,IL15,3.8669188,3/15/2019,1386975.6,331.8352,52.76276,0,CD8,2,0
0.012803,IL15,4.0612392,3/15/2019,1273403.1,33.003906,46.62207,0,CD8,2,0
0.004268,IL15,12.221621,3/15/2019,1500967.8,133.98706,427.85526,0,CD8,2,0
0.001423,IL15,16.924414,3/15/2019,1516367.1,0,757.53845,0,CD8,2,0
0.000474,IL15,1.3988776,3/15/2019,1216391.2,254.35742,9.853753,0,CD8,2,0
84,IL15,0.44180673,3/15/2019,10392565,6173.4023,0.8702154,0,NK,1,0
28,IL15,1.0097911,3/15/2019,12901003,6655.046,2.9588675,0,NK,1,0
9.333333,IL15,0.6770748,3/15/2019,13216140,6586.8535,1.8328876,0,NK,1,0
3.111,IL15,0.8495219,3/15/2019,10625003,6648.083,2.1790051,0,NK,1,0
1.037037,IL15,1.2847558,3/15/2019,7300125.5,4743.628,5.11728,0,NK,1,0
0.345679,IL15,1.1803026,3/15/2019,2487923.5,997.3159,3.5214005,0,NK,1,0
0.115226,IL15,1.676718,3/15/2019,2336578,434.1338,4.9223275,0,NK,1,0
0.038409,IL15,1.5500512,3/15/2019,2087270.8,292.87793,4.2836943,0,NK,1,0
0.012803,IL15,1.6227999,3/15/2019,2266778.2,227.16602,4.454547,0,NK,1,0
0.004268,IL15,1.5151244,3/15/2019,2109519.8,140.6914,4.0208397,0,NK,1,0
0.001423,IL15,1.4038688,3/15/2019,2054390.5,22.23291,3.5075126,0,NK,1,0
0.000474,IL15,1.5794315,3/15/2019,2507306.2,0,3.4147449,0,NK,1,0
84,IL15,0.66608685,3/15/2019,35967624,10059.053,1.8010535,0,CD8,1,0
28,IL15,0.5435021,3/15/2019,36398948,10178.035,0.8385997,0,CD8,1,0
9.333333,IL15,0.74057424,3/15/2019,37781224,10371.432,2.5383034,0,CD8,1,0
3.111,IL15,0.6417861,3/15/2019,32677964,9755.458,1.1002021,0,CD8,1,0
1.037037,IL15,1.0801302,3/15/2019,12399541,4841.2197,2.16124,0,CD8,1,0
0.345679,IL15,1.6615543,3/15/2019,2734219.2,1378.1375,5.034728,0,CD8,1,0
0.115226,IL15,1.6750735,3/15/2019,958680.5,525.6609,14.067242,0,CD8,1,0
0.038409,IL15,2.2097917,3/15/2019,918836.75,438.22144,21.772024,0,CD8,1,0
0.012803,IL15,0.64763147,3/15/2019,666455.94,255.19702,1.0582056,0,CD8,1,0
0.004268,IL15,2.5818498,3/15/2019,764762.2,202.67163,29.423748,0,CD8,1,0
0.001423,IL15,5.927831,3/15/2019,751137.75,0,164.51834,0,CD8,1,0
0.000474,IL15,2.9508498,3/15/2019,745090.44,52.226074,36.744144,0,CD8,1,0
84,IL15,0.44059703,3/15/2019,13249826,6435.297,0.5449233,0,NK,0.5,0
28,IL15,0.5875666,3/15/2019,14103485,6227.4316,1.2814627,0,NK,0.5,0
9.333333,IL15,0.3868656,3/15/2019,12751088,6402.255,0.3311801,0,NK,0.5,0
3.111,IL15,0.82821196,3/15/2019,15194632,6733.3184,2.5438137,0,NK,0.5,0
1.037037,IL15,1.5232948,3/15/2019,9658876,5199.42,6.3051643,0,NK,0.5,0
0.345679,IL15,1.4373096,3/15/2019,2947650.2,441.94238,3.5029173,0,NK,0.5,0
0.115226,IL15,1.2875977,3/15/2019,2143000,213.8706,2.736905,0,NK,0.5,0
0.038409,IL15,1.1538013,3/15/2019,1911141.5,159.97559,2.1251292,0,NK,0.5,0
0.012803,IL15,0.84159166,3/15/2019,1646781.4,59.481445,1.1384249,0,NK,0.5,0
0.004268,IL15,1.4711554,3/15/2019,1958110.9,8.584961,4.003991,0,NK,0.5,0
0.001423,IL15,1.0541891,3/15/2019,1806258.5,114.9707,2.018381,0,NK,0.5,0
0.000474,IL15,1.9354086,3/15/2019,2374636.8,0,8.723149,0,NK,0.5,0
84,IL15,0.7952206,3/15/2019,47878020,12748.159,3.0529923,0,CD8,0.5,0
28,IL15,0.5826733,3/15/2019,47987228,12929.021,1.0511813,0,CD8,0.5,0
9.333333,IL15,0.6589555,3/15/2019,44032950,12440.748,1.9155984,0,CD8,0.5,0
3.111,IL15,0.3540622,3/15/2019,42543200,12661.245,0.5831704,0,CD8,0.5,0
1.037037,IL15,0.9044811,3/15/2019,24614056,7469.176,1.4696193,0,CD8,0.5,0
0.345679,IL15,1.9096764,3/15/2019,2260913.8,514.44727,8.589469,0,CD8,0.5,0
0.115226,IL15,1.384624,3/15/2019,1164706.6,283.81665,8.578532,0,CD8,0.5,0
0.038409,IL15,5.2931166,3/15/2019,1431568.4,222.37012,88.87502,0,CD8,0.5,0
0.012803,IL15,1.4246587,3/15/2019,1065257,203.7273,9.476789,0,CD8,0.5,0
0.004268,IL15,3.2787766,3/15/2019,1129801.8,241.7312,58.309505,0,CD8,0.5,0
0.001423,IL15,2.739439,3/15/2019,1198639,163.89941,27.516855,0,CD8,0.5,0
0.000474,IL15,1.0690548,3/15/2019,961272.3,0,3.6382432,0,CD8,0.5,0
84,IL2,0.7607711,3/27/2019,4778551,2953.3953,0.7857816,0,NK,4,0
28,IL2,0.86892194,3/27/2019,6304316.5,3198.2117,0.4889822,0,NK,4,0
9.333333,IL2,2.0639663,3/27/2019,5152947,2667.1204,9.893011,0,NK,4,0
3.111,IL2,1.0673115,3/27/2019,4429112.5,2514.719,1.6876869,0,NK,4,0
1.037037,IL2,1.1800243,3/27/2019,5278371.5,2402.447,1.6364517,0,NK,4,0
0.345679,IL2,1.0425698,3/27/2019,4376041,2254.297,1.2974072,0,NK,4,0
0.115226,IL2,1.4091393,3/27/2019,4063785,1398.8142,2.3332472,0,NK,4,0
0.038409,IL2,1.9660612,3/27/2019,3301906,525.4265,5.948148,0,NK,4,0
0.012803,IL2,2.0211222,3/27/2019,3121195.5,281.94995,5.452009,0,NK,4,0
0.004268,IL2,1.3222857,3/27/2019,2146523,190.23657,2.3715382,0,NK,4,0
0.001423,IL2,1.5866691,3/27/2019,2188770.8,68.03833,3.3941627,0,NK,4,0
0.000474,IL2,1.4159094,3/27/2019,1967955.5,0,2.7910562,0,NK,4,0
84,IL2,2.4433537,3/27/2019,21796418,5474.1245,26.641489,0,CD8,4,0
28,IL2,8.048327,3/27/2019,26157326,5322.7617,242.79596,0,CD8,4,0
9.333333,IL2,1.384232,3/27/2019,21372030,5245.1167,3.55891,0,CD8,4,0
3.111,IL2,1.4862565,3/27/2019,15168143,4194.126,3.4574409,0,CD8,4,0
1.037037,IL2,21.653402,3/27/2019,21333072,3265.314,1064.281,0,CD8,4,0
0.345679,IL2,3.0673401,3/27/2019,9040212,1857.5247,13.103811,0,CD8,4,0
0.115226,IL2,3.6050766,3/27/2019,8795505,1207.6777,16.138788,0,CD8,4,0
0.038409,IL2,4.6024094,3/27/2019,5496162,648.6233,27.385105,0,CD8,4,0
0.012803,IL2,4.9855533,3/27/2019,2142032.8,302.76318,40.04291,0,CD8,4,0
0.004268,IL2,6.901662,3/27/2019,1237275,147.34119,86.28064,0,CD8,4,0
0.001423,IL2,6.0645633,3/27/2019,888976.6,71.98987,82.13612,0,CD8,4,0
0.000474,IL2,6.332965,3/27/2019,626903.06,0,120.782455,0,CD8,4,0
84,IL2,0.7058495,3/27/2019,5144098,3454.4407,0.9089532,0,NK,2,0
28,IL2,0.96820325,3/27/2019,5613552,3897.5706,1.2468772,0,NK,2,0
9.333333,IL2,0.85546523,3/27/2019,5119010.5,3379.735,2.0889673,0,NK,2,0
3.111,IL2,0.79392666,3/27/2019,5014973.5,3130.1921,0.44414115,0,NK,2,0
1.037037,IL2,1.385017,3/27/2019,4109317.5,1932.4968,3.7243342,0,NK,2,0
0.345679,IL2,1.8053967,3/27/2019,3718180.8,827.6848,5.4872475,0,NK,2,0
0.115226,IL2,2.0450284,3/27/2019,4439554.5,741.81274,5.32915,0,NK,2,0
0.038409,IL2,1.9725531,3/27/2019,2726897.5,421.2566,5.8346624,0,NK,2,0
0.012803,IL2,1.5585628,3/27/2019,2097694,204.52783,3.104056,0,NK,2,0
0.004268,IL2,1.8066657,3/27/2019,2198078.8,0,4.3120313,0,NK,2,0
0.001423,IL2,1.6734682,3/27/2019,2700544.8,140.79004,3.2388701,0,NK,2,0
0.000474,IL2,1.9000008,3/27/2019,2234531.2,53.23413,5.7345905,0,NK,2,0
84,IL2,7.349384,3/27/2019,23915786,5062.1504,226.47443,0,CD8,2,0
28,IL2,1.2881848,3/27/2019,19049254,4907.496,3.228767,0,CD8,2,0
9.333333,IL2,1.4861315,3/27/2019,16758951,4365.382,4.268217,0,CD8,2,0
3.111,IL2,2.109138,3/27/2019,14543577,3571.369,7.8624125,0,CD8,2,0
1.037037,IL2,3.0105457,3/27/2019,8826011,1714.6367,11.789437,0,CD8,2,0
0.345679,IL2,4.2054563,3/27/2019,4566625,688.4595,24.982008,0,CD8,2,0
0.115226,IL2,4.628414,3/27/2019,4066361,563.56445,30.670609,0,CD8,2,0
0.038409,IL2,5.2873282,3/27/2019,3273013.8,569.71265,39.408756,0,CD8,2,0
0.012803,IL2,7.766522,3/27/2019,803786.25,0,126.419556,0,CD8,2,0
0.004268,IL2,52.907104,3/27/2019,3225264,131.7113,3655.2632,0,CD8,2,0
0.001423,IL2,5.5068455,3/27/2019,691795.6,46.635864,78.87747,0,CD8,2,0
0.000474,IL2,68.45026,3/27/2019,4865031.5,25.870605,5195.499,0,CD8,2,0
84,IL2,0.9172241,3/27/2019,5303526.5,3605.0708,1.2380204,0,NK,1,0
28,IL2,1.4437431,3/27/2019,7769428.5,4133.58,2.4989738,0,NK,1,0
9.333333,IL2,0.7529708,3/27/2019,5870128.5,3789.7407,0.71828794,0,NK,1,0
3.111,IL2,1.0992886,3/27/2019,5639765.5,3356.4043,1.8378296,0,NK,1,0
1.037037,IL2,1.3103527,3/27/2019,3197726.8,1151.459,2.4052114,0,NK,1,0
0.345679,IL2,1.8556507,3/27/2019,6081611.5,954.4292,4.383938,0,NK,1,0
0.115226,IL2,2.374869,3/27/2019,5396567,681.2783,6.915552,0,NK,1,0
0.038409,IL2,1.5089378,3/27/2019,2141093.8,55.266113,2.7729568,0,NK,1,0
0.012803,IL2,1.5542439,3/27/2019,2350489.5,44.507324,3.0033894,0,NK,1,0
0.004268,IL2,1.5478162,3/27/2019,2336407.5,0,2.7414494,0,NK,1,0
0.001423,IL2,1.5005459,3/27/2019,2883848,259.03174,2.2348728,0,NK,1,0
0.000474,IL2,1.5057771,3/27/2019,2655504.8,100.45752,2.5584502,0,NK,1,0
84,IL2,0.9113677,3/27/2019,13009903,4764.286,1.52038,0,CD8,1,0
28,IL2,0.9592486,3/27/2019,16098748,5566.8877,1.9307971,0,CD8,1,0
9.333333,IL2,0.9320288,3/27/2019,13911118,4958.4326,1.4183116,0,CD8,1,0
3.111,IL2,1.4611207,3/27/2019,13401429,4150.354,3.6317172,0,CD8,1,0
1.037037,IL2,2.4642076,3/27/2019,14749361,2243.742,7.1260576,0,CD8,1,0
0.345679,IL2,43.736485,3/27/2019,9387733,482.99695,2937.2683,0,CD8,1,0
0.115226,IL2,5.71824,3/27/2019,2478984,352.20117,48.903736,0,CD8,1,0
0.038409,IL2,8.438301,3/27/2019,1904706.1,353.5398,118.48592,0,CD8,1,0
0.012803,IL2,3.898202,3/27/2019,475537.84,0,46.853077,0,CD8,1,0
0.004268,IL2,4.854453,3/27/2019,709956.4,152.3894,51.160114,0,CD8,1,0
0.001423,IL2,4.9905233,3/27/2019,795741.5,266.96228,58.590446,0,CD8,1,0
0.000474,IL2,2.4159527,3/27/2019,420821.62,17.949097,24.30974,0,CD8,1,0
84,IL2,0.59179103,3/27/2019,4825347.5,4071.8147,2.2136683,0,NK,0.5,0
28,IL2,0.72209084,3/27/2019,5053201,4038.2874,0.5665946,0,NK,0.5,0
9.333333,IL2,0.74188954,3/27/2019,5877239.5,4542.587,1.2527351,0,NK,0.5,0
3.111,IL2,0.81365174,3/27/2019,5819813,4182.615,1.3707075,0,NK,0.5,0
1.037037,IL2,1.7541231,3/27/2019,7364020,1774.0261,4.1116204,0,NK,0.5,0
0.345679,IL2,2.205328,3/27/2019,3158254.2,490.469,7.212949,0,NK,0.5,0
0.115226,IL2,2.0494714,3/27/2019,3509795.2,355.48218,5.04615,0,NK,0.5,0
0.038409,IL2,2.043213,3/27/2019,2384741.2,63.963135,6.3770037,0,NK,0.5,0
0.012803,IL2,1.4895915,3/27/2019,2344421.2,124.631836,3.008131,0,NK,0.5,0
0.004268,IL2,1.4175955,3/27/2019,2082508,166.92896,2.732544,0,NK,0.5,0
0.001423,IL2,1.9285731,3/27/2019,2253254,63.40454,5.21589,0,NK,0.5,0
0.000474,IL2,1.62003,3/27/2019,2080024.5,0,4.102873,0,NK,0.5,0
84,IL2,0.9881287,3/27/2019,21785092,7174.1504,2.255804,0,CD8,0.5,0
28,IL2,0.81116,3/27/2019,23114082,7013.1074,1.174417,0,CD8,0.5,0
9.333333,IL2,0.87874115,3/27/2019,20303974,6722.173,1.3493972,0,CD8,0.5,0
3.111,IL2,1.3357391,3/27/2019,18680470,4994.204,2.437653,0,CD8,0.5,0
1.037037,IL2,2.951236,3/27/2019,14487888,1810.5498,9.944952,0,CD8,0.5,0
0.345679,IL2,6.109656,3/27/2019,2204050.8,394.08118,59.66961,0,CD8,0.5,0
0.115226,IL2,6.7864385,3/27/2019,1701187,387.90527,75.26652,0,CD8,0.5,0
0.038409,IL2,6.168019,3/27/2019,922556.25,271.55176,76.00881,0,CD8,0.5,0
0.012803,IL2,6.988176,3/27/2019,654910.25,103.07434,105.43707,0,CD8,0.5,0
0.004268,IL2,10.785785,3/27/2019,915770.3,247.58447,260.7549,0,CD8,0.5,0
0.001423,IL2,7.346394,3/27/2019,700335.3,209.89844,129.369,0,CD8,0.5,0
0.000474,IL2,2.139929,3/27/2019,332986.25,0,25.719448,0,CD8,0.5,0
84,IL15,1.2393245,3/27/2019,4922464,2675.1343,2.2411432,0,NK,4,0
28,IL15,1.1534711,3/27/2019,3300566.5,2185.1099,1.8311143,0,NK,4,0
9.333333,IL15,0.69873136,3/27/2019,4431613.5,2550.81,0.6325755,0,NK,4,0
3.111,IL15,0.91941494,3/27/2019,4986386.5,3155.52,0.87521935,0,NK,4,0
1.037037,IL15,0.8208092,3/27/2019,4495654.5,2716.35,0.36476898,0,NK,4,0
0.345679,IL15,0.67974347,3/27/2019,3787301.5,3330.5962,0.51651645,0,NK,4,0
0.115226,IL15,1.3034444,3/27/2019,4215885.5,2129.3862,2.6591868,0,NK,4,0
0.038409,IL15,1.1411682,3/27/2019,3166279.8,1111.189,1.651475,0,NK,4,0
0.012803,IL15,1.3902563,3/27/2019,2073809.8,227.68774,3.2050428,0,NK,4,0
0.004268,IL15,1.7055813,3/27/2019,2556200.8,106.72656,2.8810406,0,NK,4,0
0.001423,IL15,1.3731488,3/27/2019,2024505,19.900879,2.1639462,0,NK,4,0
0.000474,IL15,1.6650892,3/27/2019,1776430.2,0,3.684774,0,NK,4,0
84,IL15,0.9936928,3/27/2019,9585237,3551.378,1.5350456,0,CD8,4,0
28,IL15,1.1399553,3/27/2019,11324710,4074.934,2.4685225,0,CD8,4,0
9.333333,IL15,1.0512141,3/27/2019,14595346,4607.064,1.851479,0,CD8,4,0
3.111,IL15,0.9946001,3/27/2019,14287189,4695.6655,1.4923091,0,CD8,4,0
1.037037,IL15,0.8861838,3/27/2019,15583491,5001.224,1.0194979,0,CD8,4,0
0.345679,IL15,1.0730857,3/27/2019,9224209,3647.5537,1.9278388,0,CD8,4,0
0.115226,IL15,2.106543,3/27/2019,5048413,1962.3473,7.211402,0,CD8,4,0
0.038409,IL15,4.7932506,3/27/2019,1628934.5,616.3927,47.994984,0,CD8,4,0
0.012803,IL15,7.292603,3/27/2019,742287.7,162.526,137.93869,0,CD8,4,0
0.004268,IL15,5.9922037,3/27/2019,573448.25,39.387695,98.66614,0,CD8,4,0
0.001423,IL15,5.1049504,3/27/2019,771198.6,169.29004,58.68712,0,CD8,4,0
0.000474,IL15,5.6393023,3/27/2019,482710.2,0,104.95135,0,CD8,4,0
84,IL15,1.2272809,3/27/2019,5914114.5,3254.661,1.8374114,0,NK,2,0
28,IL15,0.7608996,3/27/2019,5293103,3657.7004,0.6722901,0,NK,2,0
9.333333,IL15,1.3566515,3/27/2019,6096338.5,4174.3564,3.331276,0,NK,2,0
3.111,IL15,0.86174685,3/27/2019,4165622.2,3427.7117,1.807632,0,NK,2,0
1.037037,IL15,0.5369722,3/27/2019,5182447,3252.8625,0.11790943,0,NK,2,0
0.345679,IL15,1.313067,3/27/2019,3925170.5,1824.1956,1.9531522,0,NK,2,0
0.115226,IL15,1.4828823,3/27/2019,2575024.8,472.2998,2.4132028,0,NK,2,0
0.038409,IL15,1.6589078,3/27/2019,2375102.8,315.32373,3.4582496,0,NK,2,0
0.012803,IL15,1.9510528,3/27/2019,2174873.2,224.80054,5.340253,0,NK,2,0
0.004268,IL15,1.1936926,3/27/2019,2313181,191.75684,1.133091,0,NK,2,0
0.001423,IL15,1.2617042,3/27/2019,1762493.1,0,1.505837,0,NK,2,0
0.000474,IL15,1.5732336,3/27/2019,2246220.2,142.21948,2.6074343,0,NK,2,0
84,IL15,1.0861832,3/27/2019,9609421,3822.9724,2.4804387,0,CD8,2,0
28,IL15,0.90392953,3/27/2019,13334258,4672.1514,1.3057399,0,CD8,2,0
9.333333,IL15,0.90899587,3/27/2019,17689328,5595.1123,1.633882,0,CD8,2,0
3.111,IL15,1.1242298,3/27/2019,13034052,4572.585,2.647788,0,CD8,2,0
1.037037,IL15,1.8364199,3/27/2019,5664866.5,2575.4805,9.140305,0,CD8,2,0
0.345679,IL15,3.958856,3/27/2019,1439013.4,752.88745,36.486492,0,CD8,2,0
0.115226,IL15,4.7094727,3/27/2019,980293.9,509.41943,47.855087,0,CD8,2,0
0.038409,IL15,13.306218,3/27/2019,703502.4,232.25037,403.51947,0,CD8,2,0
0.012803,IL15,4.560488,3/27/2019,471844.1,180.56567,74.636154,0,CD8,2,0
0.004268,IL15,1.9705011,3/27/2019,377745.34,97.7229,13.961855,0,CD8,2,0
0.001423,IL15,3.7184856,3/27/2019,358429.75,30.485352,55.99647,0,CD8,2,0
0.000474,IL15,3.4298322,3/27/2019,359823.8,0,52.4942,0,CD8,2,0
84,IL15,0.7045693,3/27/2019,4089373,3551.3723,1.5432501,0,NK,1,0
28,IL15,0.37970886,3/27/2019,5004744.5,3869.0793,0.032171488,0,NK,1,0
9.333333,IL15,0.6870221,3/27/2019,7374318,4112.9883,1.2931156,0,NK,1,0
3.111,IL15,0.117277056,3/27/2019,5279445,4434.801,0.25984502,0,NK,1,0
1.037037,IL15,0.92689484,3/27/2019,5194073.5,4091.052,0.7126863,0,NK,1,0
0.345679,IL15,1.7681056,3/27/2019,3162585,684.7737,3.863731,0,NK,1,0
0.115226,IL15,1.4438038,3/27/2019,2285222.8,379.92578,1.8291535,0,NK,1,0
0.038409,IL15,1.4074575,3/27/2019,2270397.8,368.17383,1.9295607,0,NK,1,0
0.012803,IL15,1.8404882,3/27/2019,2303925.5,251.62231,3.8389134,0,NK,1,0
0.004268,IL15,1.404652,3/27/2019,2806751.8,320.9939,1.4107399,0,NK,1,0
0.001423,IL15,1.316538,3/27/2019,2585813.5,463.4348,1.712194,0,NK,1,0
0.000474,IL15,1.4080302,3/27/2019,1744899,0,2.0853324,0,NK,1,0
84,IL15,1.0507135,3/27/2019,11493511,4315.84,4.231579,0,CD8,1,0
28,IL15,0.7181032,3/27/2019,12087996,4518.7256,0.53275037,0,CD8,1,0
9.333333,IL15,0.78806955,3/27/2019,13957023,4822.2754,1.1300364,0,CD8,1,0
3.111,IL15,0.8304767,3/27/2019,14945683,4964.626,1.261795,0,CD8,1,0
1.037037,IL15,1.5928351,3/27/2019,7925943.5,2962.2175,5.1837854,0,CD8,1,0
0.345679,IL15,6.4017835,3/27/2019,653573.6,75.16113,139.23305,0,CD8,1,0
0.115226,IL15,4.941022,3/27/2019,752764.25,159.15466,64.842896,0,CD8,1,0
0.038409,IL15,3.6725965,3/27/2019,636205.5,150.45483,33.775936,0,CD8,1,0
