Variance,Mean,Time,Ligand,Kurtosis,Date,Cell,Dose,Skew
3756531.8,990.7388,4.0,IL2,0.43821168,2019-3-27,Tcells,0.038409,0.83251095
3007122.5,1019.13257,4.0,IL2,1.8305922,2019-3-27,Tcells,0.012803,1.3026223
2194001.2,686.17334,4.0,IL2,9.688833,2019-3-27,Tcells,0.004268,1.7117982
6034861.5,1126.457,4.0,IL2,9.293201,2019-3-27,Tcells,0.001423,2.5020947
2162350.2,0.0,4.0,IL2,11.254195,2019-3-27,Tcells,0.000474,2.405289
153044720.0,10635.02,4.0,IL2,0.0020382404,2019-3-27,T-regs,84.0,0.67513144
134587870.0,10537.592,4.0,IL2,-0.37917852,2019-3-27,T-regs,28.0,0.5342683
244949300.0,13858.98,4.0,IL2,0.27323127,2019-3-27,T-regs,9.333333,0.8537102
216093260.0,13086.123,4.0,IL2,0.01120472,2019-3-27,T-regs,3.111,0.7030685
226626450.0,12842.674,4.0,IL2,-0.21923876,2019-3-27,T-regs,1.037037,0.7117123
417749950.0,14130.326,4.0,IL2,0.7425451,2019-3-27,T-regs,0.345679,1.1507525
545679400.0,15066.9375,4.0,IL2,0.95456934,2019-3-27,T-regs,0.115226,1.311219
436343600.0,11691.969,4.0,IL2,1.6267047,2019-3-27,T-regs,0.038409,1.5540406
290525280.0,6899.933,4.0,IL2,6.783576,2019-3-27,T-regs,0.012803,2.4550512
119391040.0,2492.3687,4.0,IL2,8.839211,2019-3-27,T-regs,0.004268,2.9068255
97300890.0,1575.0122,4.0,IL2,13.608618,2019-3-27,T-regs,0.001423,3.537332
41425644.0,0.0,4.0,IL2,24.9495,2019-3-27,T-regs,0.000474,4.477928
112112376.0,7220.1963,4.0,IL2,2.2181044,2019-3-27,T-helper,84.0,1.3792889
99084360.0,6297.1387,4.0,IL2,2.0662212,2019-3-27,T-helper,28.0,1.4381249
167323570.0,8735.453,4.0,IL2,6.046151,2019-3-27,T-helper,9.333333,1.8126205
141876060.0,7922.711,4.0,IL2,2.6018934,2019-3-27,T-helper,3.111,1.5825047
132927870.0,7081.2197,4.0,IL2,3.9585152,2019-3-27,T-helper,1.037037,1.8776642
220605040.0,8622.524,4.0,IL2,5.38659,2019-3-27,T-helper,0.345679,2.2422094
309915170.0,8336.281,4.0,IL2,89.45748,2019-3-27,T-helper,0.115226,4.7150517
175518930.0,5377.4375,4.0,IL2,11.955563,2019-3-27,T-helper,0.038409,3.2269943
64595620.0,2341.2637,4.0,IL2,64.68928,2019-3-27,T-helper,0.012803,5.833843
13620643.0,399.42773,4.0,IL2,124.20368,2019-3-27,T-helper,0.004268,7.996351
5474985.0,157.04541,4.0,IL2,109.79767,2019-3-27,T-helper,0.001423,6.6328225
3609739.5,0.0,4.0,IL2,42.73673,2019-3-27,T-helper,0.000474,3.4994109
112112376.0,7220.1963,2.0,IL2,2.2181044,2019-3-27,Tcells,84.0,1.3792889
99084360.0,6297.1387,2.0,IL2,2.0662212,2019-3-27,Tcells,28.0,1.4381249
167323570.0,8735.453,2.0,IL2,6.046151,2019-3-27,Tcells,9.333333,1.8126205
141876060.0,7922.711,2.0,IL2,2.6018934,2019-3-27,Tcells,3.111,1.5825047
132927870.0,7081.2197,2.0,IL2,3.9585152,2019-3-27,Tcells,1.037037,1.8776642
220605040.0,8622.524,2.0,IL2,5.38659,2019-3-27,Tcells,0.345679,2.2422094
309915170.0,8336.281,2.0,IL2,89.45748,2019-3-27,Tcells,0.115226,4.7150517
175518930.0,5377.4375,2.0,IL2,11.955563,2019-3-27,Tcells,0.038409,3.2269943
64595620.0,2341.2637,2.0,IL2,64.68928,2019-3-27,Tcells,0.012803,5.833843
13620643.0,399.42773,2.0,IL2,124.20368,2019-3-27,Tcells,0.004268,7.996351
5474985.0,157.04541,2.0,IL2,109.79767,2019-3-27,Tcells,0.001423,6.6328225
3609739.5,0.0,2.0,IL2,42.73673,2019-3-27,Tcells,0.000474,3.4994109
784279600.0,18604.717,2.0,IL2,0.74998355,2019-3-27,T-regs,84.0,1.2718093
776669100.0,17958.78,2.0,IL2,0.9521568,2019-3-27,T-regs,28.0,1.3384092
709255800.0,16668.89,2.0,IL2,0.9315469,2019-3-27,T-regs,9.333333,1.363054
707667100.0,16062.654,2.0,IL2,1.4491057,2019-3-27,T-regs,3.111,1.5011894
644971600.0,15076.381,2.0,IL2,1.1273403,2019-3-27,T-regs,1.037037,1.4216261
728885700.0,10799.572,2.0,IL2,233.94786,2019-3-27,T-regs,0.345679,10.056555
542274500.0,12925.078,2.0,IL2,1.0990524,2019-3-27,T-regs,0.115226,1.4477144
386440400.0,8268.471,2.0,IL2,2.9710603,2019-3-27,T-regs,0.038409,1.9594228
213936670.0,4220.318,2.0,IL2,6.677953,2019-3-27,T-regs,0.012803,2.5966258
121674424.0,1831.7456,2.0,IL2,9.931133,2019-3-27,T-regs,0.004268,3.0849075
114913470.0,1283.4917,2.0,IL2,17.021193,2019-3-27,T-regs,0.001423,3.7196517
55734356.0,0.0,2.0,IL2,22.573835,2019-3-27,T-regs,0.000474,4.211687
593211700.0,18523.791,2.0,IL2,1.8078828,2019-3-27,T-helper,84.0,1.4418145
527019300.0,17408.574,2.0,IL2,1.8814259,2019-3-27,T-helper,28.0,1.4735856
483808600.0,16401.252,2.0,IL2,2.580502,2019-3-27,T-helper,9.333333,1.6105946
381134430.0,13936.041,2.0,IL2,3.6495538,2019-3-27,T-helper,3.111,1.8319573
271063500.0,9325.486,2.0,IL2,7.0806866,2019-3-27,T-helper,1.037037,2.5004416
190186240.0,7054.482,2.0,IL2,9.369669,2019-3-27,T-helper,0.345679,2.8872063
131184664.0,4342.4536,2.0,IL2,244.56459,2019-3-27,T-helper,0.115226,7.895749
39615532.0,1802.4199,2.0,IL2,35.08634,2019-3-27,T-helper,0.038409,5.1510873
8383474.0,470.32715,2.0,IL2,88.117966,2019-3-27,T-helper,0.012803,6.7214594
3914504.0,45.59131,2.0,IL2,95.856155,2019-3-27,T-helper,0.004268,5.5098386
4527830.5,0.0,2.0,IL2,109.140526,2019-3-27,T-helper,0.001423,6.708217
7674506.5,0.088378906,2.0,IL2,5929.1265,2019-3-27,T-helper,0.000474,58.02269
593211700.0,18523.791,1.0,IL2,1.8078828,2019-3-27,Tcells,84.0,1.4418145
527019300.0,17408.574,1.0,IL2,1.8814259,2019-3-27,Tcells,28.0,1.4735856
483808600.0,16401.252,1.0,IL2,2.580502,2019-3-27,Tcells,9.333333,1.6105946
381134430.0,13936.041,1.0,IL2,3.6495538,2019-3-27,Tcells,3.111,1.8319573
271063500.0,9325.486,1.0,IL2,7.0806866,2019-3-27,Tcells,1.037037,2.5004416
190186240.0,7054.482,1.0,IL2,9.369669,2019-3-27,Tcells,0.345679,2.8872063
131184664.0,4342.4536,1.0,IL2,244.56459,2019-3-27,Tcells,0.115226,7.895749
39615532.0,1802.4199,1.0,IL2,35.08634,2019-3-27,Tcells,0.038409,5.1510873
8383474.0,470.32715,1.0,IL2,88.117966,2019-3-27,Tcells,0.012803,6.7214594
3914504.0,45.59131,1.0,IL2,95.856155,2019-3-27,Tcells,0.004268,5.5098386
4527830.5,0.0,1.0,IL2,109.140526,2019-3-27,Tcells,0.001423,6.708217
7674506.5,0.088378906,1.0,IL2,5929.1265,2019-3-27,Tcells,0.000474,58.02269
993336770.0,22891.562,1.0,IL2,-0.117959976,2019-3-27,T-regs,84.0,1.0081044
1030754370.0,22747.781,1.0,IL2,72.472435,2019-3-27,T-regs,28.0,4.155686
863281700.0,21412.844,1.0,IL2,0.22859359,2019-3-27,T-regs,9.333333,1.069134
922968000.0,21082.71,1.0,IL2,0.24055052,2019-3-27,T-regs,3.111,1.1482717
697260700.0,16816.93,1.0,IL2,0.7192111,2019-3-27,T-regs,1.037037,1.3099341
618176800.0,14220.179,1.0,IL2,1.2455368,2019-3-27,T-regs,0.345679,1.4891793
2234580700.0,12464.175,1.0,IL2,1622.205,2019-3-27,T-regs,0.115226,35.408207
62189140000.0,15513.946,1.0,IL2,2508.89,2019-3-27,T-regs,0.038409,49.92129
191077300.0,4732.3887,1.0,IL2,5.0373964,2019-3-27,T-regs,0.012803,2.2966225
107750800.0,2400.207,1.0,IL2,7.8202915,2019-3-27,T-regs,0.004268,2.6845155
4467126300.0,2225.5195,1.0,IL2,2249.4587,2019-3-27,T-regs,0.001423,47.05957
53267228.0,0.0,1.0,IL2,28.447832,2019-3-27,T-regs,0.000474,4.667582
581359360.0,19549.047,1.0,IL2,1.0563073,2019-3-27,T-helper,84.0,1.2517867
575410050.0,20521.803,1.0,IL2,0.77165055,2019-3-27,T-helper,28.0,1.1538398
487171900.0,18330.932,1.0,IL2,1.1374712,2019-3-27,T-helper,9.333333,1.2397047
483426600.0,17751.338,1.0,IL2,1.7581453,2019-3-27,T-helper,3.111,1.4176657
435365500.0,12556.787,1.0,IL2,3.5709686,2019-3-27,T-helper,1.037037,2.0019124
180947420.0,6623.7646,1.0,IL2,9.133728,2019-3-27,T-helper,0.345679,2.855747
68063144.0,3174.2192,1.0,IL2,65.53028,2019-3-27,T-helper,0.115226,5.179554
70485080.0,1492.1738,1.0,IL2,8096.3604,2019-3-27,T-helper,0.038409,73.52405
77326024.0,434.18652,1.0,IL2,14441.682,2019-3-27,T-helper,0.012803,116.26359
4934117.5,89.15527,1.0,IL2,281.36307,2019-3-27,T-helper,0.004268,10.393022
2884413.8,0.0,1.0,IL2,40.516975,2019-3-27,T-helper,0.001423,3.339594
6688216.5,84.25049,1.0,IL2,4097.3936,2019-3-27,T-helper,0.000474,46.367958
581359360.0,19549.047,0.5,IL2,1.0563073,2019-3-27,Tcells,84.0,1.2517867
575410050.0,20521.803,0.5,IL2,0.77165055,2019-3-27,Tcells,28.0,1.1538398
487171900.0,18330.932,0.5,IL2,1.1374712,2019-3-27,Tcells,9.333333,1.2397047
483426600.0,17751.338,0.5,IL2,1.7581453,2019-3-27,Tcells,3.111,1.4176657
435365500.0,12556.787,0.5,IL2,3.5709686,2019-3-27,Tcells,1.037037,2.0019124
180947420.0,6623.7646,0.5,IL2,9.133728,2019-3-27,Tcells,0.345679,2.855747
68063144.0,3174.2192,0.5,IL2,65.53028,2019-3-27,Tcells,0.115226,5.179554
70485080.0,1492.1738,0.5,IL2,8096.3604,2019-3-27,Tcells,0.038409,73.52405
77326024.0,434.18652,0.5,IL2,14441.682,2019-3-27,Tcells,0.012803,116.26359
4934117.5,89.15527,0.5,IL2,281.36307,2019-3-27,Tcells,0.004268,10.393022
2884413.8,0.0,0.5,IL2,40.516975,2019-3-27,Tcells,0.001423,3.339594
6688216.5,84.25049,0.5,IL2,4097.3936,2019-3-27,Tcells,0.000474,46.367958
1077715100.0,27318.016,0.5,IL2,-0.2624836,2019-3-27,T-regs,84.0,0.7995181
1124243300.0,28635.312,0.5,IL2,-0.2374568,2019-3-27,T-regs,28.0,0.784602
983748740.0,26852.355,0.5,IL2,-0.5264728,2019-3-27,T-regs,9.333333,0.71031463
1548745900.0,25324.016,0.5,IL2,329.85986,2019-3-27,T-regs,3.111,11.537094
1026882000.0,22082.104,0.5,IL2,-0.27305365,2019-3-27,T-regs,1.037037,0.98746634
484258720.0,10369.738,0.5,IL2,1.8117318,2019-3-27,T-regs,0.345679,1.6840932
475032160.0,10080.334,0.5,IL2,1.9483886,2019-3-27,T-regs,0.115226,1.6796727
233588780.0,5083.2925,0.5,IL2,3.4276052,2019-3-27,T-regs,0.038409,2.0492468
138675550.0,2374.101,0.5,IL2,8.380114,2019-3-27,T-regs,0.012803,2.8234844
130049910.0,1697.69,0.5,IL2,16.400408,2019-3-27,T-regs,0.004268,3.5670326
90357520.0,491.7456,0.5,IL2,16.459637,2019-3-27,T-regs,0.001423,3.7679727
70815224.0,0.0,0.5,IL2,16.349232,2019-3-27,T-regs,0.000474,3.7711031
831162240.0,29643.547,0.5,IL2,0.12924242,2019-3-27,T-helper,84.0,0.7885424
830328260.0,30141.363,0.5,IL2,-0.1525631,2019-3-27,T-helper,28.0,0.71760607
696051800.0,25960.865,0.5,IL2,-0.045454264,2019-3-27,T-helper,9.333333,0.8097626
715966660.0,22712.379,0.5,IL2,211.7967,2019-3-27,T-helper,3.111,5.7460427
469878300.0,12027.17,0.5,IL2,4.25446,2019-3-27,T-helper,1.037037,2.129743
56833736.0,2761.4448,0.5,IL2,30.216545,2019-3-27,T-helper,0.345679,4.706256
8487947000.0,1781.1304,0.5,IL2,20155.773,2019-3-27,T-helper,0.115226,141.79416
6863717.0,238.28223,0.5,IL2,487.62234,2019-3-27,T-helper,0.038409,13.19115
6020455.0,93.20801,0.5,IL2,127.915436,2019-3-27,T-helper,0.012803,8.226618
9548383.0,373.14404,0.5,IL2,302.8609,2019-3-27,T-helper,0.004268,12.153604
18870312.0,0.0,0.5,IL2,10741.357,2019-3-27,T-helper,0.001423,92.1422
4037100.0,14.479004,0.5,IL2,245.78401,2019-3-27,T-helper,0.000474,9.56534
831162240.0,29643.547,4.0,IL15,0.12924242,2019-3-27,Tcells,84.0,0.7885424
830328260.0,30141.363,4.0,IL15,-0.1525631,2019-3-27,Tcells,28.0,0.71760607
696051800.0,25960.865,4.0,IL15,-0.045454264,2019-3-27,Tcells,9.333333,0.8097626
715966660.0,22712.379,4.0,IL15,211.7967,2019-3-27,Tcells,3.111,5.7460427
469878300.0,12027.17,4.0,IL15,4.25446,2019-3-27,Tcells,1.037037,2.129743
56833736.0,2761.4448,4.0,IL15,30.216545,2019-3-27,Tcells,0.345679,4.706256
8487947000.0,1781.1304,4.0,IL15,20155.773,2019-3-27,Tcells,0.115226,141.79416
6863717.0,238.28223,4.0,IL15,487.62234,2019-3-27,Tcells,0.038409,13.19115
6020455.0,93.20801,4.0,IL15,127.915436,2019-3-27,Tcells,0.012803,8.226618
9548383.0,373.14404,4.0,IL15,302.8609,2019-3-27,Tcells,0.004268,12.153604
18870312.0,0.0,4.0,IL15,10741.357,2019-3-27,Tcells,0.001423,92.1422
4037100.0,14.479004,4.0,IL15,245.78401,2019-3-27,Tcells,0.000474,9.56534
548290400.0,18319.414,4.0,IL15,0.5913696,2019-3-27,T-regs,84.0,1.063127
576789800.0,19347.791,4.0,IL15,0.27456856,2019-3-27,T-regs,28.0,1.0026498
528834000.0,18432.387,4.0,IL15,0.16947746,2019-3-27,T-regs,9.333333,0.9807529
573119400.0,18796.129,4.0,IL15,0.26157403,2019-3-27,T-regs,3.111,1.0202287
503291330.0,17231.29,4.0,IL15,0.5175593,2019-3-27,T-regs,1.037037,1.0900754
453770240.0,15664.6,4.0,IL15,0.8654084,2019-3-27,T-regs,0.345679,1.1845152
19102044000.0,9755.297,4.0,IL15,2420.691,2019-3-27,T-regs,0.115226,48.99973
95202090.0,2473.254,4.0,IL15,13.468361,2019-3-27,T-regs,0.038409,3.324768
67416750.0,1106.0029,4.0,IL15,20.016405,2019-3-27,T-regs,0.012803,4.048723
43833496.0,0.0,4.0,IL15,22.557781,2019-3-27,T-regs,0.004268,4.2775373
52397744.0,51.51758,4.0,IL15,36.50428,2019-3-27,T-regs,0.001423,5.3847437
63681304.0,311.5327,4.0,IL15,26.751934,2019-3-27,T-regs,0.000474,4.6471667
451162370.0,15930.99,4.0,IL15,1.5256848,2019-3-27,T-helper,84.0,1.3759136
499495140.0,17951.836,4.0,IL15,1.221201,2019-3-27,T-helper,28.0,1.2642968
456147500.0,16960.246,4.0,IL15,1.0437427,2019-3-27,T-helper,9.333333,1.2534672
493948830.0,17989.398,4.0,IL15,0.6912749,2019-3-27,T-helper,3.111,1.1771903
472727550.0,16411.27,4.0,IL15,157.36394,2019-3-27,T-helper,1.037037,5.1687202
320080130.0,13428.428,4.0,IL15,2.1533694,2019-3-27,T-helper,0.345679,1.5345311
90069370.0,5870.6606,4.0,IL15,9.898187,2019-3-27,T-helper,0.115226,2.5086424
26748358.0,1560.1426,4.0,IL15,997.2496,2019-3-27,T-helper,0.038409,19.118788
8310660.5,616.0405,4.0,IL15,252.41101,2019-3-27,T-helper,0.012803,10.038676
3406457.2,114.84961,4.0,IL15,88.355995,2019-3-27,T-helper,0.004268,4.9895477
3800397.0,211.10547,4.0,IL15,213.58708,2019-3-27,T-helper,0.001423,8.274936
22933898.0,0.0,4.0,IL15,6173.982,2019-3-27,T-helper,0.000474,71.49934
451162370.0,15930.99,2.0,IL15,1.5256848,2019-3-27,Tcells,84.0,1.3759136
499495140.0,17951.836,2.0,IL15,1.221201,2019-3-27,Tcells,28.0,1.2642968
456147500.0,16960.246,2.0,IL15,1.0437427,2019-3-27,Tcells,9.333333,1.2534672
493948830.0,17989.398,2.0,IL15,0.6912749,2019-3-27,Tcells,3.111,1.1771903
472727550.0,16411.27,2.0,IL15,157.36394,2019-3-27,Tcells,1.037037,5.1687202
320080130.0,13428.428,2.0,IL15,2.1533694,2019-3-27,Tcells,0.345679,1.5345311
90069370.0,5870.6606,2.0,IL15,9.898187,2019-3-27,Tcells,0.115226,2.5086424
26748358.0,1560.1426,2.0,IL15,997.2496,2019-3-27,Tcells,0.038409,19.118788
8310660.5,616.0405,2.0,IL15,252.41101,2019-3-27,Tcells,0.012803,10.038676
3406457.2,114.84961,2.0,IL15,88.355995,2019-3-27,Tcells,0.004268,4.9895477
3800397.0,211.10547,2.0,IL15,213.58708,2019-3-27,Tcells,0.001423,8.274936
22933898.0,0.0,2.0,IL15,6173.982,2019-3-27,Tcells,0.000474,71.49934
203895360.0,13833.994,2.0,IL15,-0.5153575,2019-3-27,T-regs,84.0,0.4592676
259356600.0,16003.348,2.0,IL15,-0.84105563,2019-3-27,T-regs,28.0,0.37395477
334680640.0,17211.988,2.0,IL15,-0.74753094,2019-3-27,T-regs,9.333333,0.50756407
492450460.0,17228.428,2.0,IL15,-0.37139177,2019-3-27,T-regs,3.111,0.83785456
375146200.0,13807.844,2.0,IL15,0.16163397,2019-3-27,T-regs,1.037037,1.0291978
126206580.0,4604.243,2.0,IL15,4.3229733,2019-3-27,T-regs,0.345679,2.0546627
109805864.0,3102.7559,2.0,IL15,9.178433,2019-3-27,T-regs,0.115226,2.7917495
56330496.0,514.05225,2.0,IL15,14.601614,2019-3-27,T-regs,0.038409,3.5416725
51408030.0,0.0,2.0,IL15,33.86733,2019-3-27,T-regs,0.012803,4.9581146
74599600.0,910.39453,2.0,IL15,23.522987,2019-3-27,T-regs,0.004268,4.4100456
1335525000.0,1265.5967,2.0,IL15,2004.6538,2019-3-27,T-regs,0.001423,43.758907
441497120.0,653.8926,2.0,IL15,1612.7029,2019-3-27,T-regs,0.000474,37.56398
106896960.0,6478.651,2.0,IL15,2.1718035,2019-3-27,T-helper,84.0,1.5261285
148059020.0,8018.569,2.0,IL15,2.178783,2019-3-27,T-helper,28.0,1.518184
190114430.0,10115.693,2.0,IL15,1.56948,2019-3-27,T-helper,9.333333,1.3753363
265490620.0,11807.68,2.0,IL15,2.2097998,2019-3-27,T-helper,3.111,1.5174005
121278776.0,7209.7593,2.0,IL15,3.9185896,2019-3-27,T-helper,1.037037,1.8356955
25637978.0,2308.5908,2.0,IL15,19.95251,2019-3-27,T-helper,0.345679,3.4677012
10589131.0,927.5625,2.0,IL15,110.29135,2019-3-27,T-helper,0.115226,7.393442
3609273.0,39.583008,2.0,IL15,171.71819,2019-3-27,T-helper,0.038409,7.332525
3115601.5,154.89307,2.0,IL15,51.776566,2019-3-27,T-helper,0.012803,3.8157039
4291304.5,471.43018,2.0,IL15,104.52855,2019-3-27,T-helper,0.004268,6.226057
3612765.0,0.0,2.0,IL15,328.74573,2019-3-27,T-helper,0.001423,9.966619
4085608.5,125.63721,2.0,IL15,208.58737,2019-3-27,T-helper,0.000474,8.929402
106896960.0,6478.651,1.0,IL15,2.1718035,2019-3-27,Tcells,84.0,1.5261285
148059020.0,8018.569,1.0,IL15,2.178783,2019-3-27,Tcells,28.0,1.518184
190114430.0,10115.693,1.0,IL15,1.56948,2019-3-27,Tcells,9.333333,1.3753363
265490620.0,11807.68,1.0,IL15,2.2097998,2019-3-27,Tcells,3.111,1.5174005
121278776.0,7209.7593,1.0,IL15,3.9185896,2019-3-27,Tcells,1.037037,1.8356955
25637978.0,2308.5908,1.0,IL15,19.95251,2019-3-27,Tcells,0.345679,3.4677012
10589131.0,927.5625,1.0,IL15,110.29135,2019-3-27,Tcells,0.115226,7.393442
3609273.0,39.583008,1.0,IL15,171.71819,2019-3-27,Tcells,0.038409,7.332525
3115601.5,154.89307,1.0,IL15,51.776566,2019-3-27,Tcells,0.012803,3.8157039
4291304.5,471.43018,1.0,IL15,104.52855,2019-3-27,Tcells,0.004268,6.226057
3612765.0,0.0,1.0,IL15,328.74573,2019-3-27,Tcells,0.001423,9.966619
4085608.5,125.63721,1.0,IL15,208.58737,2019-3-27,Tcells,0.000474,8.929402
652270660.0,19558.549,1.0,IL15,-0.17240381,2019-3-27,T-regs,84.0,0.96756124
748600800.0,20555.87,1.0,IL15,-0.1509552,2019-3-27,T-regs,28.0,0.9937558
715851400.0,19904.496,1.0,IL15,0.19205308,2019-3-27,T-regs,9.333333,1.0637401
689773200.0,19785.127,1.0,IL15,3.9080453,2019-3-27,T-regs,3.111,1.3473557
354310560.0,12741.979,1.0,IL15,0.9767165,2019-3-27,T-regs,1.037037,1.3309262
60024344.0,2176.412,1.0,IL15,16.197733,2019-3-27,T-regs,0.345679,3.6440084
47802584.0,1326.29,1.0,IL15,21.245897,2019-3-27,T-regs,0.115226,3.9767735
67191704.0,1582.4238,1.0,IL15,14.745907,2019-3-27,T-regs,0.038409,3.5768087
49376264.0,928.29346,1.0,IL15,41.828358,2019-3-27,T-regs,0.012803,5.3219347
25598522.0,0.0,1.0,IL15,32.673218,2019-3-27,T-regs,0.004268,4.9361963
65238420.0,1380.773,1.0,IL15,16.430351,2019-3-27,T-regs,0.001423,3.7078815
41908524.0,551.0117,1.0,IL15,21.781845,2019-3-27,T-regs,0.000474,4.1464586
367321630.0,15362.619,1.0,IL15,1.2887316,2019-3-27,T-helper,84.0,1.2653058
435565600.0,16853.041,1.0,IL15,1.1129661,2019-3-27,T-helper,28.0,1.2486974
427743330.0,16853.98,1.0,IL15,0.93355083,2019-3-27,T-helper,9.333333,1.2137482
403915260.0,16662.963,1.0,IL15,2.7477484,2019-3-27,T-helper,3.111,1.3023535
195019520.0,9095.094,1.0,IL15,1422.7812,2019-3-27,T-helper,1.037037,21.24473
9270190.0,1310.854,1.0,IL15,275.55612,2019-3-27,T-helper,0.345679,10.395461
5361201.5,402.5708,1.0,IL15,342.0992,2019-3-27,T-helper,0.115226,9.980202
5648818.0,257.53418,1.0,IL15,123.412605,2019-3-27,T-helper,0.038409,7.890151
4982888.0,385.27344,1.0,IL15,518.4853,2019-3-27,T-helper,0.012803,14.614843
918498940.0,321.3589,1.0,IL15,17633.438,2019-3-27,T-helper,0.004268,132.36339
3414726.5,0.0,1.0,IL15,66.991905,2019-3-27,T-helper,0.001423,4.434759
4078677.2,26.93164,1.0,IL15,945.67236,2019-3-27,T-helper,0.000474,16.75791
367321630.0,15362.619,0.5,IL15,1.2887316,2019-3-27,Tcells,84.0,1.2653058
435565600.0,16853.041,0.5,IL15,1.1129661,2019-3-27,Tcells,28.0,1.2486974
427743330.0,16853.98,0.5,IL15,0.93355083,2019-3-27,Tcells,9.333333,1.2137482
403915260.0,16662.963,0.5,IL15,2.7477484,2019-3-27,Tcells,3.111,1.3023535
195019520.0,9095.094,0.5,IL15,1422.7812,2019-3-27,Tcells,1.037037,21.24473
9270190.0,1310.854,0.5,IL15,275.55612,2019-3-27,Tcells,0.345679,10.395461
5361201.5,402.5708,0.5,IL15,342.0992,2019-3-27,Tcells,0.115226,9.980202
5648818.0,257.53418,0.5,IL15,123.412605,2019-3-27,Tcells,0.038409,7.890151
4982888.0,385.27344,0.5,IL15,518.4853,2019-3-27,Tcells,0.012803,14.614843
918498940.0,321.3589,0.5,IL15,17633.438,2019-3-27,Tcells,0.004268,132.36339
3414726.5,0.0,0.5,IL15,66.991905,2019-3-27,Tcells,0.001423,4.434759
4078677.2,26.93164,0.5,IL15,945.67236,2019-3-27,Tcells,0.000474,16.75791
737426240.0,23304.418,0.5,IL15,-0.41735816,2019-3-27,T-regs,84.0,0.77227944
800413630.0,24483.898,0.5,IL15,-0.28460336,2019-3-27,T-regs,28.0,0.7926744
786091800.0,23246.0,0.5,IL15,0.036534786,2019-3-27,T-regs,9.333333,0.9223323
741558340.0,22804.695,0.5,IL15,-0.3376367,2019-3-27,T-regs,3.111,0.84607184
384548400.0,14399.041,0.5,IL15,1.224114,2019-3-27,T-regs,1.037037,1.3209324
263647940.0,593.7959,0.5,IL15,1985.2993,2019-3-27,T-regs,0.345679,43.540543
59256964.0,1377.5806,0.5,IL15,22.58366,2019-3-27,T-regs,0.115226,4.3258953
40449144.0,7.289551,0.5,IL15,56.956947,2019-3-27,T-regs,0.038409,6.5703993
21864970.0,0.0,0.5,IL15,50.342693,2019-3-27,T-regs,0.012803,6.189758
52371160.0,847.46484,0.5,IL15,29.185669,2019-3-27,T-regs,0.004268,4.7876377
92466200.0,1977.7905,0.5,IL15,15.421654,2019-3-27,T-regs,0.001423,3.5510411
33337108.0,147.52295,0.5,IL15,24.142048,2019-3-27,T-regs,0.000474,4.4076457
560420860.0,22544.75,0.5,IL15,-0.0011460781,2019-3-27,T-helper,84.0,0.81429565
675874100.0,26709.465,0.5,IL15,-0.05982709,2019-3-27,T-helper,28.0,0.7384935
640109060.0,25442.12,0.5,IL15,-0.10374379,2019-3-27,T-helper,9.333333,0.7606422
590872200.0,25168.479,0.5,IL15,-0.3207507,2019-3-27,T-helper,3.111,0.68817866
286918270.0,15543.719,0.5,IL15,1.9554324,2019-3-27,T-helper,1.037037,1.2345612
123686150.0,1256.7324,0.5,IL15,3607.6646,2019-3-27,T-helper,0.345679,58.475765
13553049.0,586.2329,0.5,IL15,4785.04,2019-3-27,T-helper,0.115226,56.946068
3493083.0,83.82959,0.5,IL15,114.75379,2019-3-27,T-helper,0.038409,5.8939047
3012202.8,537.751,0.5,IL15,77.81532,2019-3-27,T-helper,0.012803,3.3784113
3769919.2,314.38672,0.5,IL15,76.54918,2019-3-27,T-helper,0.004268,4.643776
6298923.0,0.0,0.5,IL15,219.97595,2019-3-27,T-helper,0.001423,10.356848
4259267.5,12.837402,0.5,IL15,191.08154,2019-3-27,T-helper,0.000474,7.987017
560420860.0,22544.75,4.0,IL2,-0.0011460781,2019-4-18,Tcells,84.0,0.81429565
675874100.0,26709.465,4.0,IL2,-0.05982709,2019-4-18,Tcells,28.0,0.7384935
640109060.0,25442.12,4.0,IL2,-0.10374379,2019-4-18,Tcells,9.333333,0.7606422
590872200.0,25168.479,4.0,IL2,-0.3207507,2019-4-18,Tcells,3.111,0.68817866
286918270.0,15543.719,4.0,IL2,1.9554324,2019-4-18,Tcells,1.037037,1.2345612
123686150.0,1256.7324,4.0,IL2,3607.6646,2019-4-18,Tcells,0.345679,58.475765
13553049.0,586.2329,4.0,IL2,4785.04,2019-4-18,Tcells,0.115226,56.946068
3493083.0,83.82959,4.0,IL2,114.75379,2019-4-18,Tcells,0.038409,5.8939047
3012202.8,537.751,4.0,IL2,77.81532,2019-4-18,Tcells,0.012803,3.3784113
3769919.2,314.38672,4.0,IL2,76.54918,2019-4-18,Tcells,0.004268,4.643776
6298923.0,0.0,4.0,IL2,219.97595,2019-4-18,Tcells,0.001423,10.356848
4259267.5,12.837402,4.0,IL2,191.08154,2019-4-18,Tcells,0.000474,7.987017
556760450.0,23986.898,4.0,IL2,0.15840244,2019-4-18,T-regs,84.0,0.7909685
504567970.0,21786.307,4.0,IL2,-0.052610636,2019-4-18,T-regs,28.0,0.80628335
700247230.0,22823.678,4.0,IL2,0.37240887,2019-4-18,T-regs,9.333333,1.0742471
