Dose,Mean,Time,Kurtosis,Cell,Skew,Date,Variance,Ligand
0.004268,178.99951,1.0,624.1,Thelper,14.119665,2019-4-19,3066409.0,R38Q N-term
0.001423,45.52417,1.0,240.63718,Thelper,7.9654574,2019-4-19,2707722.5,R38Q N-term
0.000474,0.0,1.0,22.76362,Thelper,2.3724296,2019-4-19,2139219.0,R38Q N-term
84.0,22184.072,1.0,-0.34682322,Treg,0.79618543,2019-4-19,575719600.0,WT N-term
28.0,18222.207,1.0,-0.53434587,Treg,0.76471925,2019-4-19,391065380.0,WT N-term
9.333333,17065.455,1.0,0.3962674,Treg,1.0766019,2019-4-19,428788200.0,WT N-term
3.111,18857.902,1.0,0.18200994,Treg,1.0414611,2019-4-19,494049200.0,WT N-term
1.037037,19852.637,1.0,-0.19371486,Treg,0.83646417,2019-4-19,497328130.0,WT N-term
0.345679,14411.832,1.0,1.1518521,Treg,1.3719474,2019-4-19,387057100.0,WT N-term
0.115226,19086.133,1.0,-0.78876615,Treg,0.6487423,2019-4-19,406136350.0,WT N-term
0.038409,11491.094,1.0,0.41654038,Treg,1.2371689,2019-4-19,248388960.0,WT N-term
0.012803,6559.4497,1.0,4.0467186,Treg,2.0021245,2019-4-19,122642240.0,WT N-term
0.004268,1561.8589,1.0,25.863825,Treg,4.212967,2019-4-19,25659410.0,WT N-term
0.001423,1591.5566,1.0,28.065126,Treg,4.6104884,2019-4-19,33753080.0,WT N-term
0.000474,0.0,1.0,19.157759,Treg,2.8870397,2019-4-19,5452459.5,WT N-term
84.0,15326.011,1.0,0.9114194,Thelper,1.1737818,2019-4-19,300993920.0,WT N-term
28.0,10545.426,1.0,1.6546731,Thelper,1.3981432,2019-4-19,167628260.0,WT N-term
9.333333,6756.1377,1.0,5.0053806,Thelper,2.2313888,2019-4-19,140370820.0,WT N-term
3.111,6680.9766,1.0,6.85231,Thelper,2.5210264,2019-4-19,161991000.0,WT N-term
1.037037,7993.917,1.0,3.775847,Thelper,2.0340047,2019-4-19,184319000.0,WT N-term
0.345679,4679.0205,1.0,9.545563,Thelper,2.9151201,2019-4-19,85599260.0,WT N-term
0.115226,3955.2805,1.0,10.697344,Thelper,3.0355515,2019-4-19,74040640.0,WT N-term
0.038409,1542.155,1.0,33.33579,Thelper,4.6999545,2019-4-19,16106167.0,WT N-term
0.012803,284.0244,1.0,40.639988,Thelper,3.411946,2019-4-19,2748121.0,WT N-term
0.004268,27.536865,1.0,13.343752,Thelper,1.8473887,2019-4-19,2136167.2,WT N-term
0.001423,22.907227,1.0,13.415041,Thelper,1.9780561,2019-4-19,2196683.0,WT N-term
0.000474,0.0,1.0,27.271664,Thelper,2.5118356,2019-4-19,2150006.0,WT N-term
84.0,16048.792,4.0,-0.12412357,Treg,0.8619272,2019-4-19,270826370.0,R38Q/H16N
28.0,12881.132,4.0,1.160645,Treg,1.0559418,2019-4-19,158874260.0,R38Q/H16N
9.333333,12177.071,4.0,0.43170023,Treg,0.9939764,2019-4-19,171273090.0,R38Q/H16N
3.111,12843.028,4.0,0.35530734,Treg,0.94876605,2019-4-19,186858880.0,R38Q/H16N
1.037037,11538.729,4.0,0.09922314,Treg,1.0221001,2019-4-19,187237460.0,R38Q/H16N
0.345679,9052.494,4.0,1.7052174,Treg,1.5515221,2019-4-19,160638240.0,R38Q/H16N
0.115226,7231.8164,4.0,1.7664404,Treg,1.5450461,2019-4-19,103515520.0,R38Q/H16N
0.038409,6395.717,4.0,3.667304,Treg,1.9995108,2019-4-19,117764990.0,R38Q/H16N
0.012803,3717.0579,4.0,5.644373,Treg,2.3673823,2019-4-19,59348904.0,R38Q/H16N
0.004268,1462.2161,4.0,9.270673,Treg,2.7591372,2019-4-19,20326060.0,R38Q/H16N
0.001423,2250.819,4.0,13.275574,Treg,3.3343763,2019-4-19,41272948.0,R38Q/H16N
0.000474,0.0,4.0,28.57782,Treg,3.9933312,2019-4-19,6876908.5,R38Q/H16N
84.0,6535.848,4.0,6.5872145,Thelper,2.3507156,2019-4-19,98726856.0,R38Q/H16N
28.0,3378.6807,4.0,13.623589,Thelper,3.2111676,2019-4-19,46907404.0,R38Q/H16N
9.333333,2798.5571,4.0,15.894348,Thelper,3.575422,2019-4-19,39009370.0,R38Q/H16N
3.111,2068.2227,4.0,22.699224,Thelper,4.2278013,2019-4-19,30550536.0,R38Q/H16N
1.037037,1769.1558,4.0,29.470215,Thelper,4.74754,2019-4-19,25309282.0,R38Q/H16N
0.345679,1060.565,4.0,76.48956,Thelper,7.2056947,2019-4-19,12294874.0,R38Q/H16N
0.115226,424.15186,4.0,78.09093,Thelper,6.545481,2019-4-19,5116240.0,R38Q/H16N
0.038409,424.67432,4.0,94.93417,Thelper,6.811711,2019-4-19,4397784.5,R38Q/H16N
0.012803,166.01416,4.0,3.3411078,Thelper,1.1102084,2019-4-19,1945769.5,R38Q/H16N
0.004268,103.89795,4.0,12.5135975,Thelper,1.7999406,2019-4-19,2166242.8,R38Q/H16N
0.001423,212.0044,4.0,178.64957,Thelper,8.434477,2019-4-19,3991442.2,R38Q/H16N
0.000474,0.0,4.0,15.064049,Thelper,1.9351969,2019-4-19,1972005.0,R38Q/H16N
84.0,15505.521,2.0,0.1959374,Treg,1.074482,2019-4-19,361719840.0,R38Q/H16N
28.0,13799.039,2.0,-0.41399097,Treg,0.8305056,2019-4-19,251498060.0,R38Q/H16N
9.333333,12426.764,2.0,-0.5075023,Treg,0.80240357,2019-4-19,201477520.0,R38Q/H16N
3.111,10713.451,2.0,0.59954524,Treg,1.1679438,2019-4-19,191980910.0,R38Q/H16N
1.037037,7845.972,2.0,1.8541217,Treg,1.6362406,2019-4-19,168610370.0,R38Q/H16N
0.345679,7023.4985,2.0,3.1347651,Treg,1.940848,2019-4-19,169416780.0,R38Q/H16N
0.115226,5510.7534,2.0,4.409818,Treg,2.1669083,2019-4-19,117023920.0,R38Q/H16N
0.038409,2978.566,2.0,9.047893,Treg,2.868336,2019-4-19,66173388.0,R38Q/H16N
0.012803,1026.4468,2.0,17.171734,Treg,3.7708504,2019-4-19,24280930.0,R38Q/H16N
0.004268,487.03467,2.0,29.103165,Treg,4.213021,2019-4-19,12222530.0,R38Q/H16N
0.001423,255.37842,2.0,25.501444,Treg,4.0287066,2019-4-19,10098216.0,R38Q/H16N
0.000474,0.0,2.0,73.21415,Treg,6.7579775,2019-4-19,8320819.5,R38Q/H16N
84.0,5065.4775,2.0,8.163378,Thelper,2.5993414,2019-4-19,68140580.0,R38Q/H16N
28.0,2286.3066,2.0,19.982325,Thelper,3.8167992,2019-4-19,32113758.0,R38Q/H16N
9.333333,1199.0137,2.0,28.61716,Thelper,4.563459,2019-4-19,18193190.0,R38Q/H16N
3.111,753.1387,2.0,56.8214,Thelper,5.925086,2019-4-19,11548872.0,R38Q/H16N
1.037037,524.96484,2.0,66.56509,Thelper,6.2270303,2019-4-19,7011476.0,R38Q/H16N
0.345679,301.98242,2.0,123.29751,Thelper,7.4341373,2019-4-19,4000798.0,R38Q/H16N
0.115226,28.182129,2.0,34.81573,Thelper,3.3092782,2019-4-19,2591491.5,R38Q/H16N
0.038409,54.70459,2.0,6.2686825,Thelper,1.3288108,2019-4-19,2096351.0,R38Q/H16N
0.012803,99.07666,2.0,31.118847,Thelper,3.01085,2019-4-19,2464578.0,R38Q/H16N
0.004268,136.23828,2.0,6.5861692,Thelper,1.3353907,2019-4-19,2197934.2,R38Q/H16N
0.001423,0.0,2.0,13.322737,Thelper,1.4943573,2019-4-19,2003042.4,R38Q/H16N
0.000474,307.12427,2.0,4989.458,Thelper,68.80177,2019-4-19,44924348.0,R38Q/H16N
84.0,18607.547,1.0,-0.44088006,Treg,0.7508792,2019-4-19,418968130.0,R38Q/H16N
28.0,15703.348,1.0,-0.68314266,Treg,0.7256911,2019-4-19,322891500.0,R38Q/H16N
9.333333,14611.039,1.0,-0.36925244,Treg,0.8112577,2019-4-19,292607580.0,R38Q/H16N
3.111,13122.021,1.0,-0.41341138,Treg,0.91362774,2019-4-19,287343780.0,R38Q/H16N
1.037037,13008.459,1.0,0.27708173,Treg,1.1250107,2019-4-19,333517920.0,R38Q/H16N
0.345679,6135.877,1.0,3.9692192,Treg,2.1862655,2019-4-19,196218190.0,R38Q/H16N
0.115226,5003.544,1.0,4.114919,Treg,2.1554964,2019-4-19,131776130.0,R38Q/H16N
0.038409,2794.9678,1.0,8.567,Treg,2.7995157,2019-4-19,82558040.0,R38Q/H16N
0.012803,406.37158,1.0,19.559948,Treg,3.8081477,2019-4-19,26242820.0,R38Q/H16N
0.004268,0.0,1.0,23.778013,Treg,3.795822,2019-4-19,11746999.0,R38Q/H16N
0.001423,1142.3936,1.0,20.518988,Treg,3.8147974,2019-4-19,32658416.0,R38Q/H16N
0.000474,609.18164,1.0,12.017489,Treg,3.004401,2019-4-19,22451850.0,R38Q/H16N
84.0,5912.1523,1.0,5.8628817,Thelper,2.26155,2019-4-19,88608740.0,R38Q/H16N
28.0,3677.506,1.0,11.025225,Thelper,3.0348794,2019-4-19,61033750.0,R38Q/H16N
9.333333,1973.615,1.0,18.73966,Thelper,3.8700323,2019-4-19,35662804.0,R38Q/H16N
3.111,835.6155,1.0,42.023014,Thelper,5.5709577,2019-4-19,16263480.0,R38Q/H16N
1.037037,494.65894,1.0,80.440674,Thelper,7.6413875,2019-4-19,11116393.0,R38Q/H16N
0.345679,492.1809,1.0,1607.2799,Thelper,33.694702,2019-4-19,10763962.0,R38Q/H16N
0.115226,92.895996,1.0,63.89962,Thelper,4.1744595,2019-4-19,2650453.5,R38Q/H16N
0.038409,81.95264,1.0,96.23198,Thelper,5.278973,2019-4-19,2703147.5,R38Q/H16N
0.012803,41.839844,1.0,16.136005,Thelper,1.8653084,2019-4-19,2066874.8,R38Q/H16N
0.004268,198.7876,1.0,3.8846502,Thelper,0.97880566,2019-4-19,2051452.0,R38Q/H16N
0.001423,0.0,1.0,108.82061,Thelper,5.5175476,2019-4-19,2519486.0,R38Q/H16N
0.000474,64.88867,1.0,8.217552,Thelper,1.456913,2019-4-19,2123498.2,R38Q/H16N
84.0,18405.8,0.5,-0.6619358,Treg,0.76230806,2019-4-19,419902400.0,R38Q/H16N
28.0,19080.291,0.5,-0.9251857,Treg,0.5000427,2019-4-19,340122460.0,R38Q/H16N
9.333333,15814.41,0.5,-0.095876694,Treg,0.9061781,2019-4-19,326708060.0,R38Q/H16N
3.111,12867.23,0.5,-0.13016081,Treg,0.9969502,2019-4-19,263118350.0,R38Q/H16N
1.037037,11488.508,0.5,0.62911725,Treg,1.274672,2019-4-19,259808720.0,R38Q/H16N
0.345679,7504.5835,0.5,2.1213665,Treg,1.7020606,2019-4-19,151169170.0,R38Q/H16N
0.115226,5566.9497,0.5,4.359556,Treg,2.1835923,2019-4-19,123603600.0,R38Q/H16N
0.038409,6378.844,0.5,1.9549961,Treg,1.6823943,2019-4-19,112874824.0,R38Q/H16N
0.012803,2282.8833,0.5,9.54076,Treg,2.903055,2019-4-19,43745060.0,R38Q/H16N
0.004268,0.0,0.5,30.424858,Treg,4.350144,2019-4-19,8461706.0,R38Q/H16N
0.001423,360.49902,0.5,62.516647,Treg,6.7339287,2019-4-19,19065668.0,R38Q/H16N
0.000474,1945.4214,0.5,9.691442,Treg,2.8710608,2019-4-19,34967148.0,R38Q/H16N
84.0,7569.0283,0.5,5.3647366,Thelper,2.2039354,2019-4-19,133442110.0,R38Q/H16N
28.0,4582.1504,0.5,9.623707,Thelper,2.8496788,2019-4-19,83099490.0,R38Q/H16N
9.333333,2332.6404,0.5,21.115524,Thelper,4.025142,2019-4-19,39834130.0,R38Q/H16N
3.111,725.573,0.5,65.43507,Thelper,6.769035,2019-4-19,12299097.0,R38Q/H16N
1.037037,357.42505,0.5,2384.891,Thelper,39.645855,2019-4-19,14497169.0,R38Q/H16N
0.345679,362.8313,0.5,130.42859,Thelper,7.7230754,2019-4-19,4589260.0,R38Q/H16N
0.115226,213.01099,0.5,867.43085,Thelper,19.172083,2019-4-19,3961398.5,R38Q/H16N
0.038409,279.21777,0.5,28.72512,Thelper,3.0752866,2019-4-19,2834312.0,R38Q/H16N
0.012803,206.98486,0.5,104.57125,Thelper,6.1405215,2019-4-19,3169002.2,R38Q/H16N
0.004268,122.57593,0.5,8.324001,Thelper,1.4825404,2019-4-19,2129809.2,R38Q/H16N
0.001423,67.4812,0.5,13.939594,Thelper,1.7844434,2019-4-19,2113030.0,R38Q/H16N
0.000474,0.0,0.5,17.29009,Thelper,2.0664108,2019-4-19,2143457.0,R38Q/H16N
84.0,11039.225,4.0,1.3405156,Treg,1.3595557,2019-4-19,204205300.0,WT N-term
28.0,8910.74,4.0,2.548942,Treg,1.5694813,2019-4-19,159000720.0,WT N-term
9.333333,11958.432,4.0,2321.868,Treg,48.0979,2019-4-19,34520790000.0,WT N-term
3.111,7213.3354,4.0,3.4168,Treg,1.9112464,2019-4-19,145861580.0,WT N-term
1.037037,7546.5347,4.0,3.3899393,Treg,1.8888476,2019-4-19,159792160.0,WT N-term
0.345679,7214.0933,4.0,3.796042,Treg,1.9588625,2019-4-19,153708110.0,WT N-term
0.115226,6887.613,4.0,3.4171839,Treg,1.9630854,2019-4-19,152058140.0,WT N-term
0.038409,6646.152,4.0,429.1276,Treg,14.365471,2019-4-19,240053000.0,WT N-term
0.012803,4678.5933,4.0,5.2969475,Treg,2.3137934,2019-4-19,91136360.0,WT N-term
0.004268,2826.7227,4.0,12.9094095,Treg,3.3017285,2019-4-19,52514216.0,WT N-term
0.001423,750.53174,4.0,28.890362,Treg,4.698399,2019-4-19,14169706.0,WT N-term
0.000474,0.0,4.0,31.275162,Treg,4.0612226,2019-4-19,6237367.0,WT N-term
84.0,10694.262,4.0,10.3878975,Thelper,1.8418318,2019-4-19,173728020.0,WT N-term
28.0,8242.192,4.0,3.0407124,Thelper,1.6292098,2019-4-19,123773656.0,WT N-term
9.333333,7080.247,4.0,4.067493,Thelper,1.9418668,2019-4-19,112486810.0,WT N-term
3.111,5615.0156,4.0,6.752924,Thelper,2.439235,2019-4-19,99044220.0,WT N-term
1.037037,5534.3457,4.0,6.032504,Thelper,2.4218688,2019-4-19,114137016.0,WT N-term
0.345679,5079.6064,4.0,6.7199726,Thelper,2.529834,2019-4-19,103898560.0,WT N-term
0.115226,5206.758,4.0,6.653076,Thelper,2.528115,2019-4-19,112362136.0,WT N-term
0.038409,3826.984,4.0,695.83655,Thelper,15.948351,2019-4-19,103327010.0,WT N-term
0.012803,2039.081,4.0,19.953592,Thelper,3.97964,2019-4-19,32609762.0,WT N-term
0.004268,1276.3618,4.0,33.94571,Thelper,4.953311,2019-4-19,16462582.0,WT N-term
0.001423,185.28076,4.0,8.731272,Thelper,1.3016286,2019-4-19,2225611.8,WT N-term
0.000474,0.0,4.0,66.09128,Thelper,3.2654786,2019-4-19,2318508.2,WT N-term
84.0,5039.4995,4.0,8.947971,Treg,2.6654575,2019-4-19,82842160.0,WT N-term
28.0,5279.6704,4.0,5.0183516,Treg,2.1323643,2019-4-19,83754936.0,WT N-term
9.333333,3813.3315,4.0,6.224942,Treg,2.411508,2019-4-19,60876510.0,WT N-term
3.111,3456.9868,4.0,9.265847,Treg,2.7329223,2019-4-19,48856830.0,WT N-term
1.037037,4233.7456,4.0,12.221618,Treg,3.0621772,2019-4-19,79147240.0,WT N-term
0.345679,4101.1235,4.0,8.400812,Treg,2.6607966,2019-4-19,70475050.0,WT N-term
0.115226,5256.223,4.0,5.1551733,Treg,2.2696724,2019-4-19,109209160.0,WT N-term
0.038409,3332.4917,4.0,301.90958,Treg,11.6303215,2019-4-19,76582536.0,WT N-term
0.012803,2454.8887,4.0,12.657382,Treg,3.4349978,2019-4-19,58354580.0,WT N-term
0.004268,824.53467,4.0,25.874765,Treg,4.367398,2019-4-19,14376345.0,WT N-term
0.001423,404.04443,4.0,27.07029,Treg,3.9804504,2019-4-19,7806157.5,WT N-term
0.000474,0.0,4.0,83.012474,Treg,6.3704786,2019-4-19,6161260.0,WT N-term
84.0,4566.101,4.0,9.09133,Thelper,2.510815,2019-4-19,50080268.0,WT N-term
28.0,4412.5884,4.0,6.206131,Thelper,2.1877701,2019-4-19,47795264.0,WT N-term
9.333333,2971.3486,4.0,7.880227,Thelper,2.5537589,2019-4-19,33616556.0,WT N-term
3.111,1815.4805,4.0,24.987577,Thelper,3.897051,2019-4-19,21695640.0,WT N-term
1.037037,2072.1367,4.0,26.239649,Thelper,4.116565,2019-4-19,29014876.0,WT N-term
0.345679,2056.7876,4.0,20.220236,Thelper,3.8204095,2019-4-19,29852412.0,WT N-term
0.115226,2687.7378,4.0,13.88537,Thelper,3.3397162,2019-4-19,40672268.0,WT N-term
0.038409,1343.2305,4.0,1535.0729,Thelper,27.593351,2019-4-19,19600832.0,WT N-term
0.012803,475.6875,4.0,61.00361,Thelper,5.212422,2019-4-19,5246732.0,WT N-term
0.004268,244.38818,4.0,3.7619085,Thelper,0.87920314,2019-4-19,2362453.5,WT N-term
0.001423,130.60742,4.0,5.498851,Thelper,1.0338917,2019-4-19,2261752.8,WT N-term
0.000474,0.0,4.0,3.4890542,Thelper,0.8665827,2019-4-19,2136067.2,WT N-term
84.0,9832.09,4.0,1.7955098,Treg,1.484752,2019-4-19,183454600.0,WT N-term
28.0,8604.752,4.0,1.4400086,Treg,1.4678006,2019-4-19,159743230.0,WT N-term
9.333333,8114.774,4.0,2.3648472,Treg,1.7330267,2019-4-19,165002100.0,WT N-term
3.111,9126.893,4.0,2.8806791,Treg,1.804415,2019-4-19,208943550.0,WT N-term
1.037037,7971.0034,4.0,2.240449,Treg,1.7196549,2019-4-19,164421150.0,WT N-term
0.345679,7985.3306,4.0,2.2977576,Treg,1.7474718,2019-4-19,168441540.0,WT N-term
0.115226,6646.309,4.0,2.9165702,Treg,1.9095829,2019-4-19,134877390.0,WT N-term
0.038409,3984.8335,4.0,7.741563,Treg,2.713528,2019-4-19,78134640.0,WT N-term
0.012803,2118.126,4.0,12.679535,Treg,3.330566,2019-4-19,32599074.0,WT N-term
0.004268,1274.602,4.0,18.094488,Treg,3.6835756,2019-4-19,17349888.0,WT N-term
0.001423,1988.8013,4.0,2441.4841,Treg,49.408913,2019-4-19,5980093000.0,WT N-term
0.000474,0.0,4.0,5.9015083,Treg,1.2872125,2019-4-19,3210133.8,WT N-term
84.0,9638.444,4.0,1.7744136,Thelper,1.3328763,2019-4-19,129224630.0,WT N-term
28.0,8090.161,4.0,1.6008034,Thelper,1.3443841,2019-4-19,100633350.0,WT N-term
9.333333,6647.842,4.0,3.9975457,Thelper,1.9290638,2019-4-19,99235240.0,WT N-term
3.111,7460.1006,4.0,4374.631,Thelper,60.206284,2019-4-19,832397630.0,WT N-term
1.037037,5916.9395,4.0,3.654214,Thelper,1.9876138,2019-4-19,100354136.0,WT N-term
0.345679,5928.871,4.0,4.0318446,Thelper,2.0430968,2019-4-19,104104040.0,WT N-term
0.115226,3977.1582,4.0,7.7253656,Thelper,2.60307,2019-4-19,61134212.0,WT N-term
0.038409,1389.1523,4.0,18.767124,Thelper,3.5589473,2019-4-19,13272365.0,WT N-term
0.012803,732.13086,4.0,7590.0967,Thelper,86.326996,2019-4-19,315161300.0,WT N-term
0.004268,128.05322,4.0,21.079725,Thelper,2.4141016,2019-4-19,2798206.0,WT N-term
0.001423,180.96875,4.0,1.5181885,Thelper,0.637859,2019-4-19,2164626.8,WT N-term
0.000474,0.0,4.0,2.7355914,Thelper,0.8191703,2019-4-19,2128840.2,WT N-term
84.0,13609.354,0.5,0.39910245,Treg,1.0424622,2019-4-19,238030690.0,WT N-term
28.0,13078.037,0.5,0.104892015,Treg,0.9749443,2019-4-19,227400740.0,WT N-term
9.333333,10492.504,0.5,1.385612,Treg,1.4564285,2019-4-19,225071310.0,WT N-term
3.111,9249.518,0.5,1.9873729,Treg,1.6295538,2019-4-19,209595380.0,WT N-term
1.037037,10309.91,0.5,3.2612066,Treg,1.8371085,2019-4-19,263275870.0,WT N-term
0.345679,6886.428,0.5,3.7301617,Treg,2.01615,2019-4-19,143969900.0,WT N-term
0.115226,4835.7856,0.5,5.741873,Treg,2.4295666,2019-4-19,109404696.0,WT N-term
0.038409,1671.1304,0.5,15.83132,Treg,3.679076,2019-4-19,32458366.0,WT N-term
0.012803,781.2886,0.5,30.143177,Treg,4.5495014,2019-4-19,14178892.0,WT N-term
0.004268,277.34717,0.5,58.516582,Treg,5.4510617,2019-4-19,7011324.0,WT N-term
0.001423,2.666504,0.5,29.121284,Treg,3.6337495,2019-4-19,5847410.5,WT N-term
0.000474,0.0,0.5,32.302025,Treg,3.3687341,2019-4-19,4654960.0,WT N-term
84.0,14461.52,0.5,0.04523778,Thelper,0.8415091,2019-4-19,204739140.0,WT N-term
28.0,13359.979,0.5,0.35362077,Thelper,0.94875383,2019-4-19,191596510.0,WT N-term
9.333333,10854.409,0.5,1.4813781,Thelper,1.3975614,2019-4-19,193909540.0,WT N-term
3.111,9382.97,0.5,1.4787445,Thelper,1.4785836,2019-4-19,186055410.0,WT N-term
1.037037,9680.047,0.5,3.0532193,Thelper,1.7899901,2019-4-19,222320200.0,WT N-term
0.345679,6527.9756,0.5,4.050675,Thelper,2.0292428,2019-4-19,114980480.0,WT N-term
0.115226,2619.7378,0.5,1882.872,Thelper,32.02732,2019-4-19,70569110.0,WT N-term
0.038409,517.75,0.5,70.80314,Thelper,4.6829724,2019-4-19,4720562.0,WT N-term
0.012803,277.1963,0.5,43.431515,Thelper,2.5859478,2019-4-19,2836192.0,WT N-term
0.004268,225.21826,0.5,1.7787094,Thelper,0.6399547,2019-4-19,2349069.2,WT N-term
0.001423,0.0,0.5,1011.49115,Thelper,20.19406,2019-4-19,3894790.5,WT N-term
0.000474,96.365234,0.5,113.99201,Thelper,4.3075304,2019-4-19,2574270.5,WT N-term
84.0,8766.934,4.0,2.3582373,Treg,1.5069999,2019-4-19,142528600.0,R38Q N-term
28.0,7577.648,4.0,2.2483964,Treg,1.5075072,2019-4-19,113714030.0,R38Q N-term
9.333333,7212.6743,4.0,3.1023254,Treg,1.7756168,2019-4-19,122741500.0,R38Q N-term
3.111,6190.2573,4.0,4.0271807,Treg,1.988398,2019-4-19,112571020.0,R38Q N-term
1.037037,5988.3403,4.0,4.856873,Treg,2.151833,2019-4-19,116221400.0,R38Q N-term
0.345679,5703.5522,4.0,4.837938,Treg,2.1586077,2019-4-19,101713510.0,R38Q N-term
0.115226,3513.3813,4.0,65.54516,Treg,5.251644,2019-4-19,75058504.0,R38Q N-term
0.038409,2732.46,4.0,539.83704,Treg,17.337057,2019-4-19,98818700.0,R38Q N-term
0.012803,1646.1768,4.0,12.253238,Treg,3.2504623,2019-4-19,29172550.0,R38Q N-term
0.004268,755.4868,4.0,19.851591,Treg,3.8495116,2019-4-19,12597358.0,R38Q N-term
0.001423,830.0161,4.0,24.663298,Treg,4.196447,2019-4-19,17213650.0,R38Q N-term
0.000474,0.0,4.0,23.913776,Treg,3.3945386,2019-4-19,5629611.5,R38Q N-term
84.0,8188.389,4.0,1.9374523,Thelper,1.4541299,2019-4-19,114671030.0,R38Q N-term
28.0,7093.5796,4.0,2.1933556,Thelper,1.5155401,2019-4-19,93520696.0,R38Q N-term
9.333333,6230.0005,4.0,4.60244,Thelper,1.9886377,2019-4-19,89899100.0,R38Q N-term
3.111,5169.8804,4.0,6.422559,Thelper,2.3377237,2019-4-19,79552330.0,R38Q N-term
1.037037,4789.2104,4.0,7.057457,Thelper,2.545032,2019-4-19,83988650.0,R38Q N-term
0.345679,4367.147,4.0,682.7059,Thelper,17.747967,2019-4-19,128474070.0,R38Q N-term
0.115226,1987.9512,4.0,22.047869,Thelper,4.1306906,2019-4-19,27726910.0,R38Q N-term
0.038409,916.0781,4.0,1914.6621,Thelper,37.31749,2019-4-19,34629372.0,R38Q N-term
0.012803,327.2661,4.0,64.49767,Thelper,4.3052583,2019-4-19,3633295.0,R38Q N-term
0.004268,226.77246,4.0,2.9784164,Thelper,0.8064704,2019-4-19,2315423.8,R38Q N-term
0.001423,206.42334,4.0,19.015724,Thelper,2.5884285,2019-4-19,3091026.5,R38Q N-term
0.000474,0.0,4.0,3.9567418,Thelper,0.8807404,2019-4-19,2240017.0,R38Q N-term
84.0,6262.899,2.0,3.16507,Treg,1.8572013,2019-4-19,113172690.0,R38Q N-term
28.0,6072.239,2.0,2.3402886,Treg,1.7118194,2019-4-19,105871850.0,R38Q N-term
9.333333,5231.145,2.0,4.269497,Treg,2.0775476,2019-4-19,88325950.0,R38Q N-term
3.111,3779.7417,2.0,7.473133,Treg,2.696264,2019-4-19,73851570.0,R38Q N-term
1.037037,3560.8198,2.0,10.48502,Treg,2.9576437,2019-4-19,68865384.0,R38Q N-term
0.345679,2994.6597,2.0,9.44315,Treg,3.0089867,2019-4-19,56108788.0,R38Q N-term
0.115226,2410.6426,2.0,14.915997,Treg,3.6513262,2019-4-19,47359212.0,R38Q N-term
0.038409,1673.0293,2.0,13.765362,Treg,3.534132,2019-4-19,36012790.0,R38Q N-term
0.012803,210.85986,2.0,28.533028,Treg,3.5770748,2019-4-19,5113654.5,R38Q N-term
0.004268,356.1001,2.0,21.694208,Treg,2.8826466,2019-4-19,4528104.5,R38Q N-term
0.001423,0.0,2.0,28.18864,Treg,2.921314,2019-4-19,4342228.5,R38Q N-term
0.000474,1314.4243,2.0,1761.079,Treg,41.971687,2019-4-19,3899522300.0,R38Q N-term
84.0,5570.2764,2.0,19.56251,Thelper,2.636776,2019-4-19,74073210.0,R38Q N-term
28.0,5125.9834,2.0,4.174578,Thelper,1.9039564,2019-4-19,63163144.0,R38Q N-term
9.333333,3974.5488,2.0,6.7980356,Thelper,2.374773,2019-4-19,48085536.0,R38Q N-term
3.111,2217.4165,2.0,14.857176,Thelper,3.409153,2019-4-19,27725018.0,R38Q N-term
1.037037,1943.021,2.0,19.945145,Thelper,3.8293972,2019-4-19,24900540.0,R38Q N-term
0.345679,1362.6772,2.0,24.68709,Thelper,4.1235523,2019-4-19,13371614.0,R38Q N-term
0.115226,885.1758,2.0,51.886322,Thelper,4.845075,2019-4-19,6134286.5,R38Q N-term
0.038409,277.2041,2.0,20.752802,Thelper,2.2039008,2019-4-19,2745641.5,R38Q N-term
0.012803,200.1875,2.0,0.9350207,Thelper,0.5118145,2019-4-19,2200607.5,R38Q N-term
0.004268,351.09375,2.0,1.32828,Thelper,0.5861025,2019-4-19,2319873.5,R38Q N-term
0.001423,0.0,2.0,16.08225,Thelper,1.578024,2019-4-19,2356546.5,R38Q N-term
0.000474,85.13965,2.0,2109.013,Thelper,35.135494,2019-4-19,5135660.0,R38Q N-term
84.0,9200.086,1.0,1.1506481,Treg,1.3516607,2019-4-19,154535650.0,R38Q N-term
28.0,8709.533,1.0,1.4888716,Treg,1.3997692,2019-4-19,146350980.0,R38Q N-term
9.333333,7730.2026,1.0,2.893878,Treg,1.776873,2019-4-19,145913760.0,R38Q N-term
3.111,4304.889,1.0,6.7312613,Treg,2.6454809,2019-4-19,98318780.0,R38Q N-term
1.037037,4267.0386,1.0,7.999405,Treg,2.7060368,2019-4-19,93583960.0,R38Q N-term
0.345679,3250.5005,1.0,8.648934,Treg,2.9550662,2019-4-19,68051800.0,R38Q N-term
0.115226,2272.5947,1.0,15.601204,Treg,3.7584953,2019-4-19,49565576.0,R38Q N-term
0.038409,1625.4229,1.0,22.440155,Treg,4.334226,2019-4-19,27948686.0,R38Q N-term
0.012803,648.1167,1.0,26.10615,Treg,3.767198,2019-4-19,6556738.0,R38Q N-term
0.004268,532.5913,1.0,64.10034,Treg,5.6359696,2019-4-19,7248632.0,R38Q N-term
0.001423,890.2344,1.0,21.08012,Treg,3.853884,2019-4-19,13256939.0,R38Q N-term
