Dose,Ligand,Skew,Date,Variance,Mean,Kurtosis,alphStatCov,Cell,Time,Bivalent
0.345679,WT N-term,0,3/1/19,0,1629.426514,0,0,Thelper,4,0
0.115226,WT N-term,0,3/1/19,0,1220.949219,0,0,Thelper,4,0
0.038409,WT N-term,0,3/1/19,0,805.417237,0,0,Thelper,4,0
0.012803,WT N-term,0,3/1/19,0,459.297364,0,0,Thelper,4,0
0.004268,WT N-term,0,3/1/19,0,271.436524,0,0,Thelper,4,0
0.001423,WT N-term,0,3/1/19,0,0,0,0,Thelper,4,0
0.000474,WT N-term,0,3/1/19,0,1.95166,0,0,Thelper,4,0
84,WT C-term,0,3/1/19,0,1232.52597,0,0,NK,0.5,0
28,WT C-term,0,3/1/19,0,1080.895111,0,0,NK,0.5,0
9.333333,WT C-term,0,3/1/19,0,241.8005676,0,0,NK,0.5,0
3.111,WT C-term,0,3/1/19,0,104.9997253,0,0,NK,0.5,0
1.037037,WT C-term,0,3/1/19,0,150.5176086,0,0,NK,0.5,0
0.345679,WT C-term,0,3/1/19,0,161.0941467,0,0,NK,0.5,0
0.115226,WT C-term,0,3/1/19,0,89.4673157,0,0,NK,0.5,0
0.038409,WT C-term,0,3/1/19,0,69.0022888,0,0,NK,0.5,0
0.012803,WT C-term,0,3/1/19,0,100.4808044,0,0,NK,0.5,0
0.004268,WT C-term,0,3/1/19,0,64.1993103,0,0,NK,0.5,0
0.001423,WT C-term,0,3/1/19,0,98.4207458,0,0,NK,0.5,0
0.000474,WT C-term,0,3/1/19,0,0,0,0,NK,0.5,0
84,WT C-term,0,3/1/19,0,1174.088746,0,0,NK,1,0
28,WT C-term,0,3/1/19,0,703.5954585,0,0,NK,1,0
9.333333,WT C-term,0,3/1/19,0,231.1091919,0,0,NK,1,0
3.111,WT C-term,0,3/1/19,0,0,0,0,NK,1,0
1.037037,WT C-term,0,3/1/19,0,149.0364379,0,0,NK,1,0
0.345679,WT C-term,0,3/1/19,0,124.2402954,0,0,NK,1,0
0.115226,WT C-term,0,3/1/19,0,0.4744873,0,0,NK,1,0
0.038409,WT C-term,0,3/1/19,0,77.0577392,0,0,NK,1,0
0.012803,WT C-term,0,3/1/19,0,62.3519287,0,0,NK,1,0
0.004268,WT C-term,0,3/1/19,0,109.8554687,0,0,NK,1,0
0.001423,WT C-term,0,3/1/19,0,165.2040405,0,0,NK,1,0
0.000474,WT C-term,0,3/1/19,0,70.3390503,0,0,NK,1,0
84,WT C-term,0,3/1/19,0,1134.114991,0,0,NK,2,0
28,WT C-term,0,3/1/19,0,1038.595948,0,0,NK,2,0
9.333333,WT C-term,0,3/1/19,0,393.9982905,0,0,NK,2,0
3.111,WT C-term,0,3/1/19,0,277.0878906,0,0,NK,2,0
1.037037,WT C-term,0,3/1/19,0,197.1799316,0,0,NK,2,0
0.345679,WT C-term,0,3/1/19,0,198.223999,0,0,NK,2,0
0.115226,WT C-term,0,3/1/19,0,74.3811035,0,0,NK,2,0
0.038409,WT C-term,0,3/1/19,0,0,0,0,NK,2,0
0.012803,WT C-term,0,3/1/19,0,96.5285644,0,0,NK,2,0
0.004268,WT C-term,0,3/1/19,0,97.0023193,0,0,NK,2,0
0.001423,WT C-term,0,3/1/19,0,88.5186157,0,0,NK,2,0
0.000474,WT C-term,0,3/1/19,0,31.7443847,0,0,NK,2,0
84,WT C-term,0,3/1/19,0,1147.853638,0,0,NK,4,0
28,WT C-term,0,3/1/19,0,1233.355713,0,0,NK,4,0
9.333333,WT C-term,0,3/1/19,0,1144.714234,0,0,NK,4,0
3.111,WT C-term,0,3/1/19,0,865.5142827,0,0,NK,4,0
1.037037,WT C-term,0,3/1/19,0,309.6119385,0,0,NK,4,0
0.345679,WT C-term,0,3/1/19,0,232.9035644,0,0,NK,4,0
0.115226,WT C-term,0,3/1/19,0,263.6362305,0,0,NK,4,0
0.038409,WT C-term,0,3/1/19,0,123.1846924,0,0,NK,4,0
0.012803,WT C-term,0,3/1/19,0,0,0,0,NK,4,0
0.004268,WT C-term,0,3/1/19,0,147.2531128,0,0,NK,4,0
0.001423,WT C-term,0,3/1/19,0,146.6212768,0,0,NK,4,0
0.000474,WT C-term,0,3/1/19,0,115.4367676,0,0,NK,4,0
84,WT C-term,0,3/1/19,0,1734.47461,0,0,CD8,0.5,0
28,WT C-term,0,3/1/19,0,1039.635743,0,0,CD8,0.5,0
9.333333,WT C-term,0,3/1/19,0,172.4708252,0,0,CD8,0.5,0
3.111,WT C-term,0,3/1/19,0,80.9387818,0,0,CD8,0.5,0
1.037037,WT C-term,0,3/1/19,0,71.2553101,0,0,CD8,0.5,0
0.345679,WT C-term,0,3/1/19,0,45.7634888,0,0,CD8,0.5,0
0.115226,WT C-term,0,3/1/19,0,0,0,0,CD8,0.5,0
0.038409,WT C-term,0,3/1/19,0,91.9323731,0,0,CD8,0.5,0
0.012803,WT C-term,0,3/1/19,0,73.4654541,0,0,CD8,0.5,0
0.004268,WT C-term,0,3/1/19,0,44.6953125,0,0,CD8,0.5,0
0.001423,WT C-term,0,3/1/19,0,15.6744385,0,0,CD8,0.5,0
0.000474,WT C-term,0,3/1/19,0,9.8044434,0,0,CD8,0.5,0
84,WT C-term,0,3/1/19,0,1618.713257,0,0,CD8,1,0
28,WT C-term,0,3/1/19,0,727.7319337,0,0,CD8,1,0
9.333333,WT C-term,0,3/1/19,0,153.5018311,0,0,CD8,1,0
3.111,WT C-term,0,3/1/19,0,6.9707031,0,0,CD8,1,0
1.037037,WT C-term,0,3/1/19,0,78.6669922,0,0,CD8,1,0
0.345679,WT C-term,0,3/1/19,0,56.8572388,0,0,CD8,1,0
0.115226,WT C-term,0,3/1/19,0,23.9182739,0,0,CD8,1,0
0.038409,WT C-term,0,3/1/19,0,95.8527832,0,0,CD8,1,0
0.012803,WT C-term,0,3/1/19,0,68.9626465,0,0,CD8,1,0
0.004268,WT C-term,0,3/1/19,0,28.0228272,0,0,CD8,1,0
0.001423,WT C-term,0,3/1/19,0,19.5078125,0,0,CD8,1,0
0.000474,WT C-term,0,3/1/19,0,0,0,0,CD8,1,0
84,WT C-term,0,3/1/19,0,1276.329712,0,0,CD8,2,0
28,WT C-term,0,3/1/19,0,740.3214112,0,0,CD8,2,0
9.333333,WT C-term,0,3/1/19,0,162.3599853,0,0,CD8,2,0
3.111,WT C-term,0,3/1/19,0,132.9934082,0,0,CD8,2,0
1.037037,WT C-term,0,3/1/19,0,99.8334961,0,0,CD8,2,0
0.345679,WT C-term,0,3/1/19,0,143.8378906,0,0,CD8,2,0
0.115226,WT C-term,0,3/1/19,0,14.4244384,0,0,CD8,2,0
0.038409,WT C-term,0,3/1/19,0,32.7672729,0,0,CD8,2,0
0.012803,WT C-term,0,3/1/19,0,38.1168823,0,0,CD8,2,0
0.004268,WT C-term,0,3/1/19,0,23.5355224,0,0,CD8,2,0
0.001423,WT C-term,0,3/1/19,0,10.5743408,0,0,CD8,2,0
0.000474,WT C-term,0,3/1/19,0,0,0,0,CD8,2,0
84,WT C-term,0,3/1/19,0,1998.435059,0,0,CD8,4,0
28,WT C-term,0,3/1/19,0,1746.712891,0,0,CD8,4,0
9.333333,WT C-term,0,3/1/19,0,1166.860108,0,0,CD8,4,0
3.111,WT C-term,0,3/1/19,0,599.2834468,0,0,CD8,4,0
1.037037,WT C-term,0,3/1/19,0,174.744812,0,0,CD8,4,0
0.345679,WT C-term,0,3/1/19,0,164.6469727,0,0,CD8,4,0
0.115226,WT C-term,0,3/1/19,0,142.9080811,0,0,CD8,4,0
0.038409,WT C-term,0,3/1/19,0,130.7174683,0,0,CD8,4,0
0.012803,WT C-term,0,3/1/19,0,0,0,0,CD8,4,0
0.004268,WT C-term,0,3/1/19,0,80.9596558,0,0,CD8,4,0
0.001423,WT C-term,0,3/1/19,0,137.3466797,0,0,CD8,4,0
0.000474,WT C-term,0,3/1/19,0,64.6745606,0,0,CD8,4,0
84,WT C-term,0,3/1/19,0,21947.25757,0,0,Treg,0.5,0
28,WT C-term,0,3/1/19,0,21145.22827,0,0,Treg,0.5,0
9.333333,WT C-term,0,3/1/19,0,19100.38061,0,0,Treg,0.5,0
3.111,WT C-term,0,3/1/19,0,16754.51147,0,0,Treg,0.5,0
1.037037,WT C-term,0,3/1/19,0,14756.52514,0,0,Treg,0.5,0
0.345679,WT C-term,0,3/1/19,0,11330.79858,0,0,Treg,0.5,0
0.115226,WT C-term,0,3/1/19,0,2517.925781,0,0,Treg,0.5,0
0.038409,WT C-term,0,3/1/19,0,674.463256,0,0,Treg,0.5,0
0.012803,WT C-term,0,3/1/19,0,449.115722,0,0,Treg,0.5,0
0.004268,WT C-term,0,3/1/19,0,339.79895,0,0,Treg,0.5,0
0.001423,WT C-term,0,3/1/19,0,45.407714,0,0,Treg,0.5,0
0.000474,WT C-term,0,3/1/19,0,0,0,0,Treg,0.5,0
84,WT C-term,0,3/1/19,0,21827.03845,0,0,Treg,1,0
28,WT C-term,0,3/1/19,0,17868.1615,0,0,Treg,1,0
9.333333,WT C-term,0,3/1/19,0,19562.31775,0,0,Treg,1,0
3.111,WT C-term,0,3/1/19,0,18040.47986,0,0,Treg,1,0
1.037037,WT C-term,0,3/1/19,0,14019.35974,0,0,Treg,1,0
0.345679,WT C-term,0,3/1/19,0,10277.08728,0,0,Treg,1,0
0.115226,WT C-term,0,3/1/19,0,4871.607299,0,0,Treg,1,0
0.038409,WT C-term,0,3/1/19,0,1144.649047,0,0,Treg,1,0
0.012803,WT C-term,0,3/1/19,0,305.246948,0,0,Treg,1,0
0.004268,WT C-term,0,3/1/19,0,0,0,0,Treg,1,0
0.001423,WT C-term,0,3/1/19,0,123.547485,0,0,Treg,1,0
0.000474,WT C-term,0,3/1/19,0,240.281128,0,0,Treg,1,0
84,WT C-term,0,3/1/19,0,23152.46778,0,0,Treg,2,0
28,WT C-term,0,3/1/19,0,21179.48145,0,0,Treg,2,0
9.333333,WT C-term,0,3/1/19,0,24172.25879,0,0,Treg,2,0
3.111,WT C-term,0,3/1/19,0,19441.95996,0,0,Treg,2,0
1.037037,WT C-term,0,3/1/19,0,18651.19824,0,0,Treg,2,0
0.345679,WT C-term,0,3/1/19,0,16774.56934,0,0,Treg,2,0
0.115226,WT C-term,0,3/1/19,0,10429.68067,0,0,Treg,2,0
0.038409,WT C-term,0,3/1/19,0,3032.279296,0,0,Treg,2,0
0.012803,WT C-term,0,3/1/19,0,442.839843,0,0,Treg,2,0
0.004268,WT C-term,0,3/1/19,0,284.687988,0,0,Treg,2,0
0.001423,WT C-term,0,3/1/19,0,126.212402,0,0,Treg,2,0
0.000474,WT C-term,0,3/1/19,0,0,0,0,Treg,2,0
84,WT C-term,0,3/1/19,0,23581.34754,0,0,Treg,4,0
28,WT C-term,0,3/1/19,0,25390.74793,0,0,Treg,4,0
9.333333,WT C-term,0,3/1/19,0,23235.8241,0,0,Treg,4,0
3.111,WT C-term,0,3/1/19,0,23399.26355,0,0,Treg,4,0
1.037037,WT C-term,0,3/1/19,0,22216.94519,0,0,Treg,4,0
0.345679,WT C-term,0,3/1/19,0,23606.95105,0,0,Treg,4,0
0.115226,WT C-term,0,3/1/19,0,20476.18543,0,0,Treg,4,0
0.038409,WT C-term,0,3/1/19,0,17461.39051,0,0,Treg,4,0
0.012803,WT C-term,0,3/1/19,0,11818.60535,0,0,Treg,4,0
0.004268,WT C-term,0,3/1/19,0,2749.327514,0,0,Treg,4,0
0.001423,WT C-term,0,3/1/19,0,989.095581,0,0,Treg,4,0
0.000474,WT C-term,0,3/1/19,0,0,0,0,Treg,4,0
84,WT C-term,0,3/1/19,0,9524.700078,0,0,Thelper,0.5,0
28,WT C-term,0,3/1/19,0,7964.649292,0,0,Thelper,0.5,0
9.333333,WT C-term,0,3/1/19,0,1273.559693,0,0,Thelper,0.5,0
3.111,WT C-term,0,3/1/19,0,833.328492,0,0,Thelper,0.5,0
1.037037,WT C-term,0,3/1/19,0,568.942994,0,0,Thelper,0.5,0
0.345679,WT C-term,0,3/1/19,0,394.231568,0,0,Thelper,0.5,0
0.115226,WT C-term,0,3/1/19,0,267.323121,0,0,Thelper,0.5,0
0.038409,WT C-term,0,3/1/19,0,211.682251,0,0,Thelper,0.5,0
0.012803,WT C-term,0,3/1/19,0,159.224244,0,0,Thelper,0.5,0
0.004268,WT C-term,0,3/1/19,0,100.685791,0,0,Thelper,0.5,0
0.001423,WT C-term,0,3/1/19,0,135.773804,0,0,Thelper,0.5,0
0.000474,WT C-term,0,3/1/19,0,0,0,0,Thelper,0.5,0
84,WT C-term,0,3/1/19,0,4460.63562,0,0,Thelper,1,0
28,WT C-term,0,3/1/19,0,3168.335815,0,0,Thelper,1,0
9.333333,WT C-term,0,3/1/19,0,1518.790649,0,0,Thelper,1,0
3.111,WT C-term,0,3/1/19,0,883.540161,0,0,Thelper,1,0
1.037037,WT C-term,0,3/1/19,0,604.131958,0,0,Thelper,1,0
0.345679,WT C-term,0,3/1/19,0,235.659058,0,0,Thelper,1,0
0.115226,WT C-term,0,3/1/19,0,270.559082,0,0,Thelper,1,0
0.038409,WT C-term,0,3/1/19,0,93.994751,0,0,Thelper,1,0
0.012803,WT C-term,0,3/1/19,0,0,0,0,Thelper,1,0
0.004268,WT C-term,0,3/1/19,0,17.959473,0,0,Thelper,1,0
0.001423,WT C-term,0,3/1/19,0,42.571411,0,0,Thelper,1,0
0.000474,WT C-term,0,3/1/19,0,177.056885,0,0,Thelper,1,0
84,WT C-term,0,3/1/19,0,3378.528321,0,0,Thelper,2,0
28,WT C-term,0,3/1/19,0,2419.441651,0,0,Thelper,2,0
