Dose,Ligand,Skew,Date,Variance,Mean,Kurtosis,alphStatCov,Cell,Time,Bivalent
9.333333,WT C-term,0,3/1/19,0,1629.556153,0,0,Thelper,2,0
3.111,WT C-term,0,3/1/19,0,1199.738282,0,0,Thelper,2,0
1.037037,WT C-term,0,3/1/19,0,1021.32959,0,0,Thelper,2,0
0.345679,WT C-term,0,3/1/19,0,535.306519,0,0,Thelper,2,0
0.115226,WT C-term,0,3/1/19,0,262.760743,0,0,Thelper,2,0
0.038409,WT C-term,0,3/1/19,0,107.450928,0,0,Thelper,2,0
0.012803,WT C-term,0,3/1/19,0,91.153687,0,0,Thelper,2,0
0.004268,WT C-term,0,3/1/19,0,75.533814,0,0,Thelper,2,0
0.001423,WT C-term,0,3/1/19,0,89.181031,0,0,Thelper,2,0
0.000474,WT C-term,0,3/1/19,0,0,0,0,Thelper,2,0
84,WT C-term,0,3/1/19,0,7403.872437,0,0,Thelper,4,0
28,WT C-term,0,3/1/19,0,6222.048218,0,0,Thelper,4,0
9.333333,WT C-term,0,3/1/19,0,5232.307983,0,0,Thelper,4,0
3.111,WT C-term,0,3/1/19,0,3375.958862,0,0,Thelper,4,0
1.037037,WT C-term,0,3/1/19,0,2243.484253,0,0,Thelper,4,0
0.345679,WT C-term,0,3/1/19,0,1791.493042,0,0,Thelper,4,0
0.115226,WT C-term,0,3/1/19,0,1019.44397,0,0,Thelper,4,0
0.038409,WT C-term,0,3/1/19,0,546.089722,0,0,Thelper,4,0
0.012803,WT C-term,0,3/1/19,0,219.708862,0,0,Thelper,4,0
0.004268,WT C-term,0,3/1/19,0,52.430298,0,0,Thelper,4,0
0.001423,WT C-term,0,3/1/19,0,0,0,0,Thelper,4,0
0.000474,WT C-term,0,3/1/19,0,35.162842,0,0,Thelper,4,0
84,V91K C-term,0,3/1/19,0,761.1846008,0,0,NK,0.5,0
28,V91K C-term,0,3/1/19,0,389.9195862,0,0,NK,0.5,0
9.333333,V91K C-term,0,3/1/19,0,138.6266785,0,0,NK,0.5,0
3.111,V91K C-term,0,3/1/19,0,102.8806457,0,0,NK,0.5,0
1.037037,V91K C-term,0,3/1/19,0,53.2952576,0,0,NK,0.5,0
0.345679,V91K C-term,0,3/1/19,0,129.2753601,0,0,NK,0.5,0
0.115226,V91K C-term,0,3/1/19,0,145.6997375,0,0,NK,0.5,0
0.038409,V91K C-term,0,3/1/19,0,115.9892273,0,0,NK,0.5,0
0.012803,V91K C-term,0,3/1/19,0,51.8457336,0,0,NK,0.5,0
0.004268,V91K C-term,0,3/1/19,0,53.6401672,0,0,NK,0.5,0
0.001423,V91K C-term,0,3/1/19,0,115.5003967,0,0,NK,0.5,0
0.000474,V91K C-term,0,3/1/19,0,0,0,0,NK,0.5,0
84,V91K C-term,0,3/1/19,0,625.0263063,0,0,NK,1,0
28,V91K C-term,0,3/1/19,0,401.8286743,0,0,NK,1,0
9.333333,V91K C-term,0,3/1/19,0,210.5698242,0,0,NK,1,0
3.111,V91K C-term,0,3/1/19,0,123.1178588,0,0,NK,1,0
1.037037,V91K C-term,0,3/1/19,0,0,0,0,NK,1,0
0.345679,V91K C-term,0,3/1/19,0,144.015747,0,0,NK,1,0
0.115226,V91K C-term,0,3/1/19,0,79.5316772,0,0,NK,1,0
0.038409,V91K C-term,0,3/1/19,0,141.6835327,0,0,NK,1,0
0.012803,V91K C-term,0,3/1/19,0,155.2217407,0,0,NK,1,0
0.004268,V91K C-term,0,3/1/19,0,122.8692016,0,0,NK,1,0
0.001423,V91K C-term,0,3/1/19,0,174.6334228,0,0,NK,1,0
0.000474,V91K C-term,0,3/1/19,0,60.822998,0,0,NK,1,0
84,V91K C-term,0,3/1/19,0,510.5242004,0,0,NK,2,0
28,V91K C-term,0,3/1/19,0,298.4411316,0,0,NK,2,0
9.333333,V91K C-term,0,3/1/19,0,243.7701111,0,0,NK,2,0
3.111,V91K C-term,0,3/1/19,0,226.1527405,0,0,NK,2,0
1.037037,V91K C-term,0,3/1/19,0,184.5988464,0,0,NK,2,0
0.345679,V91K C-term,0,3/1/19,0,78.7501526,0,0,NK,2,0
0.115226,V91K C-term,0,3/1/19,0,161.0007629,0,0,NK,2,0
0.038409,V91K C-term,0,3/1/19,0,165.1998596,0,0,NK,2,0
0.012803,V91K C-term,0,3/1/19,0,0,0,0,NK,2,0
0.004268,V91K C-term,0,3/1/19,0,41.8062439,0,0,NK,2,0
0.001423,V91K C-term,0,3/1/19,0,102.6633606,0,0,NK,2,0
0.000474,V91K C-term,0,3/1/19,0,51.6994324,0,0,NK,2,0
84,V91K C-term,0,3/1/19,0,510.2443236,0,0,NK,4,0
28,V91K C-term,0,3/1/19,0,316.9335327,0,0,NK,4,0
9.333333,V91K C-term,0,3/1/19,0,240.1965332,0,0,NK,4,0
3.111,V91K C-term,0,3/1/19,0,150.2659302,0,0,NK,4,0
1.037037,V91K C-term,0,3/1/19,0,0,0,0,NK,4,0
0.345679,V91K C-term,0,3/1/19,0,155.2177124,0,0,NK,4,0
0.115226,V91K C-term,0,3/1/19,0,94.1209717,0,0,NK,4,0
0.038409,V91K C-term,0,3/1/19,0,43.0361328,0,0,NK,4,0
0.012803,V91K C-term,0,3/1/19,0,42.5003662,0,0,NK,4,0
0.004268,V91K C-term,0,3/1/19,0,41.3563843,0,0,NK,4,0
0.001423,V91K C-term,0,3/1/19,0,90.6664429,0,0,NK,4,0
0.000474,V91K C-term,0,3/1/19,0,98.314209,0,0,NK,4,0
84,V91K C-term,0,3/1/19,0,448.9833989,0,0,CD8,0.5,0
28,V91K C-term,0,3/1/19,0,267.5046387,0,0,CD8,0.5,0
9.333333,V91K C-term,0,3/1/19,0,92.3323975,0,0,CD8,0.5,0
3.111,V91K C-term,0,3/1/19,0,5.2354737,0,0,CD8,0.5,0
1.037037,V91K C-term,0,3/1/19,0,36.7834473,0,0,CD8,0.5,0
0.345679,V91K C-term,0,3/1/19,0,44.031128,0,0,CD8,0.5,0
0.115226,V91K C-term,0,3/1/19,0,57.7475586,0,0,CD8,0.5,0
0.038409,V91K C-term,0,3/1/19,0,32.6634522,0,0,CD8,0.5,0
0.012803,V91K C-term,0,3/1/19,0,32.6830445,0,0,CD8,0.5,0
0.004268,V91K C-term,0,3/1/19,0,0,0,0,CD8,0.5,0
0.001423,V91K C-term,0,3/1/19,0,5.1669922,0,0,CD8,0.5,0
0.000474,V91K C-term,0,3/1/19,0,6.0881348,0,0,CD8,0.5,0
84,V91K C-term,0,3/1/19,0,404.7631228,0,0,CD8,1,0
28,V91K C-term,0,3/1/19,0,140.6043701,0,0,CD8,1,0
9.333333,V91K C-term,0,3/1/19,0,108.2192382,0,0,CD8,1,0
3.111,V91K C-term,0,3/1/19,0,34.0470581,0,0,CD8,1,0
1.037037,V91K C-term,0,3/1/19,0,0,0,0,CD8,1,0
0.345679,V91K C-term,0,3/1/19,0,58.2514038,0,0,CD8,1,0
0.115226,V91K C-term,0,3/1/19,0,39.515686,0,0,CD8,1,0
0.038409,V91K C-term,0,3/1/19,0,22.6195678,0,0,CD8,1,0
0.012803,V91K C-term,0,3/1/19,0,58.7669677,0,0,CD8,1,0
0.004268,V91K C-term,0,3/1/19,0,60.8864135,0,0,CD8,1,0
0.001423,V91K C-term,0,3/1/19,0,86.5967407,0,0,CD8,1,0
0.000474,V91K C-term,0,3/1/19,0,33.4782714,0,0,CD8,1,0
84,V91K C-term,0,3/1/19,0,461.8576047,0,0,CD8,2,0
28,V91K C-term,0,3/1/19,0,125.4896851,0,0,CD8,2,0
9.333333,V91K C-term,0,3/1/19,0,53.7886963,0,0,CD8,2,0
3.111,V91K C-term,0,3/1/19,0,53.4932251,0,0,CD8,2,0
1.037037,V91K C-term,0,3/1/19,0,61.0730591,0,0,CD8,2,0
0.345679,V91K C-term,0,3/1/19,0,32.159729,0,0,CD8,2,0
0.115226,V91K C-term,0,3/1/19,0,46.5361328,0,0,CD8,2,0
0.038409,V91K C-term,0,3/1/19,0,76.0774536,0,0,CD8,2,0
0.012803,V91K C-term,0,3/1/19,0,39.7961426,0,0,CD8,2,0
0.004268,V91K C-term,0,3/1/19,0,41.5842896,0,0,CD8,2,0
0.001423,V91K C-term,0,3/1/19,0,43.8798218,0,0,CD8,2,0
0.000474,V91K C-term,0,3/1/19,0,0,0,0,CD8,2,0
84,V91K C-term,0,3/1/19,0,300.5393071,0,0,CD8,4,0
28,V91K C-term,0,3/1/19,0,190.4434205,0,0,CD8,4,0
9.333333,V91K C-term,0,3/1/19,0,90.2519532,0,0,CD8,4,0
3.111,V91K C-term,0,3/1/19,0,57.0765381,0,0,CD8,4,0
1.037037,V91K C-term,0,3/1/19,0,0,0,0,CD8,4,0
0.345679,V91K C-term,0,3/1/19,0,66.5476075,0,0,CD8,4,0
0.115226,V91K C-term,0,3/1/19,0,11.123169,0,0,CD8,4,0
0.038409,V91K C-term,0,3/1/19,0,1.4471436,0,0,CD8,4,0
0.012803,V91K C-term,0,3/1/19,0,4.9552613,0,0,CD8,4,0
0.004268,V91K C-term,0,3/1/19,0,25.321167,0,0,CD8,4,0
0.001423,V91K C-term,0,3/1/19,0,36.505127,0,0,CD8,4,0
0.000474,V91K C-term,0,3/1/19,0,6.5081177,0,0,CD8,4,0
84,V91K C-term,0,3/1/19,0,22881.16016,0,0,Treg,0.5,0
28,V91K C-term,0,3/1/19,0,21657.63086,0,0,Treg,0.5,0
9.333333,V91K C-term,0,3/1/19,0,6088.244141,0,0,Treg,0.5,0
3.111,V91K C-term,0,3/1/19,0,1721.10498,0,0,Treg,0.5,0
1.037037,V91K C-term,0,3/1/19,0,811.041016,0,0,Treg,0.5,0
0.345679,V91K C-term,0,3/1/19,0,1080.308838,0,0,Treg,0.5,0
0.115226,V91K C-term,0,3/1/19,0,189.561523,0,0,Treg,0.5,0
0.038409,V91K C-term,0,3/1/19,0,478.968506,0,0,Treg,0.5,0
0.012803,V91K C-term,0,3/1/19,0,81.213135,0,0,Treg,0.5,0
0.004268,V91K C-term,0,3/1/19,0,674.53125,0,0,Treg,0.5,0
0.001423,V91K C-term,0,3/1/19,0,0,0,0,Treg,0.5,0
0.000474,V91K C-term,0,3/1/19,0,113.458496,0,0,Treg,0.5,0
84,V91K C-term,0,3/1/19,0,16926.59558,0,0,Treg,1,0
28,V91K C-term,0,3/1/19,0,17470.65417,0,0,Treg,1,0
9.333333,V91K C-term,0,3/1/19,0,9218.995972,0,0,Treg,1,0
3.111,V91K C-term,0,3/1/19,0,3471.880249,0,0,Treg,1,0
1.037037,V91K C-term,0,3/1/19,0,1026.4469,0,0,Treg,1,0
0.345679,V91K C-term,0,3/1/19,0,544.129029,0,0,Treg,1,0
0.115226,V91K C-term,0,3/1/19,0,543.689576,0,0,Treg,1,0
0.038409,V91K C-term,0,3/1/19,0,399.246582,0,0,Treg,1,0
0.012803,V91K C-term,0,3/1/19,0,348.745728,0,0,Treg,1,0
0.004268,V91K C-term,0,3/1/19,0,309.153565,0,0,Treg,1,0
0.001423,V91K C-term,0,3/1/19,0,252.171265,0,0,Treg,1,0
0.000474,V91K C-term,0,3/1/19,0,0,0,0,Treg,1,0
84,V91K C-term,0,3/1/19,0,18550.62561,0,0,Treg,2,0
28,V91K C-term,0,3/1/19,0,17008.50061,0,0,Treg,2,0
9.333333,V91K C-term,0,3/1/19,0,14377.63538,0,0,Treg,2,0
3.111,V91K C-term,0,3/1/19,0,11301.17444,0,0,Treg,2,0
1.037037,V91K C-term,0,3/1/19,0,1823.099731,0,0,Treg,2,0
0.345679,V91K C-term,0,3/1/19,0,2903.907104,0,0,Treg,2,0
0.115226,V91K C-term,0,3/1/19,0,1016.130005,0,0,Treg,2,0
0.038409,V91K C-term,0,3/1/19,0,555.739624,0,0,Treg,2,0
0.012803,V91K C-term,0,3/1/19,0,282.737549,0,0,Treg,2,0
0.004268,V91K C-term,0,3/1/19,0,298.122681,0,0,Treg,2,0
0.001423,V91K C-term,0,3/1/19,0,401.307007,0,0,Treg,2,0
0.000474,V91K C-term,0,3/1/19,0,0,0,0,Treg,2,0
84,V91K C-term,0,3/1/19,0,15175.11817,0,0,Treg,4,0
28,V91K C-term,0,3/1/19,0,17688.52637,0,0,Treg,4,0
9.333333,V91K C-term,0,3/1/19,0,17481.08106,0,0,Treg,4,0
3.111,V91K C-term,0,3/1/19,0,14405.95215,0,0,Treg,4,0
1.037037,V91K C-term,0,3/1/19,0,11666.67676,0,0,Treg,4,0
0.345679,V91K C-term,0,3/1/19,0,10114.49805,0,0,Treg,4,0
0.115226,V91K C-term,0,3/1/19,0,4439.223145,0,0,Treg,4,0
0.038409,V91K C-term,0,3/1/19,0,1888.579102,0,0,Treg,4,0
0.012803,V91K C-term,0,3/1/19,0,309.722412,0,0,Treg,4,0
0.004268,V91K C-term,0,3/1/19,0,228.726685,0,0,Treg,4,0
0.001423,V91K C-term,0,3/1/19,0,447.985108,0,0,Treg,4,0
0.000474,V91K C-term,0,3/1/19,0,0,0,0,Treg,4,0
84,V91K C-term,0,3/1/19,0,2555.365479,0,0,Thelper,0.5,0
28,V91K C-term,0,3/1/19,0,1865.768799,0,0,Thelper,0.5,0
9.333333,V91K C-term,0,3/1/19,0,455.772339,0,0,Thelper,0.5,0
3.111,V91K C-term,0,3/1/19,0,484.335938,0,0,Thelper,0.5,0
1.037037,V91K C-term,0,3/1/19,0,543.879517,0,0,Thelper,0.5,0
0.345679,V91K C-term,0,3/1/19,0,448.9375,0,0,Thelper,0.5,0
0.115226,V91K C-term,0,3/1/19,0,356.579468,0,0,Thelper,0.5,0
0.038409,V91K C-term,0,3/1/19,0,394.371826,0,0,Thelper,0.5,0
0.012803,V91K C-term,0,3/1/19,0,225.408569,0,0,Thelper,0.5,0
0.004268,V91K C-term,0,3/1/19,0,221.200562,0,0,Thelper,0.5,0
0.001423,V91K C-term,0,3/1/19,0,121.692627,0,0,Thelper,0.5,0
0.000474,V91K C-term,0,3/1/19,0,0,0,0,Thelper,0.5,0
84,V91K C-term,0,3/1/19,0,2451.595093,0,0,Thelper,1,0
28,V91K C-term,0,3/1/19,0,1828.806763,0,0,Thelper,1,0
9.333333,V91K C-term,0,3/1/19,0,769.361694,0,0,Thelper,1,0
3.111,V91K C-term,0,3/1/19,0,610.161865,0,0,Thelper,1,0
1.037037,V91K C-term,0,3/1/19,0,548.434448,0,0,Thelper,1,0
0.345679,V91K C-term,0,3/1/19,0,626.83081,0,0,Thelper,1,0
0.115226,V91K C-term,0,3/1/19,0,468.793823,0,0,Thelper,1,0
0.038409,V91K C-term,0,3/1/19,0,446.79187,0,0,Thelper,1,0
0.012803,V91K C-term,0,3/1/19,0,397.885376,0,0,Thelper,1,0
0.004268,V91K C-term,0,3/1/19,0,248.108398,0,0,Thelper,1,0
0.001423,V91K C-term,0,3/1/19,0,289.143921,0,0,Thelper,1,0
0.000474,V91K C-term,0,3/1/19,0,0,0,0,Thelper,1,0
84,V91K C-term,0,3/1/19,0,1882.368836,0,0,Thelper,2,0
28,V91K C-term,0,3/1/19,0,1480.703797,0,0,Thelper,2,0
9.333333,V91K C-term,0,3/1/19,0,918.2186887,0,0,Thelper,2,0
3.111,V91K C-term,0,3/1/19,0,727.9616087,0,0,Thelper,2,0
1.037037,V91K C-term,0,3/1/19,0,574.3848267,0,0,Thelper,2,0
0.345679,V91K C-term,0,3/1/19,0,564.8307497,0,0,Thelper,2,0
0.115226,V91K C-term,0,3/1/19,0,549.9826047,0,0,Thelper,2,0
0.038409,V91K C-term,0,3/1/19,0,433.1178587,0,0,Thelper,2,0
0.012803,V91K C-term,0,3/1/19,0,289.5430297,0,0,Thelper,2,0
0.004268,V91K C-term,0,3/1/19,0,293.9140017,0,0,Thelper,2,0
0.001423,V91K C-term,0,3/1/19,0,169.7584837,0,0,Thelper,2,0
0.000474,V91K C-term,0,3/1/19,0,0,0,0,Thelper,2,0
84,V91K C-term,0,3/1/19,0,2046.580323,0,0,Thelper,4,0
28,V91K C-term,0,3/1/19,0,1568.282715,0,0,Thelper,4,0
9.333333,V91K C-term,0,3/1/19,0,1344.431885,0,0,Thelper,4,0
3.111,V91K C-term,0,3/1/19,0,879.42627,0,0,Thelper,4,0
1.037037,V91K C-term,0,3/1/19,0,470.309082,0,0,Thelper,4,0
0.345679,V91K C-term,0,3/1/19,0,304.569092,0,0,Thelper,4,0
0.115226,V91K C-term,0,3/1/19,0,230.480469,0,0,Thelper,4,0
0.038409,V91K C-term,0,3/1/19,0,135.965088,0,0,Thelper,4,0
0.012803,V91K C-term,0,3/1/19,0,27.153565,0,0,Thelper,4,0
0.004268,V91K C-term,0,3/1/19,0,12.559327,0,0,Thelper,4,0
0.001423,V91K C-term,0,3/1/19,0,90.401001,0,0,Thelper,4,0
0.000474,V91K C-term,0,3/1/19,0,0,0,0,Thelper,4,0
84,R38Q N-term,0,3/1/19,0,1418.46521,0,0,NK,0.5,0
28,R38Q N-term,0,3/1/19,0,1038.809082,0,0,NK,0.5,0
9.333333,R38Q N-term,0,3/1/19,0,238.5204468,0,0,NK,0.5,0
3.111,R38Q N-term,0,3/1/19,0,195.2174072,0,0,NK,0.5,0
1.037037,R38Q N-term,0,3/1/19,0,260.8384399,0,0,NK,0.5,0
0.345679,R38Q N-term,0,3/1/19,0,107.9681396,0,0,NK,0.5,0
0.115226,R38Q N-term,0,3/1/19,0,76.0484009,0,0,NK,0.5,0
0.038409,R38Q N-term,0,3/1/19,0,93.8807373,0,0,NK,0.5,0
0.012803,R38Q N-term,0,3/1/19,0,119.0488281,0,0,NK,0.5,0
0.004268,R38Q N-term,0,3/1/19,0,0,0,0,NK,0.5,0
0.001423,R38Q N-term,0,3/1/19,0,4.3800049,0,0,NK,0.5,0
0.000474,R38Q N-term,0,3/1/19,0,48.8012695,0,0,NK,0.5,0
84,R38Q N-term,0,3/1/19,0,1342.700439,0,0,NK,1,0
28,R38Q N-term,0,3/1/19,0,906.5800781,0,0,NK,1,0
9.333333,R38Q N-term,0,3/1/19,0,231.5634765,0,0,NK,1,0
3.111,R38Q N-term,0,3/1/19,0,99.3674926,0,0,NK,1,0
1.037037,R38Q N-term,0,3/1/19,0,132.9612426,0,0,NK,1,0
0.345679,R38Q N-term,0,3/1/19,0,66.5748901,0,0,NK,1,0
0.115226,R38Q N-term,0,3/1/19,0,119.1760864,0,0,NK,1,0
0.038409,R38Q N-term,0,3/1/19,0,40.1942138,0,0,NK,1,0
0.012803,R38Q N-term,0,3/1/19,0,82.9179077,0,0,NK,1,0
0.004268,R38Q N-term,0,3/1/19,0,57.003479,0,0,NK,1,0
0.001423,R38Q N-term,0,3/1/19,0,0,0,0,NK,1,0
0.000474,R38Q N-term,0,3/1/19,0,22.725708,0,0,NK,1,0
84,R38Q N-term,0,3/1/19,0,1360.277221,0,0,NK,2,0
28,R38Q N-term,0,3/1/19,0,898.8101804,0,0,NK,2,0
9.333333,R38Q N-term,0,3/1/19,0,258.4961548,0,0,NK,2,0
3.111,R38Q N-term,0,3/1/19,0,180.1649781,0,0,NK,2,0
1.037037,R38Q N-term,0,3/1/19,0,183.2216187,0,0,NK,2,0
0.345679,R38Q N-term,0,3/1/19,0,70.2872925,0,0,NK,2,0
0.115226,R38Q N-term,0,3/1/19,0,0,0,0,NK,2,0
0.038409,R38Q N-term,0,3/1/19,0,89.4509278,0,0,NK,2,0
0.012803,R38Q N-term,0,3/1/19,0,86.8900147,0,0,NK,2,0
0.004268,R38Q N-term,0,3/1/19,0,64.1516724,0,0,NK,2,0
0.001423,R38Q N-term,0,3/1/19,0,80.8122559,0,0,NK,2,0
0.000474,R38Q N-term,0,3/1/19,0,49.1783448,0,0,NK,2,0
84,R38Q N-term,0,3/1/19,0,1463.483093,0,0,NK,4,0
28,R38Q N-term,0,3/1/19,0,1139.754333,0,0,NK,4,0
9.333333,R38Q N-term,0,3/1/19,0,982.193054,0,0,NK,4,0
3.111,R38Q N-term,0,3/1/19,0,474.816833,0,0,NK,4,0
1.037037,R38Q N-term,0,3/1/19,0,277.6769409,0,0,NK,4,0
0.345679,R38Q N-term,0,3/1/19,0,91.5653686,0,0,NK,4,0
0.115226,R38Q N-term,0,3/1/19,0,21.1672973,0,0,NK,4,0
0.038409,R38Q N-term,0,3/1/19,0,68.8843994,0,0,NK,4,0
0.012803,R38Q N-term,0,3/1/19,0,9.2111816,0,0,NK,4,0
0.004268,R38Q N-term,0,3/1/19,0,30.659851,0,0,NK,4,0
0.001423,R38Q N-term,0,3/1/19,0,82.5477905,0,0,NK,4,0
0.000474,R38Q N-term,0,3/1/19,0,0,0,0,NK,4,0
84,R38Q N-term,0,3/1/19,0,1916.947204,0,0,CD8,0.5,0
28,R38Q N-term,0,3/1/19,0,848.3469852,0,0,CD8,0.5,0
9.333333,R38Q N-term,0,3/1/19,0,110.3354492,0,0,CD8,0.5,0
3.111,R38Q N-term,0,3/1/19,0,136.112793,0,0,CD8,0.5,0
1.037037,R38Q N-term,0,3/1/19,0,109.0582886,0,0,CD8,0.5,0
0.345679,R38Q N-term,0,3/1/19,0,55.2040405,0,0,CD8,0.5,0
0.115226,R38Q N-term,0,3/1/19,0,63.204773,0,0,CD8,0.5,0
0.038409,R38Q N-term,0,3/1/19,0,26.1532593,0,0,CD8,0.5,0
0.012803,R38Q N-term,0,3/1/19,0,17.2783814,0,0,CD8,0.5,0
0.004268,R38Q N-term,0,3/1/19,0,27.0685425,0,0,CD8,0.5,0
0.001423,R38Q N-term,0,3/1/19,0,20.0123291,0,0,CD8,0.5,0
0.000474,R38Q N-term,0,3/1/19,0,0,0,0,CD8,0.5,0
84,R38Q N-term,0,3/1/19,0,1637.709228,0,0,CD8,1,0
28,R38Q N-term,0,3/1/19,0,645.1328122,0,0,CD8,1,0
9.333333,R38Q N-term,0,3/1/19,0,92.5618896,0,0,CD8,1,0
3.111,R38Q N-term,0,3/1/19,0,59.4641113,0,0,CD8,1,0
1.037037,R38Q N-term,0,3/1/19,0,18.0888671,0,0,CD8,1,0
0.345679,R38Q N-term,0,3/1/19,0,67.65625,0,0,CD8,1,0
0.115226,R38Q N-term,0,3/1/19,0,46.0701293,0,0,CD8,1,0
0.038409,R38Q N-term,0,3/1/19,0,88.5303344,0,0,CD8,1,0
0.012803,R38Q N-term,0,3/1/19,0,49.2192993,0,0,CD8,1,0
0.004268,R38Q N-term,0,3/1/19,0,19.430603,0,0,CD8,1,0
0.001423,R38Q N-term,0,3/1/19,0,27.515625,0,0,CD8,1,0
0.000474,R38Q N-term,0,3/1/19,0,0,0,0,CD8,1,0
84,R38Q N-term,0,3/1/19,0,1580,0,0,CD8,2,0
28,R38Q N-term,0,3/1/19,0,634.4548344,0,0,CD8,2,0
9.333333,R38Q N-term,0,3/1/19,0,147.447876,0,0,CD8,2,0
3.111,R38Q N-term,0,3/1/19,0,83.0682373,0,0,CD8,2,0
1.037037,R38Q N-term,0,3/1/19,0,91.4886475,0,0,CD8,2,0
0.345679,R38Q N-term,0,3/1/19,0,47.5134278,0,0,CD8,2,0
0.115226,R38Q N-term,0,3/1/19,0,19.1600342,0,0,CD8,2,0
0.038409,R38Q N-term,0,3/1/19,0,20.1012573,0,0,CD8,2,0
0.012803,R38Q N-term,0,3/1/19,0,28.0300293,0,0,CD8,2,0
0.004268,R38Q N-term,0,3/1/19,0,61.9251709,0,0,CD8,2,0
0.001423,R38Q N-term,0,3/1/19,0,15.9729004,0,0,CD8,2,0
0.000474,R38Q N-term,0,3/1/19,0,0,0,0,CD8,2,0
84,R38Q N-term,0,3/1/19,0,1952.427185,0,0,CD8,4,0
28,R38Q N-term,0,3/1/19,0,1095.106873,0,0,CD8,4,0
9.333333,R38Q N-term,0,3/1/19,0,577.8507687,0,0,CD8,4,0
3.111,R38Q N-term,0,3/1/19,0,224.9537963,0,0,CD8,4,0
1.037037,R38Q N-term,0,3/1/19,0,168.3862915,0,0,CD8,4,0
0.345679,R38Q N-term,0,3/1/19,0,58.6091308,0,0,CD8,4,0
0.115226,R38Q N-term,0,3/1/19,0,60.925354,0,0,CD8,4,0
0.038409,R38Q N-term,0,3/1/19,0,43.1975097,0,0,CD8,4,0
0.012803,R38Q N-term,0,3/1/19,0,18.4877319,0,0,CD8,4,0
0.004268,R38Q N-term,0,3/1/19,0,17.6699218,0,0,CD8,4,0
0.001423,R38Q N-term,0,3/1/19,0,0,0,0,CD8,4,0
0.000474,R38Q N-term,0,3/1/19,0,11.5359497,0,0,CD8,4,0
84,R38Q N-term,0,3/1/19,0,27711.94702,0,0,Treg,0.5,0
28,R38Q N-term,0,3/1/19,0,22791.20288,0,0,Treg,0.5,0
9.333333,R38Q N-term,0,3/1/19,0,18141.82398,0,0,Treg,0.5,0
3.111,R38Q N-term,0,3/1/19,0,10851.97046,0,0,Treg,0.5,0
1.037037,R38Q N-term,0,3/1/19,0,1654.340577,0,0,Treg,0.5,0
0.345679,R38Q N-term,0,3/1/19,0,649.265381,0,0,Treg,0.5,0
0.115226,R38Q N-term,0,3/1/19,0,991.838135,0,0,Treg,0.5,0
0.038409,R38Q N-term,0,3/1/19,0,301.393799,0,0,Treg,0.5,0
0.012803,R38Q N-term,0,3/1/19,0,565.925049,0,0,Treg,0.5,0
0.004268,R38Q N-term,0,3/1/19,0,261.646241,0,0,Treg,0.5,0
0.001423,R38Q N-term,0,3/1/19,0,286.732666,0,0,Treg,0.5,0
0.000474,R38Q N-term,0,3/1/19,0,0,0,0,Treg,0.5,0
84,R38Q N-term,0,3/1/19,0,25440.69849,0,0,Treg,1,0
28,R38Q N-term,0,3/1/19,0,22030.82154,0,0,Treg,1,0
9.333333,R38Q N-term,0,3/1/19,0,20634.60669,0,0,Treg,1,0
3.111,R38Q N-term,0,3/1/19,0,10614.20337,0,0,Treg,1,0
1.037037,R38Q N-term,0,3/1/19,0,2128.948486,0,0,Treg,1,0
0.345679,R38Q N-term,0,3/1/19,0,417.849854,0,0,Treg,1,0
0.115226,R38Q N-term,0,3/1/19,0,545.162842,0,0,Treg,1,0
0.038409,R38Q N-term,0,3/1/19,0,739.999268,0,0,Treg,1,0
0.012803,R38Q N-term,0,3/1/19,0,197.183228,0,0,Treg,1,0
0.004268,R38Q N-term,0,3/1/19,0,161.701904,0,0,Treg,1,0
0.001423,R38Q N-term,0,3/1/19,0,103.780518,0,0,Treg,1,0
0.000474,R38Q N-term,0,3/1/19,0,0,0,0,Treg,1,0
84,R38Q N-term,0,3/1/19,0,22134.44886,0,0,Treg,2,0
28,R38Q N-term,0,3/1/19,0,21266.28284,0,0,Treg,2,0
9.333333,R38Q N-term,0,3/1/19,0,20699.47229,0,0,Treg,2,0
3.111,R38Q N-term,0,3/1/19,0,14982.74964,0,0,Treg,2,0
1.037037,R38Q N-term,0,3/1/19,0,9663.584598,0,0,Treg,2,0
0.345679,R38Q N-term,0,3/1/19,0,2756.849244,0,0,Treg,2,0
0.115226,R38Q N-term,0,3/1/19,0,913.149292,0,0,Treg,2,0
0.038409,R38Q N-term,0,3/1/19,0,759.035279,0,0,Treg,2,0
0.012803,R38Q N-term,0,3/1/19,0,247.123902,0,0,Treg,2,0
0.004268,R38Q N-term,0,3/1/19,0,148.51648,0,0,Treg,2,0
0.001423,R38Q N-term,0,3/1/19,0,536.054566,0,0,Treg,2,0
0.000474,R38Q N-term,0,3/1/19,0,0,0,0,Treg,2,0
84,R38Q N-term,0,3/1/19,0,27558.83862,0,0,Treg,4,0
28,R38Q N-term,0,3/1/19,0,22037.90307,0,0,Treg,4,0
9.333333,R38Q N-term,0,3/1/19,0,23566.18823,0,0,Treg,4,0
3.111,R38Q N-term,0,3/1/19,0,19623.41089,0,0,Treg,4,0
1.037037,R38Q N-term,0,3/1/19,0,18018.00073,0,0,Treg,4,0
0.345679,R38Q N-term,0,3/1/19,0,15470.33276,0,0,Treg,4,0
